k,patterns,algorithm,mode,run,iterations,banks,sequences_per_bank,sequence_length,target_bases_per_cell,bases,build_ns,search_ns,total_ns,fixed_ns_per_matcher,build_ns_per_matcher,search_ns_per_base,reference_total_ns,reference_ns_per_base,validation_checksum,matching_records,matches,timed_checksum
112,64,aho_corasick,all,3,1,4,166668,150,100000000,100000800,7852375,212331084,220243667,1978145.750,1963093.750,2.123293854,214309229.750,2.143075153,7347228724435248932,333336,333336,7347228724435248932
112,64,aho_corasick,all,4,1,4,166668,150,100000000,100000800,6941916,199923500,206925375,1750468.750,1735479.000,1.999219006,201673968.750,2.016723554,7347228724435248932,333336,333336,7347228724435248932
112,64,hash,all,0,1,4,166668,150,100000000,100000800,39625,188999916,189043792,10969.000,9906.250,1.889984040,189010885.000,1.890093729,7347228724435248932,333336,333336,7347228724435248932
112,64,hash,all,1,1,4,166668,150,100000000,100000800,32292,176116458,176150042,8396.000,8073.000,1.761150491,176124854.000,1.761234450,7347228724435248932,333336,333336,7347228724435248932
112,64,hash,all,2,1,4,166668,150,100000000,100000800,30083,170460750,170492500,7937.500,7520.750,1.704593863,170468687.500,1.704673238,7347228724435248932,333336,333336,7347228724435248932
112,64,hash,all,3,1,4,166668,150,100000000,100000800,30167,177052291,177084334,8010.750,7541.750,1.770508746,177060301.750,1.770588853,7347228724435248932,333336,333336,7347228724435248932
112,64,hash,all,4,1,4,166668,150,100000000,100000800,31458,182819125,182856000,9218.750,7864.500,1.828176625,182828343.750,1.828268811,7347228724435248932,333336,333336,7347228724435248932
12,3162,aho_corasick,all,0,1,1,666668,150,100000000,100000200,7454083,415510416,423046375,7535959.000,7454083.000,4.155095850,423046375.000,4.230455289,11147682657900302077,342061,351181,11147682657900302077
12,3162,aho_corasick,all,1,1,1,666668,150,100000000,100000200,7442500,389157875,396700750,7542875.000,7442500.000,3.891570967,396700750.000,3.966999566,11147682657900302077,342061,351181,11147682657900302077
12,3162,aho_corasick,all,2,1,1,666668,150,100000000,100000200,6879166,387903584,394888000,6984416.000,6879166.000,3.879028082,394888000.000,3.948872102,11147682657900302077,342061,351181,11147682657900302077
12,3162,aho_corasick,all,3,1,1,666668,150,100000000,100000200,7001333,409812209,416889208,7076999.000,7001333.000,4.098113894,416889208.000,4.168883742,11147682657900302077,342061,351181,11147682657900302077
12,3162,aho_corasick,all,4,1,1,666668,150,100000000,100000200,7752958,500307167,508187000,7879833.000,7752958.000,5.003061664,508187000.000,5.081859836,11147682657900302077,342061,351181,11147682657900302077
12,3162,hash,all,0,1,1,666668,150,100000000,100000200,58417,1041093208,1041162917,69709.000,58417.000,10.410911258,1041162917.000,10.411608347,11147682657900302077,342061,351181,11147682657900302077
12,3162,hash,all,1,1,1,666668,150,100000000,100000200,73208,1004357667,1004439209,81542.000,73208.000,10.043556583,1004439209.000,10.044372001,11147682657900302077,342061,351181,11147682657900302077
12,3162,hash,all,2,1,1,666668,150,100000000,100000200,68167,915186792,915263708,76916.000,68167.000,9.151849616,915263708.000,9.152618775,11147682657900302077,342061,351181,11147682657900302077
12,3162,hash,all,3,1,1,666668,150,100000000,100000200,37292,881513917,881557000,43083.000,37292.000,8.815121540,881557000.000,8.815552369,11147682657900302077,342061,351181,11147682657900302077
12,3162,hash,all,4,1,1,666668,150,100000000,100000200,36667,880595541,880638167,42626.000,36667.000,8.805937798,880638167.000,8.806364057,11147682657900302077,342061,351181,11147682657900302077
12,5623,hash,all,0,1,1,666668,150,100000000,100000200,69125,532994000,533073459,79459.000,69125.000,5.329929340,533073459.000,5.330723929,18290372288378656005,348711,364469,18290372288378656005
12,5623,hash,all,1,1,1,666668,150,100000000,100000200,88125,533894375,533993416,99041.000,88125.000,5.338933072,533993416.000,5.339923480,18290372288378656005,348711,364469,18290372288378656005
12,5623,hash,all,2,1,1,666668,150,100000000,100000200,84917,548223125,548318834,95709.000,84917.000,5.482220286,548318834.000,5.483177374,18290372288378656005,348711,364469,18290372288378656005
12,5623,hash,all,3,1,1,666668,150,100000000,100000200,54125,554460875,554526500,65625.000,54125.000,5.544597661,554526500.000,5.545253909,18290372288378656005,348711,364469,18290372288378656005
12,5623,hash,all,4,1,1,666668,150,100000000,100000200,54708,567529208,567596375,67167.000,54708.000,5.675280729,567596375.000,5.675952398,18290372288378656005,348711,364469,18290372288378656005
12,5623,aho_corasick,all,0,1,1,666668,150,100000000,100000200,11384500,406983375,418565750,11582375.000,11384500.000,4.069825610,418565750.000,4.185649129,18290372288378656005,348711,364469,18290372288378656005
12,5623,aho_corasick,all,1,1,1,666668,150,100000000,100000200,11235500,431872625,443395959,11523334.000,11235500.000,4.318717613,443395959.000,4.433950722,18290372288378656005,348711,364469,18290372288378656005
12,5623,aho_corasick,all,2,1,1,666668,150,100000000,100000200,11513834,429840292,441573334,11733042.000,11513834.000,4.298394323,441573334.000,4.415724509,18290372288378656005,348711,364469,18290372288378656005
12,5623,aho_corasick,all,3,1,1,666668,150,100000000,100000200,11619791,410320875,422169583,11848708.000,11619791.000,4.103200544,422169583.000,4.221687387,18290372288378656005,348711,364469,18290372288378656005
12,5623,aho_corasick,all,4,1,1,666668,150,100000000,100000200,11326667,400125125,411629625,11504500.000,11326667.000,4.001243248,411629625.000,4.116288017,18290372288378656005,348711,364469,18290372288378656005
12,6,bndmq,all,0,1,43,15504,150,100000000,100000800,75000,134534375,134613958,1850.767,1744.186,1.345332987,134536225.767,1.345351495,10529161458045662895,333350,333373,10529161458045662895
