k,q,mode,run,iterations,patterns,sequences_per_pattern,sequence_length,bases,elapsed_ns,ns_per_base,checksum
32,6,first,6,6,256,512,150,117964800,20285083,0.171958779,393216
32,12,first,7,5,256,512,150,98304000,20940250,0.213015238,327680
32,8,first,7,6,256,512,150,117964800,20846792,0.176720445,393216
32,10,first,7,6,256,512,150,117964800,23639625,0.200395584,393216
32,9,first,7,6,256,512,150,117964800,21202541,0.179736167,393216
32,5,first,7,6,256,512,150,117964800,20165250,0.170942942,393216
32,11,first,7,6,256,512,150,117964800,23707917,0.200974503,393216
32,3,first,7,5,256,512,150,98304000,23779791,0.241900543,327680
32,4,first,7,6,256,512,150,117964800,22388250,0.189787547,393216
32,2,first,7,4,256,512,150,78643200,21138416,0.268788859,262144
32,7,first,7,6,256,512,150,117964800,20373333,0.172706884,393216
32,6,first,7,6,256,512,150,117964800,20310209,0.172171775,393216
32,1,first,7,4,256,512,150,78643200,23845000,0.303204854,262144
32,11,first,8,6,256,512,150,117964800,23565458,0.199766863,393216
32,7,first,8,6,256,512,150,117964800,20585167,0.174502623,393216
32,9,first,8,6,256,512,150,117964800,21447167,0.181809887,393216
32,8,first,8,6,256,512,150,117964800,21133958,0.179154782,393216
32,1,first,8,4,256,512,150,78643200,23846041,0.303218091,262144
32,3,first,8,5,256,512,150,98304000,23813166,0.242240051,327680
32,5,first,8,6,256,512,150,117964800,20289833,0.171999045,393216
32,6,first,8,6,256,512,150,117964800,20670208,0.175223524,393216
32,10,first,8,6,256,512,150,117964800,23030500,0.195231968,393216
32,2,first,8,4,256,512,150,78643200,20491667,0.260565020,262144
32,12,first,8,5,256,512,150,98304000,20815667,0.211747915,327680
32,4,first,8,6,256,512,150,117964800,22450375,0.190314187,393216
32,2,first,9,4,256,512,150,78643200,20699417,0.263206698,262144
32,7,first,9,6,256,512,150,117964800,20692167,0.175409673,393216
32,9,first,9,6,256,512,150,117964800,21159041,0.179367413,393216
32,12,first,9,5,256,512,150,98304000,20625084,0.209809204,327680
32,11,first,9,6,256,512,150,117964800,23485208,0.199086575,393216
32,8,first,9,6,256,512,150,117964800,21014333,0.178140708,393216
32,3,first,9,5,256,512,150,98304000,23790667,0.242011180,327680
32,10,first,9,6,256,512,150,117964800,23091667,0.195750487,393216
32,4,first,9,6,256,512,150,117964800,22217500,0.188340081,393216
32,1,first,9,4,256,512,150,78643200,24109542,0.306568680,262144
32,6,first,9,6,256,512,150,117964800,20404542,0.172971446,393216
32,5,first,9,6,256,512,150,117964800,20584917,0.174500504,393216
32,7,first,10,6,256,512,150,117964800,20662042,0.175154300,393216
32,6,first,10,6,256,512,150,117964800,20291541,0.172013524,393216
32,12,first,10,5,256,512,150,98304000,21174750,0.215400696,327680
32,8,first,10,6,256,512,150,117964800,21290875,0.180484984,393216
32,9,first,10,6,256,512,150,117964800,21311250,0.180657705,393216
32,3,first,10,5,256,512,150,98304000,23822292,0.242332886,327680
32,11,first,10,6,256,512,150,117964800,23575583,0.199852693,393216
32,4,first,10,6,256,512,150,117964800,22373917,0.189666044,393216
32,5,first,10,6,256,512,150,117964800,20610584,0.174718085,393216
32,2,first,10,4,256,512,150,78643200,20691792,0.263109741,262144
32,1,first,10,4,256,512,150,78643200,23573916,0.299757843,262144
32,10,first,10,6,256,512,150,117964800,23163875,0.196362601,393216
32,1,first,11,4,256,512,150,78643200,23742125,0.301896731,262144
32,7,first,11,6,256,512,150,117964800,20455417,0.173402718,393216
32,12,first,11,5,256,512,150,98304000,20682958,0.210397929,327680
32,11,first,11,6,256,512,150,117964800,23705000,0.200949775,393216
32,6,first,11,6,256,512,150,117964800,20420125,0.173103544,393216
32,4,first,11,6,256,512,150,117964800,23206166,0.196721107,393216
32,10,first,11,6,256,512,150,117964800,23375583,0.198157272,393216
32,2,first,11,4,256,512,150,78643200,21018250,0.267260869,262144
32,3,first,11,5,256,512,150,98304000,23885458,0.242975444,327680
32,5,first,11,6,256,512,150,117964800,20499583,0.173777118,393216
32,8,first,11,6,256,512,150,117964800,21236750,0.180026160,393216
32,9,first,11,6,256,512,150,117964800,21393417,0.181354243,393216
32,8,first,12,6,256,512,150,117964800,21057375,0.178505580,393216
32,9,first,12,6,256,512,150,117964800,21446209,0.181801766,393216
32,5,first,12,6,256,512,150,117964800,20780791,0.176160948,393216
32,4,first,12,6,256,512,150,117964800,22269500,0.188780891,393216
32,10,first,12,6,256,512,150,117964800,23111500,0.195918613,393216
32,6,first,12,6,256,512,150,117964800,20140500,0.170733134,393216
32,7,first,12,6,256,512,150,117964800,20548667,0.174193208,393216
32,2,first,12,4,256,512,150,78643200,20568208,0.261538289,262144
32,11,first,12,6,256,512,150,117964800,23313292,0.197629225,393216
32,12,first,12,5,256,512,150,98304000,20633791,0.209897776,327680
32,3,first,12,5,256,512,150,98304000,23847541,0.242589732,327680
32,1,first,12,4,256,512,150,78643200,24129500,0.306822459,262144
32,12,first,13,5,256,512,150,98304000,20778709,0.211371958,327680
32,8,first,13,6,256,512,150,117964800,21127750,0.179102156,393216
32,10,first,13,6,256,512,150,117964800,23346709,0.197912504,393216
32,1,first,13,4,256,512,150,78643200,23904792,0.303965149,262144
32,11,first,13,6,256,512,150,117964800,23477500,0.199021233,393216
32,3,first,13,5,256,512,150,98304000,23723959,0.241332591,327680
32,2,first,13,4,256,512,150,78643200,20684375,0.263015429,262144
32,4,first,13,6,256,512,150,117964800,22498750,0.190724267,393216
32,7,first,13,6,256,512,150,117964800,20381875,0.172779295,393216
32,9,first,13,6,256,512,150,117964800,21637542,0.183423716,393216
32,5,first,13,6,256,512,150,117964800,20717167,0.175621601,393216
32,6,first,13,6,256,512,150,117964800,20768292,0.176054993,393216
32,9,first,14,6,256,512,150,117964800,21464417,0.181956117,393216
32,6,first,14,6,256,512,150,117964800,20398917,0.172923762,393216
32,11,first,14,6,256,512,150,117964800,23444083,0.198737954,393216
32,1,first,14,4,256,512,150,78643200,23717542,0.301584142,262144
32,2,first,14,4,256,512,150,78643200,20806167,0.264564095,262144
32,3,first,14,5,256,512,150,98304000,24020916,0.244353394,327680
32,5,first,14,6,256,512,150,117964800,20463958,0.173475121,393216
32,8,first,14,6,256,512,150,117964800,21043167,0.178385137,393216
32,4,first,14,6,256,512,150,117964800,22399375,0.189881855,393216
32,10,first,14,6,256,512,150,117964800,23196042,0.196635284,393216
32,12,first,14,5,256,512,150,98304000,20425875,0.207782745,327680
32,7,first,14,6,256,512,150,117964800,20496042,0.173747101,393216
32,9,all,0,6,256,512,150,117964800,24114833,0.204423972,23577822
32,12,all,0,5,256,512,150,98304000,22831959,0.232258698,19648185
32,5,all,0,6,256,512,150,117964800,22571000,0.191336738,23577822
32,2,all,0,4,256,512,150,78643200,24568958,0.312410456,15718548
32,7,all,0,6,256,512,150,117964800,23307041,0.197576235,23577822
32,10,all,0,5,256,512,150,98304000,21767084,0.221426229,19648185
32,3,all,0,4,256,512,150,78643200,21928000,0.278828939,15718548
32,1,all,0,3,256,512,150,58982400,21315292,0.361383938,11788911
32,8,all,0,6,256,512,150,117964800,24174667,0.204931191,23577822
32,11,all,0,5,256,512,150,98304000,22079292,0.224602173,19648185
32,6,all,0,6,256,512,150,117964800,22331500,0.189306471,23577822
32,4,all,0,5,256,512,150,98304000,20879167,0.212393870,19648185
32,1,all,1,3,256,512,150,58982400,21397375,0.362775591,11788911
32,3,all,1,4,256,512,150,78643200,22145958,0.281600418,15718548
32,9,all,1,6,256,512,150,117964800,25394542,0.215272200,23577822
32,6,all,1,6,256,512,150,117964800,26312542,0.223054182,23577822
32,12,all,1,5,256,512,150,98304000,23926625,0.243394216,19648185
32,11,all,1,5,256,512,150,98304000,23219458,0.236200541,19648185
32,5,all,1,6,256,512,150,117964800,22625042,0.191794857,23577822
32,7,all,1,6,256,512,150,117964800,23030625,0.195233027,23577822
32,8,all,1,6,256,512,150,117964800,23370792,0.198116659,23577822
32,4,all,1,5,256,512,150,98304000,20805042,0.211639832,19648185
32,10,all,1,5,256,512,150,98304000,21812417,0.221887380,19648185
32,2,all,1,4,256,512,150,78643200,24556458,0.312251511,15718548
32,3,all,2,4,256,512,150,78643200,21850625,0.277845065,15718548
32,9,all,2,6,256,512,150,117964800,25437042,0.215632477,23577822
32,4,all,2,5,256,512,150,98304000,21446791,0.218168040,19648185
32,8,all,2,6,256,512,150,117964800,23352750,0.197963715,23577822
32,6,all,2,6,256,512,150,117964800,22391167,0.189812275,23577822
32,1,all,2,3,256,512,150,58982400,22311000,0.378265381,11788911
32,2,all,2,4,256,512,150,78643200,25754625,0.327486992,15718548
32,11,all,2,5,256,512,150,98304000,22216833,0.226001312,19648185
32,12,all,2,5,256,512,150,98304000,22759959,0.231526276,19648185
32,5,all,2,6,256,512,150,117964800,22396083,0.189853948,23577822
32,7,all,2,6,256,512,150,117964800,22904250,0.194161733,23577822
32,10,all,2,5,256,512,150,98304000,21759625,0.221350352,19648185
32,1,all,3,3,256,512,150,58982400,21926083,0.371739417,11788911
32,5,all,3,6,256,512,150,117964800,22504292,0.190771247,23577822
32,2,all,3,4,256,512,150,78643200,24580250,0.312554042,15718548
32,9,all,3,6,256,512,150,117964800,24326708,0.206220059,23577822
32,8,all,3,6,256,512,150,117964800,23377125,0.198170344,23577822
32,12,all,3,5,256,512,150,98304000,22870459,0.232650340,19648185
32,3,all,3,4,256,512,150,78643200,21943542,0.279026566,15718548
32,10,all,3,5,256,512,150,98304000,21563667,0.219356964,19648185
32,4,all,3,5,256,512,150,98304000,21157125,0.215221405,19648185
32,11,all,3,5,256,512,150,98304000,22109709,0.224911591,19648185
32,7,all,3,6,256,512,150,117964800,22895458,0.194087202,23577822
32,6,all,3,6,256,512,150,117964800,22262625,0.188722610,23577822
32,11,all,4,5,256,512,150,98304000,22134416,0.225162923,19648185
32,10,all,4,5,256,512,150,98304000,21843125,0.222199758,19648185
32,12,all,4,5,256,512,150,98304000,23013458,0.234105001,19648185
32,1,all,4,3,256,512,150,58982400,21985625,0.372748905,11788911
32,3,all,4,4,256,512,150,78643200,22590042,0.287247238,15718548
32,7,all,4,6,256,512,150,117964800,23051041,0.195406096,23577822
32,8,all,4,6,256,512,150,117964800,23147458,0.196223433,23577822
32,4,all,4,5,256,512,150,98304000,20931042,0.212921570,19648185
32,6,all,4,6,256,512,150,117964800,22296209,0.189007306,23577822
32,2,all,4,4,256,512,150,78643200,24436916,0.310731455,15718548
32,9,all,4,6,256,512,150,117964800,24132542,0.204574093,23577822
32,5,all,4,6,256,512,150,117964800,22632750,0.191860199,23577822
32,3,all,5,4,256,512,150,78643200,21926833,0.278814100,15718548
32,5,all,5,6,256,512,150,117964800,22550375,0.191161897,23577822
32,1,all,5,3,256,512,150,58982400,22373000,0.379316542,11788911
32,2,all,5,4,256,512,150,78643200,24724000,0.314381917,15718548
32,8,all,5,6,256,512,150,117964800,23232542,0.196944699,23577822
32,10,all,5,5,256,512,150,98304000,21292458,0.216598083,19648185
32,11,all,5,5,256,512,150,98304000,22091333,0.224724660,19648185
32,6,all,5,6,256,512,150,117964800,22220250,0.188363393,23577822
32,12,all,5,5,256,512,150,98304000,22898917,0.232939830,19648185
32,9,all,5,6,256,512,150,117964800,24024916,0.203661736,23577822
32,4,all,5,5,256,512,150,98304000,20936792,0.212980062,19648185
32,7,all,5,6,256,512,150,117964800,23166000,0.196380615,23577822
32,3,all,6,4,256,512,150,78643200,21938917,0.278967756,15718548
32,9,all,6,6,256,512,150,117964800,23934416,0.202894558,23577822
32,1,all,6,3,256,512,150,58982400,21380750,0.362493727,11788911
32,7,all,6,6,256,512,150,117964800,22979000,0.194795397,23577822
32,11,all,6,5,256,512,150,98304000,22121750,0.225034078,19648185
32,2,all,6,4,256,512,150,78643200,24634541,0.313244387,15718548
32,10,all,6,5,256,512,150,98304000,21609000,0.219818115,19648185
32,4,all,6,5,256,512,150,98304000,21058667,0.214219838,19648185
32,8,all,6,6,256,512,150,117964800,23180875,0.196506712,23577822
32,6,all,6,6,256,512,150,117964800,22215708,0.188324890,23577822
32,5,all,6,6,256,512,150,117964800,22472958,0.190505625,23577822
32,12,all,6,5,256,512,150,98304000,22707708,0.230994751,19648185
32,10,all,7,5,256,512,150,98304000,21123667,0.214881053,19648185
32,1,all,7,3,256,512,150,58982400,21329375,0.361622704,11788911
32,3,all,7,4,256,512,150,78643200,21964417,0.279292005,15718548
32,2,all,7,4,256,512,150,78643200,25464750,0.323801041,15718548
32,4,all,7,5,256,512,150,98304000,21282167,0.216493398,19648185
32,7,all,7,6,256,512,150,117964800,22928167,0.194364480,23577822
32,12,all,7,5,256,512,150,98304000,22606583,0.229966054,19648185
32,6,all,7,6,256,512,150,117964800,22262625,0.188722610,23577822
32,9,all,7,6,256,512,150,117964800,24178875,0.204966863,23577822
32,5,all,7,6,256,512,150,117964800,22699042,0.192422163,23577822
32,8,all,7,6,256,512,150,117964800,23244000,0.197041829,23577822
32,11,all,7,5,256,512,150,98304000,22145125,0.225271861,19648185
32,1,all,8,3,256,512,150,58982400,21254875,0.360359616,11788911
32,2,all,8,4,256,512,150,78643200,24664542,0.313625870,15718548
32,10,all,8,5,256,512,150,98304000,21234542,0.216008931,19648185
32,11,all,8,5,256,512,150,98304000,21974000,0.223531087,19648185
32,4,all,8,5,256,512,150,98304000,20979291,0.213412384,19648185
32,3,all,8,4,256,512,150,78643200,22123333,0.281312726,15718548
32,5,all,8,6,256,512,150,117964800,22943167,0.194491636,23577822
32,7,all,8,6,256,512,150,117964800,23032792,0.195251397,23577822
32,9,all,8,6,256,512,150,117964800,23976083,0.203247774,23577822
32,12,all,8,5,256,512,150,98304000,22748458,0.231409281,19648185
32,6,all,8,6,256,512,150,117964800,22238375,0.188517041,23577822
32,8,all,8,6,256,512,150,117964800,23332208,0.197789578,23577822
32,1,all,9,3,256,512,150,58982400,21854000,0.370517307,11788911
32,11,all,9,5,256,512,150,98304000,22713333,0.231051971,19648185
32,3,all,9,4,256,512,150,78643200,21839417,0.277702548,15718548
32,7,all,9,6,256,512,150,117964800,22943917,0.194497994,23577822
32,4,all,9,5,256,512,150,98304000,20995416,0.213576416,19648185
32,12,all,9,5,256,512,150,98304000,22943333,0.233391652,19648185
32,10,all,9,5,256,512,150,98304000,21582792,0.219551514,19648185
32,8,all,9,6,256,512,150,117964800,23434292,0.198654955,23577822
32,2,all,9,4,256,512,150,78643200,24575250,0.312490463,15718548
32,6,all,9,6,256,512,150,117964800,22143750,0.187714895,23577822
32,9,all,9,6,256,512,150,117964800,23901375,0.202614466,23577822
32,5,all,9,6,256,512,150,117964800,22574625,0.191367467,23577822
32,11,all,10,5,256,512,150,98304000,22568667,0.229580353,19648185
32,8,all,10,6,256,512,150,117964800,23244542,0.197046424,23577822
32,5,all,10,6,256,512,150,117964800,22334333,0.189330487,23577822
32,7,all,10,6,256,512,150,117964800,22774250,0.193059709,23577822
32,1,all,10,3,256,512,150,58982400,21522042,0.364889221,11788911
32,9,all,10,6,256,512,150,117964800,24139250,0.204630958,23577822
32,6,all,10,6,256,512,150,117964800,22137709,0.187663684,23577822
32,4,all,10,5,256,512,150,98304000,20939917,0.213011851,19648185
32,2,all,10,4,256,512,150,78643200,25028375,0.318252246,15718548
32,3,all,10,4,256,512,150,78643200,21993833,0.279666049,15718548
32,10,all,10,5,256,512,150,98304000,21205000,0.215708415,19648185
32,12,all,10,5,256,512,150,98304000,22635708,0.230262329,19648185
32,5,all,11,6,256,512,150,117964800,22468958,0.190471717,23577822
32,10,all,11,5,256,512,150,98304000,21839958,0.222167542,19648185
32,11,all,11,5,256,512,150,98304000,22562666,0.229519307,19648185
32,4,all,11,5,256,512,150,98304000,21026500,0.213892619,19648185
32,12,all,11,5,256,512,150,98304000,23008583,0.234055410,19648185
32,6,all,11,6,256,512,150,117964800,22278167,0.188854362,23577822
32,3,all,11,4,256,512,150,78643200,21849250,0.277827581,15718548
32,9,all,11,6,256,512,150,117964800,24046125,0.203841527,23577822
32,1,all,11,3,256,512,150,58982400,21488041,0.364312761,11788911
32,8,all,11,6,256,512,150,117964800,23199833,0.196667421,23577822
32,7,all,11,6,256,512,150,117964800,23066709,0.195538915,23577822
32,2,all,11,4,256,512,150,78643200,24479375,0.311271350,15718548
32,12,all,12,5,256,512,150,98304000,22626375,0.230167389,19648185
32,10,all,12,5,256,512,150,98304000,21317750,0.216855367,19648185
32,4,all,12,5,256,512,150,98304000,20956167,0.213177155,19648185
32,6,all,12,6,256,512,150,117964800,22190334,0.188109792,23577822
32,5,all,12,6,256,512,150,117964800,22643958,0.191955210,23577822
32,3,all,12,4,256,512,150,78643200,21856750,0.277922948,15718548
32,2,all,12,4,256,512,150,78643200,24464625,0.311083794,15718548
32,7,all,12,6,256,512,150,117964800,23235583,0.196970478,23577822
32,9,all,12,6,256,512,150,117964800,24168042,0.204875031,23577822
32,1,all,12,3,256,512,150,58982400,21439125,0.363483429,11788911
32,11,all,12,5,256,512,150,98304000,22441667,0.228288442,19648185
32,8,all,12,6,256,512,150,117964800,23237083,0.196983193,23577822
32,6,all,13,6,256,512,150,117964800,22185000,0.188064575,23577822
32,8,all,13,6,256,512,150,117964800,23109625,0.195902718,23577822
32,7,all,13,6,256,512,150,117964800,23016250,0.195111169,23577822
32,10,all,13,5,256,512,150,98304000,21184292,0.215497762,19648185
32,11,all,13,5,256,512,150,98304000,22389666,0.227759460,19648185
32,12,all,13,5,256,512,150,98304000,22967334,0.233635803,19648185
32,3,all,13,4,256,512,150,78643200,21793958,0.277124507,15718548
32,5,all,13,6,256,512,150,117964800,23078334,0.195637461,23577822
32,9,all,13,6,256,512,150,117964800,24229375,0.205394957,23577822
32,2,all,13,4,256,512,150,78643200,24486917,0.311367251,15718548
32,1,all,13,3,256,512,150,58982400,21594125,0.366111332,11788911
32,4,all,13,5,256,512,150,98304000,21405334,0.217746318,19648185
32,8,all,14,6,256,512,150,117964800,23512750,0.199320051,23577822
32,6,all,14,6,256,512,150,117964800,22340042,0.189378883,23577822
32,2,all,14,4,256,512,150,78643200,24607417,0.312899488,15718548
32,11,all,14,5,256,512,150,98304000,22542875,0.229317983,19648185
32,12,all,14,5,256,512,150,98304000,23043875,0.234414419,19648185
32,9,all,14,6,256,512,150,117964800,24732792,0.209662476,23577822
32,4,all,14,5,256,512,150,98304000,20836708,0.211961955,19648185
32,5,all,14,6,256,512,150,117964800,22578875,0.191403495,23577822
32,3,all,14,4,256,512,150,78643200,21984417,0.279546318,15718548
32,1,all,14,3,256,512,150,58982400,21530875,0.365038978,11788911
32,7,all,14,6,256,512,150,117964800,23303417,0.197545514,23577822
32,10,all,14,5,256,512,150,98304000,21127333,0.214918345,19648185
33,6,first,0,6,256,512,150,117964800,20842583,0.176684765,393216
33,5,first,0,6,256,512,150,117964800,20549208,0.174197795,393216
33,11,first,0,6,256,512,150,117964800,23744917,0.201288155,393216
33,12,first,0,5,256,512,150,98304000,21062208,0.214255859,327680
33,10,first,0,6,256,512,150,117964800,22574000,0.191362169,393216
33,1,first,0,4,256,512,150,78643200,23416167,0.297751961,262144
33,2,first,0,4,256,512,150,78643200,21202958,0.269609553,262144
33,9,first,0,6,256,512,150,117964800,22032000,0.186767578,393216
33,8,first,0,6,256,512,150,117964800,21505625,0.182305442,393216
33,3,first,0,5,256,512,150,98304000,24689792,0.251157552,327680
33,4,first,0,6,256,512,150,117964800,22506958,0.190793847,393216
33,7,first,0,6,256,512,150,117964800,20675500,0.175268385,393216
33,5,first,1,6,256,512,150,117964800,21028958,0.178264686,393216
33,11,first,1,6,256,512,150,117964800,23766625,0.201472176,393216
33,6,first,1,6,256,512,150,117964800,20707666,0.175541060,393216
33,1,first,1,4,256,512,150,78643200,23402625,0.297579765,262144
33,10,first,1,6,256,512,150,117964800,22870791,0.193878098,393216
33,9,first,1,6,256,512,150,117964800,21519291,0.182421290,393216
33,4,first,1,6,256,512,150,117964800,21762042,0.184479116,393216
33,7,first,1,6,256,512,150,117964800,20844125,0.176697837,393216
33,2,first,1,4,256,512,150,78643200,20590500,0.261821747,262144
33,8,first,1,6,256,512,150,117964800,21460792,0.181925388,393216
33,3,first,1,5,256,512,150,98304000,23948417,0.243615896,327680
33,12,first,1,5,256,512,150,98304000,20979709,0.213416636,327680
33,5,first,2,6,256,512,150,117964800,20758625,0.175973045,393216
33,6,first,2,6,256,512,150,117964800,20349792,0.172507324,393216
33,12,first,2,5,256,512,150,98304000,20657500,0.210138957,327680
33,9,first,2,6,256,512,150,117964800,21564208,0.182802056,393216
33,2,first,2,4,256,512,150,78643200,20874542,0.265433528,262144
33,1,first,2,4,256,512,150,78643200,23536209,0.299278374,262144
33,8,first,2,6,256,512,150,117964800,21235125,0.180012385,393216
33,7,first,2,6,256,512,150,117964800,20517000,0.173924764,393216
33,3,first,2,5,256,512,150,98304000,24100083,0.245158722,327680
33,10,first,2,6,256,512,150,117964800,22678625,0.192249086,393216
33,11,first,2,6,256,512,150,117964800,23663959,0.200601866,393216
33,4,first,2,6,256,512,150,117964800,21755125,0.184420480,393216
33,3,first,3,5,256,512,150,98304000,23837833,0.242490977,327680
33,8,first,3,6,256,512,150,117964800,21080083,0.178698078,393216
33,4,first,3,6,256,512,150,117964800,21769583,0.184543042,393216
33,10,first,3,6,256,512,150,117964800,22249542,0.188611705,393216
33,9,first,3,6,256,512,150,117964800,21562250,0.182785458,393216
33,6,first,3,6,256,512,150,117964800,20341333,0.172435616,393216
33,7,first,3,6,256,512,150,117964800,20314167,0.172205327,393216
33,1,first,3,4,256,512,150,78643200,23529875,0.299197833,262144
33,12,first,3,5,256,512,150,98304000,20878958,0.212391744,327680
33,11,first,3,6,256,512,150,117964800,23449375,0.198782815,393216
33,2,first,3,4,256,512,150,78643200,21003125,0.267068545,262144
33,5,first,3,6,256,512,150,117964800,20418709,0.173091541,393216
33,2,first,4,4,256,512,150,78643200,20980000,0.266774495,262144
33,9,first,4,6,256,512,150,117964800,21801125,0.184810427,393216
33,1,first,4,4,256,512,150,78643200,24043667,0.305731036,262144
33,3,first,4,5,256,512,150,98304000,25398584,0.258367757,327680
33,8,first,4,6,256,512,150,117964800,22295292,0.188999532,393216
33,6,first,4,6,256,512,150,117964800,21124667,0.179076021,393216
33,5,first,4,6,256,512,150,117964800,21152750,0.179314084,393216
33,10,first,4,6,256,512,150,117964800,23388750,0.198268890,393216
33,7,first,4,6,256,512,150,117964800,21214041,0.179833654,393216
33,12,first,4,5,256,512,150,98304000,21898250,0.222760518,327680
33,4,first,4,6,256,512,150,117964800,22706417,0.192484682,393216
33,11,first,4,6,256,512,150,117964800,24199125,0.205138524,393216
33,12,first,5,5,256,512,150,98304000,21777167,0.221528798,327680
33,2,first,5,4,256,512,150,78643200,22034000,0.280176799,262144
33,10,first,5,6,256,512,150,117964800,23323292,0.197713996,393216
33,4,first,5,6,256,512,150,117964800,22306542,0.189094899,393216
33,6,first,5,6,256,512,150,117964800,21003916,0.178052402,393216
33,9,first,5,6,256,512,150,117964800,21587792,0.183001980,393216
33,1,first,5,4,256,512,150,78643200,23930000,0.304285685,262144
33,5,first,5,6,256,512,150,117964800,20516166,0.173917694,393216
33,11,first,5,6,256,512,150,117964800,24105417,0.204344152,393216
33,3,first,5,5,256,512,150,98304000,25306417,0.257430186,327680
33,7,first,5,6,256,512,150,117964800,21149250,0.179284414,393216
33,8,first,5,6,256,512,150,117964800,21591333,0.183031998,393216
33,12,first,6,5,256,512,150,98304000,21162166,0.215272685,327680
33,10,first,6,6,256,512,150,117964800,22913000,0.194235908,393216
33,5,first,6,6,256,512,150,117964800,20398291,0.172918455,393216
33,1,first,6,4,256,512,150,78643200,23608417,0.300196546,262144
33,6,first,6,6,256,512,150,117964800,20496625,0.173752043,393216
33,3,first,6,5,256,512,150,98304000,23777375,0.241875966,327680
33,8,first,6,6,256,512,150,117964800,21373792,0.181187880,393216
33,7,first,6,6,256,512,150,117964800,20678417,0.175293113,393216
33,11,first,6,6,256,512,150,117964800,23455250,0.198832618,393216
33,2,first,6,4,256,512,150,78643200,21072333,0.267948570,262144
33,9,first,6,6,256,512,150,117964800,21879750,0.185476939,393216
33,4,first,6,6,256,512,150,117964800,21706584,0.184008993,393216
33,1,first,7,4,256,512,150,78643200,23662334,0.300882136,262144
33,6,first,7,6,256,512,150,117964800,20370458,0.172682512,393216
33,12,first,7,5,256,512,150,98304000,21179334,0.215447327,327680
33,9,first,7,6,256,512,150,117964800,21792542,0.184737668,393216
33,3,first,7,5,256,512,150,98304000,23756625,0.241664886,327680
33,2,first,7,4,256,512,150,78643200,21461750,0.272900263,262144
33,7,first,7,6,256,512,150,117964800,20703458,0.175505388,393216
33,5,first,7,6,256,512,150,117964800,20929833,0.177424393,393216
33,10,first,7,6,256,512,150,117964800,22715500,0.192561679,393216
33,11,first,7,6,256,512,150,117964800,23762166,0.201434377,393216
33,8,first,7,6,256,512,150,117964800,21351125,0.180995729,393216
33,4,first,7,6,256,512,150,117964800,21875875,0.185444090,393216
33,1,first,8,4,256,512,150,78643200,23760959,0.302136218,262144
33,9,first,8,6,256,512,150,117964800,22076208,0.187142334,393216
33,4,first,8,6,256,512,150,117964800,22794333,0.193229955,393216
33,7,first,8,6,256,512,150,117964800,20951791,0.177610533,393216
33,11,first,8,6,256,512,150,117964800,23882583,0.202455165,393216
33,12,first,8,5,256,512,150,98304000,21124292,0.214887410,327680
33,2,first,8,4,256,512,150,78643200,20979584,0.266769206,262144
33,8,first,8,6,256,512,150,117964800,22240875,0.188538233,393216
33,3,first,8,5,256,512,150,98304000,24482625,0.249050140,327680
33,5,first,8,6,256,512,150,117964800,20518083,0.173933945,393216
33,6,first,8,6,256,512,150,117964800,20590875,0.174551010,393216
33,10,first,8,6,256,512,150,117964800,22552208,0.191177436,393216
33,11,first,9,6,256,512,150,117964800,23412000,0.198465983,393216
33,3,first,9,5,256,512,150,98304000,23872625,0.242844899,327680
33,7,first,9,6,256,512,150,117964800,20834458,0.176615889,393216
33,6,first,9,6,256,512,150,117964800,20415375,0.173063278,393216
33,2,first,9,4,256,512,150,78643200,21152959,0.268973783,262144
33,8,first,9,6,256,512,150,117964800,21453208,0.181861098,393216
33,1,first,9,4,256,512,150,78643200,23400250,0.297549566,262144
33,10,first,9,6,256,512,150,117964800,22636041,0.191888097,393216
33,12,first,9,5,256,512,150,98304000,20988250,0.213503520,327680
33,4,first,9,6,256,512,150,117964800,21708792,0.184027710,393216
33,5,first,9,6,256,512,150,117964800,20423500,0.173132155,393216
33,9,first,9,6,256,512,150,117964800,21446834,0.181807064,393216
33,8,first,10,6,256,512,150,117964800,22527041,0.190964093,393216
33,1,first,10,4,256,512,150,78643200,23507291,0.298910662,262144
33,9,first,10,6,256,512,150,117964800,21526209,0.182479935,393216
33,12,first,10,5,256,512,150,98304000,21169208,0.215344320,327680
33,11,first,10,6,256,512,150,117964800,23676417,0.200707474,393216
33,7,first,10,6,256,512,150,117964800,20806084,0.176375359,393216
33,5,first,10,6,256,512,150,117964800,20510625,0.173870722,393216
33,10,first,10,6,256,512,150,117964800,22701959,0.192446891,393216
33,3,first,10,5,256,512,150,98304000,23881000,0.242930094,327680
33,2,first,10,4,256,512,150,78643200,21413625,0.272288322,262144
33,4,first,10,6,256,512,150,117964800,21515542,0.182389509,393216
33,6,first,10,6,256,512,150,117964800,20582500,0.174480014,393216
33,11,first,11,6,256,512,150,117964800,23399542,0.198360375,393216
33,7,first,11,6,256,512,150,117964800,20389833,0.172846756,393216
33,3,first,11,5,256,512,150,98304000,23962042,0.243754496,327680
33,4,first,11,6,256,512,150,117964800,21742750,0.184315575,393216
33,1,first,11,4,256,512,150,78643200,23281666,0.296041692,262144
33,2,first,11,4,256,512,150,78643200,21096500,0.268255870,262144
33,5,first,11,6,256,512,150,117964800,20388083,0.172831921,393216
33,8,first,11,6,256,512,150,117964800,21499542,0.182253876,393216
