k,q,mode,run,iterations,patterns,sequences_per_pattern,sequence_length,bases,elapsed_ns,ns_per_base,checksum
13,4,all,0,4,256,512,150,78643200,19177042,0.243848699,18198552
13,3,all,0,3,256,512,150,58982400,21073417,0.357283139,13648914
13,1,all,0,2,256,512,150,39321600,26680167,0.678511734,9099276
13,7,all,1,4,256,512,150,78643200,24201834,0.307742233,18198552
13,6,all,1,4,256,512,150,78643200,20451958,0.260060094,18198552
13,11,all,1,2,256,512,150,39321600,33824875,0.860211054,9099276
13,5,all,1,5,256,512,150,98304000,23261167,0.236624827,22748190
13,10,all,1,2,256,512,150,39321600,24597459,0.625545731,9099276
13,8,all,1,3,256,512,150,58982400,21622083,0.366585337,13648914
13,4,all,1,4,256,512,150,78643200,18938125,0.240810712,18198552
13,9,all,1,3,256,512,150,58982400,30304083,0.513781789,13648914
13,3,all,1,3,256,512,150,58982400,20759916,0.351967977,13648914
13,12,all,1,1,256,512,150,19660800,25547084,1.299391886,4549638
13,1,all,1,2,256,512,150,39321600,26677625,0.678447088,9099276
13,2,all,1,2,256,512,150,39321600,23140917,0.588503952,9099276
13,6,all,2,4,256,512,150,78643200,20382792,0.259180603,18198552
13,9,all,2,3,256,512,150,58982400,29071375,0.492882199,13648914
13,10,all,2,2,256,512,150,39321600,24643041,0.626704941,9099276
13,4,all,2,4,256,512,150,78643200,19027084,0.241941884,18198552
13,3,all,2,3,256,512,150,58982400,20912584,0.354556342,13648914
13,11,all,2,2,256,512,150,39321600,33772959,0.858890762,9099276
13,5,all,2,5,256,512,150,98304000,23344208,0.237469564,22748190
13,1,all,2,2,256,512,150,39321600,26738333,0.679990972,9099276
13,8,all,2,3,256,512,150,58982400,21549542,0.365355462,13648914
13,12,all,2,1,256,512,150,19660800,25535250,1.298789978,4549638
13,2,all,2,2,256,512,150,39321600,23119375,0.587956111,9099276
13,7,all,2,4,256,512,150,78643200,24162084,0.307236786,18198552
13,4,all,3,4,256,512,150,78643200,18974542,0.241273778,18198552
13,6,all,3,4,256,512,150,78643200,20414167,0.259579557,18198552
13,8,all,3,3,256,512,150,58982400,21394250,0.362722609,13648914
13,5,all,3,5,256,512,150,98304000,23268958,0.236704081,22748190
13,12,all,3,1,256,512,150,19660800,25546458,1.299360046,4549638
13,9,all,3,3,256,512,150,58982400,30239916,0.512693888,13648914
13,7,all,3,4,256,512,150,78643200,24391750,0.310157140,18198552
13,1,all,3,2,256,512,150,39321600,26852792,0.682901815,9099276
13,10,all,3,2,256,512,150,39321600,24642625,0.626694361,9099276
13,2,all,3,2,256,512,150,39321600,23629125,0.600919724,9099276
13,11,all,3,2,256,512,150,39321600,33836458,0.860505625,9099276
13,3,all,3,3,256,512,150,58982400,20801542,0.352673713,13648914
13,11,all,4,2,256,512,150,39321600,34016000,0.865071615,9099276
13,12,all,4,1,256,512,150,19660800,25833542,1.313961894,4549638
13,1,all,4,2,256,512,150,39321600,26953416,0.685460815,9099276
13,10,all,4,2,256,512,150,39321600,24822417,0.631266708,9099276
13,2,all,4,2,256,512,150,39321600,23061584,0.586486410,9099276
13,4,all,4,4,256,512,150,78643200,19022833,0.241887830,18198552
13,9,all,4,3,256,512,150,58982400,30449458,0.516246507,13648914
13,7,all,4,4,256,512,150,78643200,24125417,0.306770541,18198552
13,6,all,4,4,256,512,150,78643200,20270834,0.257756983,18198552
13,3,all,4,3,256,512,150,58982400,20832000,0.353190104,13648914
13,5,all,4,5,256,512,150,98304000,23438041,0.238424082,22748190
13,8,all,4,3,256,512,150,58982400,21692875,0.367785560,13648914
13,11,all,5,2,256,512,150,39321600,33843791,0.860692113,9099276
13,12,all,5,1,256,512,150,19660800,25649083,1.304579824,4549638
13,3,all,5,3,256,512,150,58982400,20811041,0.352834761,13648914
13,8,all,5,3,256,512,150,58982400,21494291,0.364418725,13648914
13,6,all,5,4,256,512,150,78643200,20361250,0.258906682,18198552
13,9,all,5,3,256,512,150,58982400,29157834,0.494348043,13648914
13,2,all,5,2,256,512,150,39321600,22970250,0.584163666,9099276
13,1,all,5,2,256,512,150,39321600,26918292,0.684567566,9099276
13,4,all,5,4,256,512,150,78643200,19268083,0.245006345,18198552
13,7,all,5,4,256,512,150,78643200,24039625,0.305679639,18198552
13,10,all,5,2,256,512,150,39321600,24564250,0.624701182,9099276
13,5,all,5,5,256,512,150,98304000,23238542,0.236394674,22748190
13,5,all,6,5,256,512,150,98304000,22966666,0.233629008,22748190
13,1,all,6,2,256,512,150,39321600,26757541,0.680479457,9099276
13,4,all,6,4,256,512,150,78643200,19223541,0.244439964,18198552
13,3,all,6,3,256,512,150,58982400,20828375,0.353128645,13648914
13,6,all,6,4,256,512,150,78643200,20266959,0.257707710,18198552
13,11,all,6,2,256,512,150,39321600,33704292,0.857144470,9099276
13,7,all,6,4,256,512,150,78643200,24207042,0.307808456,18198552
13,9,all,6,3,256,512,150,58982400,29205792,0.495161133,13648914
13,10,all,6,2,256,512,150,39321600,24565500,0.624732971,9099276
13,2,all,6,2,256,512,150,39321600,23042000,0.585988363,9099276
13,12,all,6,1,256,512,150,19660800,25612375,1.302712758,4549638
13,8,all,6,3,256,512,150,58982400,21602333,0.366250492,13648914
13,12,all,7,1,256,512,150,19660800,25500541,1.297024587,4549638
13,10,all,7,2,256,512,150,39321600,24634959,0.626499405,9099276
13,4,all,7,4,256,512,150,78643200,18980417,0.241348483,18198552
13,5,all,7,5,256,512,150,98304000,23183500,0.235834757,22748190
13,9,all,7,3,256,512,150,58982400,30429833,0.515913781,13648914
13,8,all,7,3,256,512,150,58982400,21526792,0.364969754,13648914
13,3,all,7,3,256,512,150,58982400,20674666,0.350522630,13648914
13,2,all,7,2,256,512,150,39321600,23222875,0.590588252,9099276
13,1,all,7,2,256,512,150,39321600,26902875,0.684175491,9099276
13,6,all,7,4,256,512,150,78643200,20277458,0.257841212,18198552
13,7,all,7,4,256,512,150,78643200,24120083,0.306702716,18198552
13,11,all,7,2,256,512,150,39321600,33815416,0.859970500,9099276
13,8,all,8,3,256,512,150,58982400,22787917,0.386351132,13648914
13,11,all,8,2,256,512,150,39321600,33757750,0.858503977,9099276
13,5,all,8,5,256,512,150,98304000,23180500,0.235804240,22748190
13,6,all,8,4,256,512,150,78643200,20437333,0.259874128,18198552
13,10,all,8,2,256,512,150,39321600,28976250,0.736904144,9099276
13,9,all,8,3,256,512,150,58982400,29243916,0.495807495,13648914
13,7,all,8,4,256,512,150,78643200,24724625,0.314389865,18198552
13,3,all,8,3,256,512,150,58982400,20899833,0.354340159,13648914
13,1,all,8,2,256,512,150,39321600,26837333,0.682508672,9099276
13,4,all,8,4,256,512,150,78643200,18875208,0.240010681,18198552
13,2,all,8,2,256,512,150,39321600,23137292,0.588411764,9099276
13,12,all,8,1,256,512,150,19660800,25912334,1.317969462,4549638
13,5,all,9,5,256,512,150,98304000,23350708,0.237535685,22748190
13,7,all,9,4,256,512,150,78643200,24012708,0.305337372,18198552
13,12,all,9,1,256,512,150,19660800,25869083,1.315769602,4549638
13,3,all,9,3,256,512,150,58982400,20942542,0.355064256,13648914
13,8,all,9,3,256,512,150,58982400,21492709,0.364391903,13648914
13,10,all,9,2,256,512,150,39321600,24606291,0.625770340,9099276
13,2,all,9,2,256,512,150,39321600,23005625,0.585063299,9099276
13,6,all,9,4,256,512,150,78643200,20351875,0.258787473,18198552
13,9,all,9,3,256,512,150,58982400,29303708,0.496821221,13648914
13,4,all,9,4,256,512,150,78643200,19090916,0.242753550,18198552
13,11,all,9,2,256,512,150,39321600,33872666,0.861426442,9099276
13,1,all,9,2,256,512,150,39321600,26635375,0.677372615,9099276
13,4,all,10,4,256,512,150,78643200,19477417,0.247668165,18198552
13,5,all,10,5,256,512,150,98304000,23323791,0.237261871,22748190
13,10,all,10,2,256,512,150,39321600,24659083,0.627112910,9099276
13,6,all,10,4,256,512,150,78643200,20504708,0.260730845,18198552
13,3,all,10,3,256,512,150,58982400,20895625,0.354268816,13648914
13,8,all,10,3,256,512,150,58982400,21489459,0.364336802,13648914
13,11,all,10,2,256,512,150,39321600,33677000,0.856450399,9099276
13,12,all,10,1,256,512,150,19660800,25610250,1.302604675,4549638
13,1,all,10,2,256,512,150,39321600,26627750,0.677178701,9099276
13,7,all,10,4,256,512,150,78643200,24144000,0.307006836,18198552
13,2,all,10,2,256,512,150,39321600,22924500,0.583000183,9099276
13,9,all,10,3,256,512,150,58982400,29155291,0.494304928,13648914
13,10,all,11,2,256,512,150,39321600,24682084,0.627697856,9099276
13,2,all,11,2,256,512,150,39321600,22947833,0.583593572,9099276
13,11,all,11,2,256,512,150,39321600,33728959,0.857771784,9099276
13,9,all,11,3,256,512,150,58982400,29107125,0.493488312,13648914
13,8,all,11,3,256,512,150,58982400,21695375,0.367827945,13648914
13,7,all,11,4,256,512,150,78643200,24272500,0.308640798,18198552
13,1,all,11,2,256,512,150,39321600,26803583,0.681650365,9099276
13,3,all,11,3,256,512,150,58982400,21180916,0.359105699,13648914
13,6,all,11,4,256,512,150,78643200,20446416,0.259989624,18198552
13,5,all,11,5,256,512,150,98304000,23154125,0.235535940,22748190
13,12,all,11,1,256,512,150,19660800,25661959,1.305234731,4549638
13,4,all,11,4,256,512,150,78643200,19080000,0.242614746,18198552
13,7,all,12,4,256,512,150,78643200,24099375,0.306439400,18198552
13,9,all,12,3,256,512,150,58982400,29082084,0.493063761,13648914
13,1,all,12,2,256,512,150,39321600,26994583,0.686507746,9099276
13,11,all,12,2,256,512,150,39321600,33896375,0.862029394,9099276
13,2,all,12,2,256,512,150,39321600,23099708,0.587455953,9099276
13,6,all,12,4,256,512,150,78643200,20339583,0.258631172,18198552
13,12,all,12,1,256,512,150,19660800,25514125,1.297715505,4549638
13,3,all,12,3,256,512,150,58982400,20855833,0.353594174,13648914
13,4,all,12,4,256,512,150,78643200,19019667,0.241847572,18198552
13,8,all,12,3,256,512,150,58982400,21523708,0.364917467,13648914
13,5,all,12,5,256,512,150,98304000,23256709,0.236579478,22748190
13,10,all,12,2,256,512,150,39321600,24517333,0.623508021,9099276
13,11,all,13,2,256,512,150,39321600,34134500,0.868085225,9099276
13,10,all,13,2,256,512,150,39321600,24660209,0.627141546,9099276
13,6,all,13,4,256,512,150,78643200,20354667,0.258822975,18198552
13,7,all,13,4,256,512,150,78643200,24129459,0.306821938,18198552
13,5,all,13,5,256,512,150,98304000,23229709,0.236304820,22748190
13,8,all,13,3,256,512,150,58982400,21470250,0.364011129,13648914
13,9,all,13,3,256,512,150,58982400,29153000,0.494266086,13648914
13,3,all,13,3,256,512,150,58982400,20711125,0.351140764,13648914
13,4,all,13,4,256,512,150,78643200,19095583,0.242812894,18198552
13,1,all,13,2,256,512,150,39321600,26591292,0.676251526,9099276
13,2,all,13,2,256,512,150,39321600,22941709,0.583437831,9099276
13,12,all,13,1,256,512,150,19660800,25572834,1.300701599,4549638
13,6,all,14,4,256,512,150,78643200,20482458,0.260447922,18198552
13,10,all,14,2,256,512,150,39321600,24511833,0.623368149,9099276
13,2,all,14,2,256,512,150,39321600,23009417,0.585159734,9099276
13,11,all,14,2,256,512,150,39321600,33768667,0.858781611,9099276
13,9,all,14,3,256,512,150,58982400,29274875,0.496332381,13648914
13,7,all,14,4,256,512,150,78643200,24141000,0.306968689,18198552
13,1,all,14,2,256,512,150,39321600,26465458,0.673051402,9099276
13,5,all,14,5,256,512,150,98304000,23273625,0.236751556,22748190
13,3,all,14,3,256,512,150,58982400,20933750,0.354915195,13648914
13,12,all,14,1,256,512,150,19660800,25860833,1.315349986,4549638
13,4,all,14,4,256,512,150,78643200,19879667,0.252783038,18198552
13,8,all,14,3,256,512,150,58982400,22314541,0.378325416,13648914
14,12,first,0,2,256,512,150,39321600,28067500,0.713793437,131072
14,11,first,0,2,256,512,150,39321600,20809709,0.529218267,131072
14,2,first,0,3,256,512,150,58982400,26177125,0.443812476,196608
14,1,first,0,2,256,512,150,39321600,20538125,0.522311529,131072
14,4,first,0,6,256,512,150,117964800,22570959,0.191336390,393216
14,6,first,0,5,256,512,150,98304000,20207667,0.205563019,327680
14,9,first,0,4,256,512,150,78643200,25166125,0.320003827,262144
14,8,first,0,4,256,512,150,78643200,21346125,0.271430016,262144
14,7,first,0,5,256,512,150,98304000,23258625,0.236598969,327680
14,3,first,0,4,256,512,150,78643200,21300292,0.270847219,262144
14,10,first,0,3,256,512,150,58982400,24579458,0.416725294,196608
14,5,first,0,6,256,512,150,117964800,22110958,0.187436913,393216
14,5,first,1,6,256,512,150,117964800,21962250,0.186176300,393216
14,10,first,1,3,256,512,150,58982400,24431333,0.414213952,196608
14,2,first,1,3,256,512,150,58982400,25959417,0.440121409,196608
14,3,first,1,4,256,512,150,78643200,21590417,0.274536349,262144
14,7,first,1,5,256,512,150,98304000,23265875,0.236672719,327680
14,12,first,1,2,256,512,150,39321600,28287833,0.719396795,131072
14,4,first,1,6,256,512,150,117964800,22614084,0.191701965,393216
14,1,first,1,2,256,512,150,39321600,20479917,0.520831223,131072
14,9,first,1,4,256,512,150,78643200,25316625,0.321917534,262144
14,6,first,1,5,256,512,150,98304000,20357084,0.207082967,327680
14,8,first,1,4,256,512,150,78643200,21577667,0.274374224,262144
14,11,first,1,2,256,512,150,39321600,20918375,0.531981786,131072
14,2,first,2,3,256,512,150,58982400,26795292,0.454293009,196608
14,8,first,2,4,256,512,150,78643200,21792708,0.277108612,262144
14,1,first,2,2,256,512,150,39321600,20455791,0.520217667,131072
14,3,first,2,4,256,512,150,78643200,21748375,0.276544889,262144
14,6,first,2,5,256,512,150,98304000,20203875,0.205524445,327680
14,12,first,2,2,256,512,150,39321600,28221291,0.717704544,131072
14,11,first,2,2,256,512,150,39321600,20925792,0.532170410,131072
14,9,first,2,4,256,512,150,78643200,25285042,0.321515935,262144
14,10,first,2,3,256,512,150,58982400,24612417,0.417284088,196608
14,5,first,2,6,256,512,150,117964800,22159042,0.187844527,393216
14,4,first,2,6,256,512,150,117964800,22587958,0.191480492,393216
14,7,first,2,5,256,512,150,98304000,22993292,0.233899862,327680
14,12,first,3,2,256,512,150,39321600,28094541,0.714481125,131072
14,8,first,3,4,256,512,150,78643200,21641542,0.275186437,262144
14,4,first,3,6,256,512,150,117964800,22319416,0.189204034,393216
14,3,first,3,4,256,512,150,78643200,21670041,0.275548820,262144
14,10,first,3,3,256,512,150,58982400,24611209,0.417263607,196608
14,1,first,3,2,256,512,150,39321600,20387500,0.518480937,131072
14,11,first,3,2,256,512,150,39321600,20935917,0.532427902,131072
14,2,first,3,3,256,512,150,58982400,26064291,0.441899465,196608
14,9,first,3,4,256,512,150,78643200,25361042,0.322482325,262144
14,7,first,3,5,256,512,150,98304000,23098250,0.234967550,327680
14,6,first,3,5,256,512,150,98304000,20338209,0.206890961,327680
14,5,first,3,6,256,512,150,117964800,22008667,0.186569782,393216
14,6,first,4,5,256,512,150,98304000,20176708,0.205248088,327680
14,7,first,4,5,256,512,150,98304000,23181500,0.235814412,327680
14,3,first,4,4,256,512,150,78643200,21369667,0.271729368,262144
14,1,first,4,2,256,512,150,39321600,20536875,0.522279739,131072
14,9,first,4,4,256,512,150,78643200,25265875,0.321272214,262144
14,11,first,4,2,256,512,150,39321600,20910042,0.531769867,131072
14,5,first,4,6,256,512,150,117964800,22043125,0.186861886,393216
14,10,first,4,3,256,512,150,58982400,24776708,0.420069512,196608
14,8,first,4,4,256,512,150,78643200,21496500,0.273342133,262144
14,4,first,4,6,256,512,150,117964800,22565208,0.191287638,393216
14,12,first,4,2,256,512,150,39321600,28260417,0.718699570,131072
14,2,first,4,3,256,512,150,58982400,26100750,0.442517598,196608
14,2,first,5,3,256,512,150,58982400,25581625,0.433716244,196608
14,9,first,5,4,256,512,150,78643200,25703917,0.326842206,262144
14,1,first,5,2,256,512,150,39321600,20577334,0.523308665,131072
14,12,first,5,2,256,512,150,39321600,28225750,0.717817942,131072
14,8,first,5,4,256,512,150,78643200,21638833,0.275151990,262144
14,5,first,5,6,256,512,150,117964800,22067083,0.187064980,393216
14,4,first,5,6,256,512,150,117964800,22626417,0.191806513,393216
14,3,first,5,4,256,512,150,78643200,21816791,0.277414843,262144
14,10,first,5,3,256,512,150,58982400,24632875,0.417630937,196608
14,11,first,5,2,256,512,150,39321600,20918458,0.531983897,131072
14,6,first,5,5,256,512,150,98304000,20483625,0.208370209,327680
14,7,first,5,5,256,512,150,98304000,23386333,0.237898081,327680
14,3,first,6,4,256,512,150,78643200,21257541,0.270303612,262144
14,10,first,6,3,256,512,150,58982400,24753583,0.419677446,196608
14,11,first,6,2,256,512,150,39321600,20911333,0.531802699,131072
14,8,first,6,4,256,512,150,78643200,21613375,0.274828275,262144
14,12,first,6,2,256,512,150,39321600,28282125,0.719251633,131072
14,7,first,6,5,256,512,150,98304000,23472375,0.238773346,327680
14,4,first,6,6,256,512,150,117964800,22926209,0.194347882,393216
14,1,first,6,2,256,512,150,39321600,20824458,0.529593353,131072
14,2,first,6,3,256,512,150,58982400,26315708,0.446162042,196608
14,9,first,6,4,256,512,150,78643200,25415542,0.323175329,262144
14,5,first,6,6,256,512,150,117964800,21984542,0.186365272,393216
14,6,first,6,5,256,512,150,98304000,20355167,0.207063466,327680
14,4,first,7,6,256,512,150,117964800,22461750,0.190410614,393216
14,6,first,7,5,256,512,150,98304000,20287167,0.206371735,327680
14,11,first,7,2,256,512,150,39321600,21009208,0.534291789,131072
14,8,first,7,4,256,512,150,78643200,21364834,0.271667913,262144
14,5,first,7,6,256,512,150,117964800,22096125,0.187311172,393216
14,12,first,7,2,256,512,150,39321600,28190708,0.716926778,131072
14,2,first,7,3,256,512,150,58982400,26087917,0.442300025,196608
14,9,first,7,4,256,512,150,78643200,25325083,0.322025083,262144
14,1,first,7,2,256,512,150,39321600,20489625,0.521078110,131072
14,7,first,7,5,256,512,150,98304000,23264333,0.236657033,327680
14,3,first,7,4,256,512,150,78643200,21347541,0.271448021,262144
14,10,first,7,3,256,512,150,58982400,24584000,0.416802300,196608
14,12,first,8,2,256,512,150,39321600,28144334,0.715747426,131072
14,6,first,8,5,256,512,150,98304000,20162291,0.205101430,327680
14,3,first,8,4,256,512,150,78643200,21269042,0.270449855,262144
14,1,first,8,2,256,512,150,39321600,20760000,0.527954102,131072
14,10,first,8,3,256,512,150,58982400,24473958,0.414936625,196608
14,11,first,8,2,256,512,150,39321600,21025834,0.534714610,131072
14,9,first,8,4,256,512,150,78643200,25417291,0.323197568,262144
14,4,first,8,6,256,512,150,117964800,22711917,0.192531306,393216
14,8,first,8,4,256,512,150,78643200,21935250,0.278921127,262144
14,2,first,8,3,256,512,150,58982400,26068041,0.441963043,196608
14,5,first,8,6,256,512,150,117964800,22211042,0.188285336,393216
14,7,first,8,5,256,512,150,98304000,23331667,0.237341990,327680
14,10,first,9,3,256,512,150,58982400,24587500,0.416861640,196608
14,2,first,9,3,256,512,150,58982400,26155292,0.443442315,196608
14,6,first,9,5,256,512,150,98304000,20456083,0.208090037,327680
14,12,first,9,2,256,512,150,39321600,28260291,0.718696365,131072
14,5,first,9,6,256,512,150,117964800,22092417,0.187279739,393216
14,3,first,9,4,256,512,150,78643200,21298667,0.270826556,262144
14,1,first,9,2,256,512,150,39321600,20542459,0.522421748,131072
14,8,first,9,4,256,512,150,78643200,21551709,0.274044151,262144
14,4,first,9,6,256,512,150,117964800,22521542,0.190917477,393216
14,9,first,9,4,256,512,150,78643200,25324958,0.322023493,262144
14,7,first,9,5,256,512,150,98304000,23164125,0.235637665,327680
14,11,first,9,2,256,512,150,39321600,21027250,0.534750621,131072
14,8,first,10,4,256,512,150,78643200,21695666,0.275874659,262144
14,4,first,10,6,256,512,150,117964800,22488208,0.190634901,393216
14,11,first,10,2,256,512,150,39321600,20927542,0.532214915,131072
14,5,first,10,6,256,512,150,117964800,22166250,0.187905629,393216
14,6,first,10,5,256,512,150,98304000,20279167,0.206290354,327680
14,1,first,10,2,256,512,150,39321600,20444875,0.519940058,131072
14,9,first,10,4,256,512,150,78643200,25485375,0.324063301,262144
14,10,first,10,3,256,512,150,58982400,24547417,0.416182064,196608
14,3,first,10,4,256,512,150,78643200,21324750,0.271158218,262144
14,7,first,10,5,256,512,150,98304000,23337541,0.237401744,327680
14,2,first,10,3,256,512,150,58982400,26091208,0.442355821,196608
14,12,first,10,2,256,512,150,39321600,28105875,0.714769363,131072
14,5,first,11,6,256,512,150,117964800,22095625,0.187306934,393216
14,3,first,11,4,256,512,150,78643200,21470625,0.273013115,262144
14,8,first,11,4,256,512,150,78643200,21411042,0.272255478,262144
14,4,first,11,6,256,512,150,117964800,22554000,0.191192627,393216
14,2,first,11,3,256,512,150,58982400,26238125,0.444846683,196608
14,7,first,11,5,256,512,150,98304000,23156292,0.235557983,327680
14,1,first,11,2,256,512,150,39321600,20361625,0.517822901,131072
14,11,first,11,2,256,512,150,39321600,21140792,0.537638143,131072
14,9,first,11,4,256,512,150,78643200,25355292,0.322409210,262144
14,12,first,11,2,256,512,150,39321600,28160000,0.716145833,131072
14,6,first,11,5,256,512,150,98304000,20357750,0.207089742,327680
14,10,first,11,3,256,512,150,58982400,24534708,0.415966593,196608
14,10,first,12,3,256,512,150,58982400,24392875,0.413561927,196608
14,12,first,12,2,256,512,150,39321600,28362166,0.721287181,131072
14,8,first,12,4,256,512,150,78643200,21663542,0.275466181,262144
14,3,first,12,4,256,512,150,78643200,21512375,0.273543994,262144
14,1,first,12,2,256,512,150,39321600,20502541,0.521406581,131072
14,11,first,12,2,256,512,150,39321600,21042333,0.535134201,131072
14,4,first,12,6,256,512,150,117964800,22634084,0.191871507,393216
14,9,first,12,4,256,512,150,78643200,25409000,0.323092143,262144
14,7,first,12,5,256,512,150,98304000,23236625,0.236375173,327680
14,2,first,12,3,256,512,150,58982400,26085542,0.442259759,196608
14,6,first,12,5,256,512,150,98304000,20305250,0.206555684,327680
14,5,first,12,6,256,512,150,117964800,22155500,0.187814501,393216
14,2,first,13,3,256,512,150,58982400,26039167,0.441473507,196608
14,1,first,13,2,256,512,150,39321600,20470292,0.520586446,131072
14,7,first,13,5,256,512,150,98304000,23294708,0.236966024,327680
14,11,first,13,2,256,512,150,39321600,21069709,0.535830409,131072
14,3,first,13,4,256,512,150,78643200,21455250,0.272817612,262144
14,9,first,13,4,256,512,150,78643200,25420000,0.323232015,262144
14,8,first,13,4,256,512,150,78643200,21512708,0.273548228,262144
14,10,first,13,3,256,512,150,58982400,24605667,0.417169647,196608
14,12,first,13,2,256,512,150,39321600,28205250,0.717296600,131072
14,5,first,13,6,256,512,150,117964800,22092542,0.187280799,393216
14,4,first,13,6,256,512,150,117964800,22619084,0.191744351,393216
14,6,first,13,5,256,512,150,98304000,20390959,0.207427561,327680
14,9,first,14,4,256,512,150,78643200,25347041,0.322304293,262144
14,8,first,14,4,256,512,150,78643200,21406166,0.272193476,262144
14,5,first,14,6,256,512,150,117964800,22083625,0.187205209,393216
14,1,first,14,2,256,512,150,39321600,20470042,0.520580088,131072
14,12,first,14,2,256,512,150,39321600,28169500,0.716387431,131072
14,7,first,14,5,256,512,150,98304000,23406500,0.238103231,327680
14,11,first,14,2,256,512,150,39321600,20993834,0.533900808,131072
14,6,first,14,5,256,512,150,98304000,20217625,0.205664317,327680
14,2,first,14,3,256,512,150,58982400,26176959,0.443809662,196608
14,4,first,14,6,256,512,150,117964800,22748625,0.192842484,393216
14,10,first,14,3,256,512,150,58982400,24445083,0.414447072,196608
14,3,first,14,4,256,512,150,78643200,21407083,0.272205137,262144
14,9,all,0,3,256,512,150,58982400,25015250,0.424113803,13552728
14,3,all,0,3,256,512,150,58982400,20424458,0.346280551,13552728
14,6,all,0,5,256,512,150,98304000,24095708,0.245114217,22587880
14,2,all,0,2,256,512,150,39321600,23239125,0.591001511,9035152
14,12,all,0,2,256,512,150,39321600,38161000,0.970484416,9035152
14,5,all,0,5,256,512,150,98304000,21843875,0.222207387,22587880
14,8,all,0,4,256,512,150,78643200,25728500,0.327154795,18070304
14,10,all,0,2,256,512,150,39321600,20591959,0.523680598,9035152
14,11,all,0,2,256,512,150,39321600,26518917,0.674410934,9035152
14,7,all,0,4,256,512,150,78643200,22566459,0.286947365,18070304
14,1,all,0,2,256,512,150,39321600,25511208,0.648783569,9035152
14,4,all,0,5,256,512,150,98304000,22863417,0.232578705,22587880
14,2,all,1,2,256,512,150,39321600,22025000,0.560124715,9035152
14,4,all,1,5,256,512,150,98304000,23141750,0.235410055,22587880
14,9,all,1,3,256,512,150,58982400,24437541,0.414319204,13552728
14,1,all,1,2,256,512,150,39321600,25302083,0.643465246,9035152
14,8,all,1,4,256,512,150,78643200,25580042,0.325267054,18070304
14,6,all,1,5,256,512,150,98304000,23870542,0.242823710,22587880
14,3,all,1,3,256,512,150,58982400,20011334,0.339276360,13552728
14,7,all,1,4,256,512,150,78643200,22436833,0.285299085,18070304
14,10,all,1,2,256,512,150,39321600,20579792,0.523371175,9035152
14,11,all,1,2,256,512,150,39321600,26486541,0.673587570,9035152
14,5,all,1,5,256,512,150,98304000,21977375,0.223565420,22587880
14,12,all,1,2,256,512,150,39321600,35411833,0.900569483,9035152
14,4,all,2,5,256,512,150,98304000,22952459,0.233484487,22587880
14,2,all,2,2,256,512,150,39321600,21966917,0.558647588,9035152
14,3,all,2,3,256,512,150,58982400,20316084,0.344443156,13552728
14,12,all,2,2,256,512,150,39321600,35487000,0.902481079,9035152
14,9,all,2,3,256,512,150,58982400,25489542,0.432155050,13552728
14,1,all,2,2,256,512,150,39321600,25591125,0.650815964,9035152
14,6,all,2,5,256,512,150,98304000,23739791,0.241493642,22587880
14,11,all,2,2,256,512,150,39321600,26610333,0.676735764,9035152
14,7,all,2,4,256,512,150,78643200,22468583,0.285702807,18070304
14,5,all,2,5,256,512,150,98304000,21750417,0.221256683,22587880
14,8,all,2,4,256,512,150,78643200,25642667,0.326063372,18070304
14,10,all,2,2,256,512,150,39321600,20631083,0.524675573,9035152
14,6,all,3,5,256,512,150,98304000,23644959,0.240528961,22587880
14,1,all,3,2,256,512,150,39321600,25557208,0.649953410,9035152
14,8,all,3,4,256,512,150,78643200,25654750,0.326217016,18070304
14,9,all,3,3,256,512,150,58982400,24243125,0.411023034,13552728
14,12,all,3,2,256,512,150,39321600,35496708,0.902727966,9035152
14,4,all,3,5,256,512,150,98304000,22951917,0.233478973,22587880
14,3,all,3,3,256,512,150,58982400,20248417,0.343295915,13552728
14,2,all,3,2,256,512,150,39321600,21927500,0.557645162,9035152
14,10,all,3,2,256,512,150,39321600,20526208,0.522008464,9035152
14,5,all,3,5,256,512,150,98304000,21919750,0.222979228,22587880
14,7,all,3,4,256,512,150,78643200,22380083,0.284577471,18070304
14,11,all,3,2,256,512,150,39321600,26395416,0.671270142,9035152
14,11,all,4,2,256,512,150,39321600,26445667,0.672548091,9035152
14,5,all,4,5,256,512,150,98304000,21744583,0.221197337,22587880
14,1,all,4,2,256,512,150,39321600,25421417,0.646500066,9035152
14,6,all,4,5,256,512,150,98304000,23764625,0.241746267,22587880
14,3,all,4,3,256,512,150,58982400,19954375,0.338310666,13552728
14,8,all,4,4,256,512,150,78643200,25531459,0.324649289,18070304
14,12,all,4,2,256,512,150,39321600,35578958,0.904819692,9035152
14,4,all,4,5,256,512,150,98304000,22925708,0.233212362,22587880
14,10,all,4,2,256,512,150,39321600,20555583,0.522755508,9035152
14,7,all,4,4,256,512,150,78643200,22341667,0.284088987,18070304
14,9,all,4,3,256,512,150,58982400,24367458,0.413131002,13552728
14,2,all,4,2,256,512,150,39321600,21758917,0.553357875,9035152
14,12,all,5,2,256,512,150,39321600,35458875,0.901765823,9035152
14,5,all,5,5,256,512,150,98304000,21797167,0.221732249,22587880
14,11,all,5,2,256,512,150,39321600,26526167,0.674595311,9035152
14,4,all,5,5,256,512,150,98304000,23017250,0.234143575,22587880
