k,q,mode,runs,median_ns_per_base,mean_ns_per_base,stddev_ns_per_base,min_ns_per_base,max_ns_per_base,slower_than_best_pct
51,3,first,15,0.260439453,0.262799685,0.006096606,0.257315102,0.278473422,28.9718
51,4,all,15,0.234391530,0.235269221,0.003714961,0.232460022,0.248182933,9.5145
51,4,first,15,0.221157074,0.221922726,0.003098439,0.218797475,0.229471842,9.5188
51,5,all,15,0.217924337,0.217777480,0.001330920,0.215215047,0.220236033,1.8206
51,5,first,15,0.205846568,0.206751306,0.003024632,0.203589539,0.214717448,1.9369
51,6,all,15,0.214027832,0.216461211,0.010574933,0.212035288,0.254577637,0.0000
51,6,first,15,0.201935238,0.202359918,0.003095212,0.198443731,0.209039408,0.0000
51,7,all,15,0.216847310,0.217358907,0.002331895,0.215494364,0.225298136,1.3173
51,7,first,15,0.204076131,0.205032378,0.002679122,0.201048106,0.210675130,1.0602
51,8,all,15,0.217486908,0.217517938,0.001901058,0.214879354,0.220558167,1.6162
51,8,first,15,0.224767476,0.224772785,0.001823944,0.222176870,0.229662150,11.3067
51,9,all,15,0.221694519,0.223103615,0.003468360,0.218821208,0.228825470,3.5821
51,9,first,15,0.208197703,0.209896173,0.004516356,0.204092234,0.220995158,3.1012
51,10,all,15,0.224587331,0.224454159,0.002284433,0.220200012,0.227393260,4.9337
51,10,first,15,0.214724650,0.217769284,0.008702975,0.210989634,0.244839986,6.3334
51,11,all,15,0.229359517,0.228660187,0.002515618,0.224562754,0.231400391,7.1634
51,11,first,15,0.215294729,0.215605614,0.002253036,0.212186595,0.220238576,6.6157
51,12,all,15,0.231903503,0.234223260,0.008877607,0.229985982,0.265950521,8.3520
51,12,first,15,0.220380992,0.223822727,0.008368985,0.218226532,0.250530243,9.1345
52,1,all,15,0.292741992,0.293748077,0.004222170,0.288931529,0.301164513,36.8475
52,1,first,15,0.267735062,0.267885174,0.001925833,0.265293655,0.273424263,32.6807
52,2,all,15,0.266297658,0.268720273,0.006397378,0.261932487,0.283257167,24.4856
52,2,first,15,0.245702535,0.246778251,0.003414891,0.244422068,0.257818014,21.7621
52,3,all,15,0.256812833,0.258512745,0.004618648,0.253458023,0.270805359,20.0517
52,3,first,15,0.235764821,0.236778797,0.003411415,0.233471771,0.246222605,16.8373
52,4,all,15,0.233421326,0.235582931,0.004108823,0.231939107,0.243835022,9.1170
52,4,first,15,0.219963501,0.219905459,0.000807532,0.218682607,0.221508026,9.0067
52,5,all,15,0.218724996,0.220008201,0.004148432,0.215949158,0.230335236,2.2469
52,5,first,15,0.207831909,0.207219525,0.001729483,0.204784810,0.210246613,2.9947
52,6,all,15,0.213918467,0.214157385,0.002526632,0.212089539,0.222810109,0.0000
52,6,first,15,0.201789012,0.202025433,0.001796463,0.199561218,0.206161499,0.0000
52,7,all,15,0.217667480,0.218864130,0.003668120,0.216448039,0.229236603,1.7525
52,7,first,15,0.203755269,0.203918173,0.001019837,0.202908407,0.206692169,0.9744
52,8,all,15,0.219566772,0.221402854,0.006584885,0.216226369,0.236932973,2.6404
52,8,first,15,0.208625376,0.209877524,0.004752707,0.206511607,0.225614756,3.3879
52,9,all,15,0.222153137,0.225494722,0.006757879,0.219956289,0.238921265,3.8494
52,9,first,15,0.207808594,0.209375254,0.004398670,0.205676605,0.223894755,2.9831
52,10,all,15,0.227148692,0.227301252,0.003212529,0.221672058,0.235894094,6.1847
52,10,first,15,0.214022319,0.214706363,0.002469163,0.211543182,0.220080485,6.0624
52,11,all,15,0.232978394,0.233301261,0.004536969,0.225562622,0.240724355,8.9099
52,11,first,15,0.216902842,0.216600093,0.001813099,0.213255564,0.219944427,7.4899
52,12,all,15,0.234384328,0.235705539,0.004781171,0.230235626,0.247746358,9.5671
52,12,first,15,0.244478017,0.244109458,0.001751751,0.240640432,0.247160594,21.1553
53,1,all,15,0.292154948,0.291915364,0.002643478,0.288441442,0.296080373,37.8419
53,1,first,15,0.271128540,0.272514202,0.002447239,0.270649592,0.277280286,34.8746
53,2,all,15,0.265302124,0.265292521,0.001030763,0.263879038,0.267629623,25.1725
53,2,first,15,0.254931559,0.254835229,0.000774322,0.253712545,0.256106913,26.8173
53,3,all,15,0.258264542,0.258008783,0.001549886,0.254301503,0.260508334,21.8521
53,3,first,15,0.236854980,0.236916324,0.000895991,0.235259165,0.238338043,17.8250
53,4,all,15,0.225524475,0.225479380,0.001302030,0.223722249,0.227716654,6.4049
53,4,first,15,0.215584656,0.215714123,0.001228362,0.213910004,0.218852997,7.2439
53,5,all,15,0.211949249,0.211987134,0.001051879,0.210226695,0.214388529,0.0000
53,5,first,15,0.201022675,0.201021349,0.001434697,0.198761403,0.204345286,0.0000
53,6,all,15,0.213349660,0.212993877,0.001453821,0.210698873,0.216190765,0.6607
53,6,first,15,0.202302229,0.202577026,0.001564860,0.200874888,0.207451011,0.6365
53,7,all,15,0.217384755,0.217529296,0.000931475,0.215508352,0.218819509,2.5645
53,7,first,15,0.205062022,0.205837448,0.001886378,0.203379730,0.209581584,2.0094
53,8,all,15,0.218928019,0.219709863,0.002417236,0.215649068,0.223269999,3.2927
53,8,first,15,0.210595022,0.210943631,0.002190530,0.208118439,0.215510468,4.7618
53,9,all,15,0.221752594,0.223920808,0.003643913,0.220581055,0.230609894,4.6253
53,9,first,15,0.208495239,0.208751197,0.001476293,0.206323832,0.212157786,3.7173
53,10,all,15,0.225029836,0.225335948,0.003079084,0.221382985,0.230296234,6.1716
53,10,first,15,0.215457489,0.216151116,0.002430937,0.213011851,0.222905477,7.1807
53,11,all,15,0.229998271,0.230643435,0.001987215,0.228512655,0.233736674,8.5157
53,11,first,15,0.237531871,0.237825946,0.001727654,0.234804789,0.240754445,18.1617
53,12,all,15,0.234314819,0.234387745,0.000888174,0.232588450,0.235903005,10.5523
53,12,first,15,0.242237935,0.241970374,0.002311466,0.238315582,0.245534261,20.5028
54,1,all,15,0.290996755,0.292204647,0.002880165,0.288663445,0.298022168,37.5579
54,1,first,15,0.278046392,0.278304593,0.003655100,0.273946660,0.290257136,38.3515
54,2,all,15,0.267686844,0.268200803,0.002624635,0.264520111,0.275616112,26.5390
54,2,first,15,0.251071075,0.251798926,0.003382399,0.249636332,0.263797333,24.9290
54,3,all,15,0.260417201,0.261228739,0.003227217,0.258668264,0.272301572,23.1026
54,3,first,15,0.239130239,0.238943596,0.001215184,0.237203807,0.241218140,18.9875
54,4,all,15,0.228609294,0.229864302,0.006642847,0.225437581,0.253405680,8.0666
54,4,first,15,0.237303833,0.237562814,0.001850719,0.234753082,0.241410146,18.0787
54,5,all,15,0.214485596,0.214787376,0.000888449,0.213220805,0.217140615,1.3901
54,5,first,15,0.205163320,0.205454650,0.001822396,0.202554911,0.207737823,2.0860
54,6,all,15,0.211544881,0.211690407,0.001909187,0.209936351,0.217578461,0.0000
54,6,first,15,0.200970968,0.201141334,0.001162725,0.199814555,0.204829466,0.0000
54,7,all,15,0.216851980,0.217845804,0.003966696,0.215371450,0.231699626,2.5087
54,7,first,15,0.206486593,0.206583630,0.000672758,0.205577006,0.207949748,2.7445
54,8,all,15,0.222501546,0.222603805,0.003776259,0.218068858,0.230547587,5.1794
54,8,first,15,0.210671743,0.210858523,0.002345754,0.207707306,0.216488312,4.8270
54,9,all,15,0.227865000,0.226853124,0.003355307,0.221710632,0.232257416,7.7147
54,9,first,15,0.209803680,0.210521133,0.002288133,0.207539449,0.215254049,4.3950
54,10,all,15,0.228259196,0.228748182,0.003601355,0.222323100,0.237197459,7.9011
54,10,first,15,0.216704895,0.216645871,0.002318650,0.214174906,0.222550293,7.8290
54,11,all,15,0.232390086,0.232455246,0.002086788,0.228362620,0.235124807,9.8538
54,11,first,15,0.217769623,0.218658024,0.003060993,0.215203186,0.224732290,8.3587
54,12,all,15,0.235045115,0.234091609,0.003065649,0.230141530,0.241329620,11.1089
54,12,first,15,0.244500895,0.244504742,0.002283801,0.240898549,0.248822530,21.6598
55,1,all,15,0.298551979,0.298919571,0.002707124,0.294497808,0.305620829,39.5001
55,1,first,15,0.281606776,0.282873860,0.004247985,0.276638667,0.295531476,37.9517
55,2,all,15,0.270286674,0.270882572,0.002812819,0.267694257,0.278372231,26.2930
55,2,first,15,0.254146792,0.255192757,0.003827474,0.252584356,0.264527003,24.4998
55,3,all,15,0.262610118,0.262422101,0.002933066,0.259536107,0.271826846,22.7061
55,3,first,15,0.242734701,0.245309278,0.008545956,0.240954508,0.274791718,18.9093
55,4,all,15,0.231210073,0.232367198,0.003897954,0.229490916,0.243321737,8.0342
55,4,first,15,0.217114766,0.219334608,0.005679144,0.214952250,0.235429128,6.3588
55,5,all,15,0.217816254,0.217984292,0.001002117,0.216079712,0.220227559,1.7759
55,5,first,15,0.208170146,0.208547635,0.001559123,0.206523051,0.212350210,1.9770
55,6,all,15,0.214015544,0.214902583,0.002762297,0.212407013,0.223504812,0.0000
55,6,first,15,0.204416199,0.204878467,0.001490090,0.202926000,0.207946565,0.1381
55,7,all,15,0.216891815,0.217407197,0.002316855,0.214714467,0.222947021,1.3440
55,7,first,15,0.204134335,0.204585935,0.001611853,0.202518395,0.207567215,0.0000
55,8,all,15,0.215598633,0.216358326,0.002661020,0.212470154,0.223535746,0.7397
55,8,first,15,0.206709971,0.207414501,0.002985840,0.203442047,0.214961578,1.2617
55,9,all,15,0.226315389,0.225799759,0.002961643,0.221301615,0.230411112,5.7472
55,9,first,15,0.212643514,0.215826331,0.010631238,0.208108266,0.251589030,4.1684
55,10,all,15,0.227935374,0.227894649,0.002283599,0.225057810,0.233525167,6.5041
55,10,first,15,0.217008382,0.217574112,0.001731837,0.215611776,0.220758647,6.3067
55,11,all,15,0.232868622,0.233654869,0.003794442,0.227833211,0.243524333,8.8092
55,11,first,15,0.218443553,0.220174716,0.004260628,0.216263662,0.232067952,7.0097
55,12,all,15,0.234556407,0.234843924,0.001206286,0.233263652,0.237656067,9.5978
55,12,first,15,0.227803975,0.228627070,0.003597102,0.224057515,0.235446503,11.5951
56,1,all,15,0.298865102,0.397991710,0.371723312,0.295832952,1.741225459,37.2669
56,1,first,15,0.279029210,0.279730232,0.001923648,0.277231000,0.283244451,35.9695
56,2,all,15,0.273215510,0.277065912,0.006814413,0.270588659,0.287556648,25.4862
56,2,first,15,0.258684158,0.258539270,0.001175836,0.256668727,0.260594152,26.0554
56,3,all,15,0.267133713,0.292221669,0.078453475,0.263557434,0.570720558,22.6929
56,3,first,15,0.246158173,0.245864105,0.001504045,0.242744446,0.247623861,19.9516
56,4,all,15,0.235949198,0.238832574,0.008049706,0.233694285,0.263370941,8.3700
56,4,first,15,0.221084595,0.221087107,0.001128768,0.219071706,0.223357300,7.7334
56,5,all,15,0.221215993,0.222891941,0.004000316,0.219913900,0.232295146,1.6031
56,5,first,15,0.210541199,0.210355378,0.001223619,0.208684285,0.212473551,2.5956
56,6,all,15,0.217725545,0.220770068,0.007834070,0.215449015,0.245371928,0.0000
56,6,first,15,0.206513723,0.206515389,0.000695585,0.205149333,0.207684408,0.6331
56,7,all,15,0.221107910,0.228068006,0.018475093,0.217722148,0.290798615,1.5535
56,7,first,15,0.206752350,0.207339788,0.002992609,0.203877340,0.216879527,0.7493
56,8,all,15,0.221925527,0.223839937,0.009376754,0.216335724,0.253520549,1.9290
56,8,first,15,0.230237325,0.230309522,0.002067633,0.225940704,0.235073934,12.1934
56,9,all,15,0.221702576,0.222902935,0.004678908,0.216818919,0.235307912,1.8266
56,9,first,15,0.205214600,0.206043978,0.002108434,0.203468323,0.211642802,0.0000
56,10,all,15,0.228829285,0.230789551,0.008165142,0.223470469,0.257448405,5.0999
56,10,first,15,0.216983368,0.217817573,0.002691934,0.213800639,0.223002543,5.7349
56,11,all,15,0.234911601,0.235882456,0.004368501,0.228816986,0.244823456,7.8934
56,11,first,15,0.222365489,0.221886953,0.002236501,0.218004435,0.225899587,8.3575
56,12,all,15,0.237426331,0.238803807,0.005742204,0.232858449,0.254464467,9.0484
56,12,first,15,0.229475230,0.229022670,0.002081587,0.226161112,0.232566416,11.8221
57,1,all,15,0.300347544,0.301133864,0.003555900,0.295852025,0.311530965,35.6545
57,1,first,15,0.283835729,0.286972858,0.007015306,0.282000974,0.303259951,35.8873
57,2,all,15,0.275215569,0.275611524,0.002219093,0.272005399,0.281048342,24.3034
57,2,first,15,0.270493291,0.271769490,0.003547044,0.268836021,0.280764364,29.4995
57,3,all,15,0.268137728,0.268817021,0.002371288,0.265622139,0.272800649,21.1066
57,3,first,15,0.248571604,0.249068028,0.002772043,0.245030304,0.257157644,19.0045
57,4,all,15,0.238552511,0.238661957,0.001555824,0.235880117,0.241738637,7.7442
57,4,first,15,0.222648621,0.224014425,0.003247290,0.221616536,0.231651306,6.5937
57,5,all,15,0.224668294,0.224787931,0.001759106,0.222761790,0.230374654,1.4733
57,5,first,15,0.215282440,0.218932852,0.009764785,0.212387939,0.250495056,3.0672
57,6,all,15,0.221406301,0.223343009,0.007536279,0.218478729,0.249885559,0.0000
57,6,first,15,0.208875875,0.209840929,0.002581978,0.207870911,0.217758179,0.0000
57,7,all,15,0.223449707,0.223632219,0.001794289,0.221229126,0.226888438,0.9229
57,7,first,15,0.209684153,0.211317133,0.004334743,0.208213389,0.224970500,0.3870
57,8,all,15,0.223910868,0.223685371,0.002779862,0.219611705,0.229249736,1.1312
57,8,first,15,0.212489665,0.212956236,0.003520728,0.208109111,0.222842743,1.7301
57,9,all,15,0.225324839,0.224523274,0.002671827,0.220179240,0.229710470,1.7698
57,9,first,15,0.209057281,0.210231753,0.003213960,0.207524618,0.218730927,0.0868
57,10,all,15,0.223664602,0.224253506,0.005578010,0.218819509,0.242584656,1.0200
57,10,first,15,0.211609731,0.212865760,0.003699062,0.209198425,0.224387695,1.3088
57,11,all,15,0.226245453,0.225621117,0.002843588,0.220692952,0.230792999,2.1856
57,11,first,15,0.212977091,0.213051659,0.002729907,0.209564209,0.219725291,1.9635
57,12,all,15,0.235246450,0.236027781,0.002972001,0.231721242,0.243319194,6.2510
57,12,first,15,0.228188833,0.228234721,0.002565689,0.224103719,0.235485921,9.2461
58,1,all,15,0.305522804,0.308115677,0.011310651,0.297664007,0.333716075,36.7575
58,1,first,15,0.286614100,0.287544354,0.002348012,0.284638926,0.292251905,35.3051
58,2,all,15,0.277185974,0.278287854,0.002570628,0.275841293,0.283068555,24.0734
58,2,first,15,0.260773239,0.261103524,0.002233842,0.258376338,0.265906652,23.1061
58,3,all,15,0.271041654,0.271293959,0.002957845,0.267252922,0.280712446,21.3231
58,3,first,15,0.251650920,0.252157876,0.001959673,0.248055359,0.255542755,18.7996
58,4,all,15,0.241561473,0.241682942,0.002653222,0.238402476,0.250295848,8.1273
58,4,first,15,0.250040169,0.250501809,0.002080332,0.248223406,0.255444845,18.0392
58,5,all,15,0.226504008,0.227087375,0.002337611,0.224841644,0.234818349,1.3873
58,5,first,15,0.216562063,0.216293364,0.001226042,0.213689168,0.218265533,2.2349
58,6,all,15,0.223404775,0.224298663,0.003327340,0.221557200,0.235471517,0.0000
58,6,first,15,0.211854726,0.212181599,0.001212609,0.210523387,0.214791616,0.0126
58,7,all,15,0.224696686,0.226206746,0.003532015,0.223846863,0.237164398,0.5783
58,7,first,15,0.211828023,0.212172587,0.001075136,0.210866292,0.214352081,0.0000
58,8,all,15,0.223800232,0.225324815,0.003241964,0.221762339,0.233815094,0.1770
58,8,first,15,0.238180796,0.238026032,0.001469355,0.236036082,0.241297404,12.4406
58,9,all,15,0.225539744,0.227811743,0.008365152,0.223398844,0.257598450,0.9557
58,9,first,15,0.213893463,0.213963827,0.002704697,0.209877014,0.219541341,0.9751
58,10,all,15,0.224970500,0.225163013,0.002650074,0.221130798,0.230898956,0.7008
58,10,first,15,0.217320760,0.216895296,0.002579593,0.210863749,0.220379303,2.5930
58,11,all,15,0.228565216,0.229097747,0.004124872,0.223490397,0.240616272,2.3099
58,11,first,15,0.241317332,0.241696704,0.001984355,0.238964925,0.244996806,13.9213
58,12,all,15,0.226062775,0.227028969,0.003428110,0.223829488,0.236958822,1.1898
58,12,first,15,0.219731649,0.220912058,0.002779479,0.216284434,0.226300130,3.7312
59,1,all,15,0.303709234,0.304016607,0.002046638,0.301435254,0.308566093,34.5618
59,1,first,15,0.290730260,0.290875610,0.002058959,0.288365148,0.297238566,35.4321
59,2,all,15,0.279680367,0.279690603,0.001189643,0.278047460,0.281787987,23.9155
59,2,first,15,0.266947212,0.266915639,0.002091537,0.264052811,0.271400350,24.3531
59,3,all,15,0.271890424,0.271634561,0.001056102,0.269513652,0.272871119,20.4641
59,3,first,15,0.254682961,0.255675315,0.004314957,0.250845477,0.266436462,18.6400
59,4,all,15,0.243429392,0.243057648,0.001875093,0.240319143,0.246017039,7.8541
59,4,first,15,0.230204264,0.230553604,0.001518609,0.228345235,0.234574209,7.2370
59,5,all,15,0.230244537,0.230457985,0.001277318,0.228446106,0.232710093,2.0124
59,5,first,15,0.220018606,0.219812662,0.001460742,0.216789673,0.222230703,2.4922
59,6,all,15,0.225702494,0.225803684,0.001231272,0.223832448,0.228354553,0.0000
59,6,first,15,0.215056101,0.215206994,0.001099278,0.213285238,0.216874441,0.1805
59,7,all,15,0.228876322,0.228560640,0.001218799,0.225437592,0.230351349,1.4062
59,7,first,15,0.215940257,0.216184375,0.001241568,0.213595500,0.218374471,0.5923
59,8,all,15,0.228026072,0.228332804,0.001869522,0.225960632,0.231534749,1.0295
59,8,first,15,0.219648570,0.219571149,0.002253547,0.216512472,0.224295298,2.3198
59,9,all,15,0.228142639,0.228780960,0.002484412,0.225599070,0.235425313,1.0811
59,9,first,15,0.214668701,0.215252460,0.001919052,0.213136892,0.220786621,0.0000
59,10,all,15,0.229896545,0.229235839,0.001923849,0.225648661,0.232001831,1.8582
59,10,first,15,0.220168223,0.220427873,0.002419536,0.215902964,0.225019674,2.5619
59,11,all,15,0.233113607,0.232812670,0.003315619,0.228398214,0.237393697,3.2836
59,11,first,15,0.239834259,0.240252264,0.002424600,0.236572266,0.244272024,11.7230
59,12,all,15,0.230722636,0.230226729,0.001992088,0.226871918,0.233112762,2.2242
59,12,first,15,0.242793610,0.243014697,0.002580553,0.238977641,0.248973846,13.1015
60,1,all,15,0.306164424,0.307909858,0.005582057,0.301802432,0.319738909,34.0358
60,1,first,15,0.287559827,0.287863059,0.001370601,0.285763206,0.290551186,32.2939
60,2,all,15,0.281362000,0.282452229,0.003271924,0.279382591,0.290822983,23.1776
60,2,first,15,0.265622673,0.265897787,0.001803465,0.263196627,0.269354184,22.2015
60,3,all,15,0.274998347,0.275107206,0.001789068,0.271487770,0.279277166,20.3916
60,3,first,15,0.255922737,0.255500899,0.001931010,0.251738230,0.259675446,17.7390
60,4,all,15,0.246184875,0.246623542,0.002650401,0.243065735,0.254772186,7.7774
60,4,first,15,0.230502665,0.230690539,0.000622640,0.229865184,0.232418488,6.0443
60,5,all,15,0.231372833,0.231660828,0.002056470,0.229783803,0.238453756,1.2928
60,5,first,15,0.220770945,0.220839608,0.000938713,0.219420115,0.222413381,1.5672
60,6,all,15,0.228419830,0.229019107,0.001938904,0.227311452,0.235165487,0.0000
60,6,first,15,0.217364421,0.217625059,0.000898965,0.215784709,0.219184875,0.0000
60,7,all,15,0.230864207,0.232195083,0.004313529,0.229232371,0.246687154,1.0701
60,7,first,15,0.217930695,0.218279013,0.001186467,0.216393361,0.220562826,0.2605
60,8,all,15,0.230453908,0.233172805,0.009335757,0.227158437,0.264771779,0.8905
60,8,first,15,0.220549683,0.220644689,0.001488061,0.217055420,0.223054250,1.4654
60,9,all,15,0.230120768,0.232106048,0.004048220,0.227306366,0.240851501,0.7447
60,9,first,15,0.217411886,0.217568716,0.000962427,0.216476440,0.220194926,0.0218
60,10,all,15,0.233057658,0.232544596,0.003602403,0.225805918,0.239922424,2.0304
60,10,first,15,0.222087016,0.222171897,0.002903085,0.217620850,0.226302256,2.1727
60,11,all,15,0.234761129,0.234512216,0.003308315,0.230032603,0.242477844,2.7762
60,11,first,15,0.237909108,0.238642940,0.003126979,0.235418528,0.248551687,9.4517
60,12,all,15,0.234173248,0.233849024,0.002055690,0.230159342,0.236751984,2.5188
60,12,first,15,0.225823293,0.225819254,0.001975509,0.221772512,0.228435933,3.8916
61,1,all,15,0.305556730,0.306083043,0.002698882,0.303307648,0.311388969,31.3349
61,1,first,15,0.289464531,0.290324104,0.001831776,0.287737846,0.293874741,31.5525
61,2,all,15,0.284210841,0.285914031,0.004894159,0.281409162,0.295764071,22.1600
61,2,first,15,0.266758080,0.266837332,0.001591482,0.264653104,0.270302022,21.2332
61,3,all,15,0.277436574,0.277909773,0.004294897,0.273633003,0.291285515,19.2483
61,3,first,15,0.256152153,0.256601229,0.001792730,0.254903895,0.260356801,16.4131
61,4,all,15,0.248521169,0.248809709,0.002075998,0.246759516,0.255756378,6.8198
61,4,first,15,0.232949575,0.233334774,0.001380641,0.231568227,0.237143199,5.8682
61,5,all,15,0.234940847,0.235745974,0.002871200,0.232406189,0.243682007,0.9827
61,5,first,15,0.223472168,0.223596024,0.001199653,0.221571177,0.225931386,1.5611
61,6,all,15,0.236050069,0.236438271,0.002924052,0.233539581,0.246036957,1.4595
61,6,first,15,0.220821798,0.221492399,0.001623444,0.219774455,0.225465566,0.3566
61,7,all,15,0.241619110,0.242023440,0.002751778,0.238279124,0.249902944,3.8532
61,7,first,15,0.221525401,0.221321527,0.001300482,0.219202250,0.224454244,0.6763
61,8,all,15,0.232654572,0.234076577,0.004242426,0.229861369,0.242954681,0.0000
61,8,first,15,0.247492472,0.247639776,0.002280126,0.243748556,0.251458903,12.4775
61,9,all,15,0.234913717,0.235193493,0.003411793,0.230770955,0.241411845,0.9710
61,9,first,15,0.220037242,0.220512587,0.002364830,0.217842519,0.226590892,0.0000
61,10,all,15,0.235293488,0.235535488,0.003895373,0.230267415,0.243412862,1.1343
61,10,first,15,0.226240367,0.225296784,0.002216800,0.220907420,0.227847636,2.8191
61,11,all,15,0.238560150,0.239095645,0.004608160,0.233354350,0.248135457,2.5383
61,11,first,15,0.224987885,0.225615607,0.002056511,0.223620941,0.230790456,2.2499
61,12,all,15,0.237685730,0.237711730,0.003233598,0.234901428,0.247451365,2.1625
61,12,first,15,0.246674428,0.246947282,0.001913846,0.244597117,0.251573771,12.1058
62,1,all,15,0.308130048,0.309431852,0.004519905,0.305614471,0.320874850,31.2810
62,1,first,15,0.302941538,0.304086861,0.002771855,0.300623042,0.309398969,35.8733
62,2,all,15,0.285502548,0.286864350,0.003927262,0.284002622,0.297756195,21.6404
62,2,first,15,0.269465446,0.269876340,0.002749741,0.266715164,0.277469419,20.8588
62,3,all,15,0.279064178,0.278855431,0.001169258,0.276595751,0.280656815,18.8973
62,3,first,15,0.260949656,0.263915981,0.011699529,0.256571248,0.304674034,17.0394
62,4,all,15,0.251263509,0.251100441,0.000663405,0.249895732,0.252205739,7.0526
62,4,first,15,0.236427307,0.237200814,0.002558604,0.234154592,0.244283040,6.0408
62,5,all,15,0.237326721,0.237798224,0.001821130,0.236553609,0.244063059,1.1148
62,5,first,15,0.227338999,0.227354771,0.001498247,0.225005259,0.230077962,1.9645
62,6,all,15,0.234710276,0.234719680,0.001409119,0.232448578,0.237744232,0.0000
62,6,first,15,0.222958883,0.225493173,0.010784885,0.220509430,0.264336487,0.0000
62,7,all,15,0.235745321,0.236797445,0.004171500,0.234536906,0.251412282,0.4410
62,7,first,15,0.249553680,0.249492363,0.001974451,0.244894663,0.252449036,11.9281
62,8,all,15,0.235109965,0.235340599,0.002734941,0.232657532,0.243689646,0.1703
62,8,first,15,0.250866364,0.249390130,0.007010267,0.225281189,0.255723745,12.5169
62,9,all,15,0.237416585,0.237620375,0.002435842,0.234249115,0.242457072,1.1530
62,9,first,15,0.223775655,0.224576681,0.003125891,0.221540232,0.231212616,0.3663
62,10,all,15,0.236479441,0.236106422,0.002756592,0.232270986,0.239681244,0.7538
62,10,first,15,0.228160431,0.228233114,0.001711178,0.224785706,0.231185069,2.3330
62,11,all,15,0.241924713,0.242089729,0.004333867,0.235374878,0.252234558,3.0738
62,11,first,15,0.227266947,0.228249417,0.002324836,0.225757172,0.233254751,1.9322
62,12,all,15,0.239332408,0.238644069,0.002491852,0.234748840,0.241925985,1.9693
62,12,first,15,0.230442047,0.231279698,0.003695344,0.227583567,0.243144562,3.3563
63,1,all,15,0.307517573,0.308819981,0.002550996,0.306403898,0.315850042,30.3122
63,1,first,15,0.310699145,0.311002201,0.002439910,0.308266741,0.318184954,37.5208
63,2,all,15,0.287256775,0.287499852,0.001697043,0.284525553,0.290749868,21.7266
63,2,first,15,0.288966497,0.289184570,0.002677719,0.285879771,0.297673009,27.9016
63,3,all,15,0.279963277,0.279863358,0.001461058,0.277868373,0.282554105,18.6359
63,3,first,15,0.262009303,0.263613242,0.003742316,0.257903201,0.272837219,15.9698
63,4,all,15,0.254046967,0.254230074,0.001332379,0.252788961,0.257764608,7.6538
63,4,first,15,0.239480764,0.239878931,0.001956177,0.237207204,0.243979563,5.9983
63,5,all,15,0.239346822,0.239384007,0.000779789,0.238255819,0.240542094,1.4245
63,5,first,15,0.228637268,0.228917668,0.001193289,0.226938039,0.230943461,1.1988
63,6,all,15,0.236698151,0.236974337,0.001311376,0.235094279,0.239864349,0.3021
63,6,first,15,0.226245880,0.226528421,0.001877230,0.224068115,0.231806864,0.1403
63,7,all,15,0.238185038,0.237852449,0.001208549,0.235908508,0.240346690,0.9322
63,7,first,15,0.226694316,0.227344286,0.002622427,0.225218028,0.236189524,0.3388
63,8,all,15,0.235985229,0.237268970,0.002638325,0.234167735,0.241880625,0.0000
63,8,first,15,0.229320526,0.229105662,0.002431400,0.225644430,0.234244873,1.5012
63,9,all,15,0.237705658,0.238309169,0.001793495,0.236473083,0.242129862,0.7290
63,9,first,15,0.225928843,0.226235059,0.001693131,0.224271139,0.229881287,0.0000
63,10,all,15,0.240250478,0.239581273,0.002267572,0.233990987,0.242342631,1.8074
63,10,first,15,0.229421824,0.230321250,0.003134443,0.226778249,0.236187408,1.5461
63,11,all,15,0.243210683,0.243096217,0.003170226,0.239067505,0.250691305,3.0618
63,11,first,15,0.229636302,0.229587583,0.001593513,0.227389872,0.232443919,1.6410
63,12,all,15,0.242017110,0.241945224,0.001805632,0.238779704,0.244780223,2.5560
63,12,first,15,0.236126790,0.236081046,0.002549105,0.232070496,0.240054230,4.5138
64,1,all,15,0.312119586,0.312265325,0.003153753,0.308681056,0.320215747,31.3018
64,1,first,15,0.314958890,0.315793921,0.004245778,0.311479034,0.329096057,38.6178
64,2,all,15,0.290028788,0.291371557,0.003403959,0.288602511,0.300813243,22.0087
64,2,first,15,0.297528381,0.298184642,0.004194110,0.292952334,0.305397250,30.9463
64,3,all,15,0.281822421,0.283107156,0.004295284,0.279255969,0.297831955,18.5564
64,3,first,15,0.285178286,0.286380485,0.005080091,0.281413396,0.297320150,25.5109
64,4,all,15,0.256106593,0.256129689,0.000929813,0.254377263,0.257995923,7.7384
64,4,first,15,0.240551849,0.241821403,0.003377965,0.238453756,0.250085195,5.8702
64,5,all,15,0.241401245,0.241808969,0.001560069,0.239814758,0.245838593,1.5522
64,5,first,15,0.230876506,0.232071462,0.003434318,0.228135427,0.242207001,1.6119
64,6,all,15,0.237711589,0.238881995,0.002993033,0.236527761,0.246612549,0.0000
64,6,first,15,0.227213959,0.228460861,0.003244448,0.225139201,0.236400177,0.0000
64,7,all,15,0.239510427,0.239932759,0.001612106,0.237587402,0.243540446,0.7567
64,7,first,15,0.229250590,0.229193257,0.001980860,0.226764679,0.235086233,0.8963
64,8,all,15,0.238471141,0.239303589,0.002403159,0.236715525,0.244862874,0.3195
64,8,first,15,0.232567688,0.232637703,0.002405585,0.230233938,0.240400533,2.3563
64,9,all,15,0.241508067,0.241243547,0.002394566,0.237889608,0.246808787,1.5971
