k,q,mode,runs,median_ns_per_base,mean_ns_per_base,stddev_ns_per_base,min_ns_per_base,max_ns_per_base,slower_than_best_pct
24,3,first,15,0.255209605,0.255651475,0.004255914,0.251145884,0.268057187,52.3808
24,4,all,15,0.213551839,0.214935810,0.003380861,0.209695608,0.222157796,12.6009
24,4,first,15,0.184024879,0.185352490,0.003266617,0.181131007,0.191757414,9.8778
24,5,all,15,0.189761759,0.192902601,0.009063515,0.187105603,0.220979411,0.0570
24,5,first,15,0.167481461,0.167476091,0.001573847,0.165070428,0.169842690,0.0000
24,6,all,15,0.189653676,0.191282296,0.004975416,0.186331719,0.204964032,0.0000
24,6,first,15,0.167894719,0.168246658,0.001644568,0.166864751,0.173379050,0.2467
24,7,all,15,0.201832097,0.204451903,0.008984971,0.199944178,0.235950326,6.4214
24,7,first,15,0.175779131,0.176188057,0.001667873,0.174462357,0.180900006,4.9544
24,8,all,15,0.211433411,0.214633432,0.006264578,0.208786865,0.226955831,11.4840
24,8,first,15,0.185947062,0.185591309,0.001192837,0.183660016,0.187776354,11.0255
24,9,all,15,0.224546214,0.226867958,0.005247410,0.222538849,0.237344106,18.3980
24,9,first,15,0.191806513,0.192199660,0.001406410,0.190236130,0.195513119,14.5240
24,10,all,15,0.247189204,0.250432966,0.009341142,0.240864220,0.275736389,30.3372
24,10,first,15,0.212541789,0.212230456,0.001839179,0.209625244,0.216442952,26.9047
24,11,all,15,0.268072548,0.270831356,0.013171822,0.261895917,0.313694216,41.3485
24,11,first,15,0.227630615,0.227924938,0.001010210,0.226419240,0.230750183,35.9139
24,12,all,15,0.279945793,0.283437410,0.008046910,0.277636846,0.306756236,47.6089
24,12,first,15,0.243748138,0.246916312,0.011093234,0.241766184,0.285989970,45.5374
25,1,all,15,0.450977749,0.452438168,0.019351780,0.436674754,0.517996334,146.3676
25,1,first,15,0.369498630,0.382726740,0.043177630,0.364861671,0.536903093,123.7638
25,2,all,15,0.381295234,0.384458237,0.006289964,0.380043454,0.396244609,108.3003
25,2,first,15,0.311763026,0.317541864,0.009433713,0.308026199,0.339517593,88.7998
25,3,all,15,0.305327314,0.307996680,0.005286601,0.302743912,0.318437144,66.7993
25,3,first,15,0.258653959,0.262438599,0.005952405,0.256342888,0.271861293,56.6376
25,4,all,15,0.208625366,0.209166830,0.001835314,0.206888835,0.212915629,13.9713
25,4,first,15,0.184167226,0.184384358,0.004078019,0.179104987,0.191261156,11.5294
25,5,all,15,0.183050724,0.183076246,0.001262065,0.181004910,0.186265310,0.0000
25,5,first,15,0.165128857,0.164907244,0.002224266,0.161688363,0.168439164,0.0000
25,6,all,15,0.188163122,0.189208301,0.002947442,0.187221103,0.198554289,2.7929
25,6,first,15,0.169709829,0.170869051,0.003711420,0.167390129,0.181870539,2.7742
25,7,all,15,0.196474219,0.196962215,0.001319776,0.194877345,0.199702928,7.3332
25,7,first,15,0.173765818,0.174282993,0.001924260,0.171538815,0.178670171,5.2304
25,8,all,15,0.202863481,0.203829825,0.002998673,0.201109780,0.212641822,10.8236
25,8,first,15,0.181049771,0.181262781,0.001245519,0.179657050,0.183266534,9.6415
25,9,all,15,0.222023865,0.224949137,0.005092990,0.221335093,0.238211741,21.2909
25,9,first,15,0.193959690,0.194753576,0.003733747,0.191269633,0.203973982,17.4596
25,10,all,15,0.236721039,0.235406157,0.002754371,0.230406443,0.239034444,29.3199
25,10,first,15,0.204344432,0.205751095,0.004170528,0.202321788,0.216969391,23.7485
25,11,all,15,0.258249702,0.257464726,0.003188081,0.253541730,0.265042521,41.0810
25,11,first,15,0.219374756,0.234217579,0.055079029,0.218075643,0.433141917,32.8506
25,12,all,15,0.266490517,0.267264012,0.003317934,0.264376539,0.277744395,45.5829
25,12,first,15,0.234761556,0.235862221,0.003629527,0.231254578,0.244761576,42.1687
26,1,all,15,0.407519158,0.408467186,0.003971312,0.405701531,0.422260861,122.1403
26,1,first,15,0.337118937,0.339412739,0.005695858,0.334556020,0.355146196,104.1670
26,2,all,15,0.357536028,0.359097187,0.004071788,0.355775621,0.371919573,94.8943
26,2,first,15,0.294275805,0.295914437,0.004578002,0.291587512,0.308836835,78.2203
26,3,all,15,0.306975047,0.308170565,0.003237044,0.304714317,0.316007398,67.3333
26,3,first,15,0.262537003,0.263947662,0.006050184,0.256689924,0.276233889,58.9985
26,4,all,15,0.211231659,0.211848026,0.003077247,0.208765666,0.221594920,15.1432
26,4,first,15,0.183241450,0.184732509,0.003290830,0.181701448,0.191030858,10.9753
26,5,all,15,0.186919454,0.187671025,0.003621204,0.184254116,0.197123778,1.8905
26,5,first,15,0.165995033,0.166555838,0.002087803,0.163520631,0.170236918,0.5304
26,6,all,15,0.183451267,0.183344335,0.000932144,0.182105170,0.185559243,0.0000
26,6,first,15,0.165119171,0.165381679,0.001340236,0.163635072,0.168613252,0.0000
26,7,all,15,0.196976488,0.198315278,0.003216247,0.195295546,0.207697550,7.3727
26,7,first,15,0.174435510,0.175076120,0.002251480,0.172786713,0.179206000,5.6422
26,8,all,15,0.203920156,0.205087364,0.003183619,0.202617645,0.212280691,11.1577
26,8,first,15,0.183961300,0.183971711,0.001662018,0.181060723,0.186890496,11.4112
26,9,all,15,0.213812937,0.215873774,0.005877018,0.212139130,0.235076904,16.5503
26,9,first,15,0.187266668,0.187269845,0.001278230,0.185234282,0.189728207,13.4130
26,10,all,15,0.230184336,0.231883578,0.002996328,0.227871368,0.237791697,25.4744
26,10,first,15,0.206117274,0.205644442,0.001937544,0.202300110,0.208621207,24.8294
26,11,all,15,0.244775564,0.246017853,0.003635600,0.242516408,0.254103770,33.4281
26,11,first,15,0.211488942,0.211976965,0.001936296,0.208171000,0.216600210,28.0826
26,12,all,15,0.262823639,0.264301299,0.004155468,0.260489782,0.277967453,43.2662
26,12,first,15,0.234707306,0.234903577,0.001726406,0.232172221,0.237342834,42.1442
27,1,all,15,0.420116848,0.417119769,0.007947326,0.400012699,0.425557031,125.7530
27,1,first,15,0.335901744,0.338031628,0.005279383,0.333020952,0.349809146,99.9345
27,2,all,15,0.347693414,0.349894205,0.005462687,0.344060262,0.366602308,86.8357
27,2,first,15,0.287997449,0.289459722,0.006225008,0.281613146,0.300086339,71.4210
27,3,all,15,0.289154053,0.291578504,0.005293167,0.285097224,0.302490667,55.3792
27,3,first,15,0.251229070,0.252107265,0.005430597,0.244603157,0.261809031,49.5358
27,4,all,15,0.212121755,0.215870017,0.010317585,0.209891418,0.250628998,13.9853
27,4,first,15,0.190921360,0.190309031,0.003759372,0.184997635,0.196049661,13.6397
27,5,all,15,0.187478248,0.188538822,0.002291275,0.186517851,0.194465146,0.7429
27,5,first,15,0.168628345,0.169040680,0.002369888,0.165976766,0.173386824,0.3705
27,6,all,15,0.186095768,0.186418933,0.001059512,0.184873293,0.189141168,0.0000
27,6,first,15,0.168005923,0.168782290,0.001866237,0.166649897,0.172842117,0.0000
27,7,all,15,0.192225774,0.192310098,0.000812897,0.190949614,0.193624852,3.2940
27,7,first,15,0.173196437,0.173144446,0.002594992,0.169242223,0.176991713,3.0895
27,8,all,15,0.204141049,0.205802471,0.004180477,0.202595393,0.215157759,9.6968
27,8,first,15,0.185237817,0.185442513,0.001960273,0.182888599,0.189461178,10.2567
27,9,all,15,0.215229451,0.218147728,0.005172329,0.213763763,0.227565338,15.6552
27,9,first,15,0.188730028,0.189633570,0.002840372,0.187090056,0.198818495,12.3353
27,10,all,15,0.226011912,0.225260020,0.003657297,0.219865163,0.233941813,21.4492
27,10,first,15,0.198787757,0.198653422,0.001294688,0.196316333,0.201274728,18.3219
27,11,all,15,0.245710154,0.245216058,0.002871148,0.241668274,0.250546773,32.0343
27,11,first,15,0.211471985,0.212333314,0.002449683,0.209487488,0.217043132,25.8717
27,12,all,15,0.253871282,0.254393049,0.002575358,0.250242551,0.258960724,36.4197
27,12,first,15,0.227868398,0.230210876,0.010909640,0.223372142,0.268920471,35.6312
28,1,all,15,0.416231503,0.415744310,0.011406142,0.405959388,0.451953328,121.3075
28,1,first,15,0.336200562,0.337199883,0.004324177,0.331257002,0.346990509,99.7960
28,2,all,15,0.348683811,0.350208050,0.005319647,0.343816545,0.365779300,85.3928
28,2,first,15,0.287153982,0.289641732,0.005454854,0.284539324,0.300973790,70.6488
28,3,all,15,0.293820165,0.297906415,0.009722225,0.290712242,0.322886047,56.2222
28,3,first,15,0.250499509,0.252589896,0.005896525,0.246277390,0.263947906,48.8659
28,4,all,15,0.206649780,0.208550517,0.005530826,0.202729970,0.224078278,9.8743
28,4,first,15,0.181144079,0.184129785,0.005562607,0.179438061,0.197308155,7.6496
28,5,all,15,0.189650150,0.189678522,0.001746225,0.187196019,0.193021918,0.8357
28,5,first,15,0.168271951,0.170087298,0.005464322,0.166753845,0.189048631,0.0000
28,6,all,15,0.188078350,0.188635767,0.001490981,0.186484655,0.192071067,0.0000
28,6,first,15,0.169304439,0.170487903,0.003095672,0.167535146,0.177832104,0.6136
28,7,all,15,0.195651584,0.196795403,0.002784257,0.193255386,0.202575963,4.0266
28,7,first,15,0.174317890,0.176269838,0.005183194,0.172136095,0.192690599,3.5930
28,8,all,15,0.199572662,0.239672173,0.115407492,0.197057088,0.643294871,6.1114
28,8,first,15,0.179332801,0.180461978,0.002894482,0.176633547,0.186766875,6.5732
28,9,all,15,0.218846212,0.219505252,0.004497500,0.213812510,0.229479889,16.3591
28,9,first,15,0.188752636,0.189097276,0.001405358,0.187200614,0.191410209,12.1712
28,10,all,15,0.227791260,0.228705399,0.009741452,0.221250326,0.261947205,21.1151
28,10,first,15,0.200280796,0.200314652,0.001978035,0.197529619,0.204237832,19.0221
28,11,all,15,0.241597493,0.247582134,0.025999949,0.232595235,0.336422394,28.4558
28,11,first,15,0.204461843,0.204610132,0.002740762,0.201484680,0.211602102,21.5068
28,12,all,15,0.254391561,0.261169519,0.019174972,0.248725891,0.323613068,35.2583
28,12,first,15,0.227302551,0.228044071,0.003585237,0.223150035,0.236390859,35.0805
29,1,all,15,0.414849735,0.414792049,0.007760650,0.399978078,0.431057960,123.5898
29,1,first,15,0.345915341,0.352647565,0.027415506,0.329286787,0.435829858,102.1113
29,2,all,15,0.347604387,0.350007940,0.005049339,0.344905853,0.362135569,87.3469
29,2,first,15,0.294014079,0.299241100,0.013756942,0.285822550,0.327410164,71.7864
29,3,all,15,0.297244390,0.301636096,0.009198343,0.293747050,0.327941043,60.2046
29,3,first,15,0.258168640,0.258366583,0.005318483,0.252235196,0.273518028,50.8427
29,4,all,15,0.210069448,0.210563207,0.001968964,0.207661102,0.214235942,13.2203
29,4,first,15,0.187926119,0.191744934,0.012305425,0.183759969,0.232671458,9.8014
29,5,all,15,0.185540517,0.193338654,0.023951159,0.183961309,0.279118568,0.0000
29,5,first,15,0.171150934,0.177116515,0.015971350,0.164779176,0.215943654,0.0000
29,6,all,15,0.190048930,0.194784024,0.014645491,0.186934645,0.243856642,2.4299
29,6,first,15,0.177207870,0.178527385,0.010404829,0.169188885,0.211325395,3.5389
29,7,all,15,0.196341061,0.197532959,0.002836447,0.195025694,0.203578737,5.8211
29,7,first,15,0.179521773,0.180212539,0.005066147,0.173838577,0.192201758,4.8909
29,8,all,15,0.201412133,0.210044318,0.022642716,0.200270547,0.290048031,8.5543
29,8,first,15,0.182162738,0.184294641,0.004178443,0.179542262,0.191877857,6.4340
29,9,all,15,0.213790466,0.215086137,0.008724287,0.206309845,0.241444478,15.2258
29,9,first,15,0.187923296,0.191939178,0.009685194,0.183074383,0.216961967,9.7997
29,10,all,15,0.226157725,0.226562752,0.003807050,0.221039235,0.234036764,21.8913
29,10,first,15,0.201696464,0.211118885,0.020578952,0.197846442,0.276603699,17.8471
29,11,all,15,0.240720957,0.261514140,0.063275495,0.234319468,0.483748962,29.7404
29,11,first,15,0.207583110,0.210749251,0.010338553,0.203718821,0.245497813,21.2866
29,12,all,15,0.244307200,0.248446571,0.013761456,0.242025157,0.297072520,31.6732
29,12,first,15,0.220359385,0.221422773,0.005352513,0.215545654,0.235077332,28.7515
30,1,all,15,0.407327016,0.408804765,0.008863858,0.396815406,0.432761163,121.5127
30,1,first,15,0.337292701,0.337964375,0.006659377,0.330624763,0.352013906,100.7345
30,2,all,15,0.343152500,0.344719780,0.006206273,0.339193692,0.363042619,86.6133
30,2,first,15,0.289824282,0.291251183,0.007314081,0.283306440,0.303179423,72.4844
30,3,all,15,0.300285187,0.305096804,0.018149454,0.293347405,0.368781620,63.3012
30,3,first,15,0.255905253,0.256872493,0.003754303,0.252936681,0.267279943,52.2980
30,4,all,15,0.212129384,0.212287225,0.002920904,0.207995941,0.218674550,15.3602
30,4,first,15,0.186684570,0.188745075,0.004167224,0.186137797,0.198040356,11.1024
30,5,all,15,0.187948015,0.190005856,0.004262997,0.185804020,0.202450570,2.2099
30,5,first,15,0.169071924,0.169958166,0.002765462,0.167077077,0.176801227,0.6205
30,6,all,15,0.183884303,0.184571253,0.001694383,0.182193120,0.188343608,0.0000
30,6,first,15,0.168029240,0.168289750,0.001414675,0.166718016,0.171840304,0.0000
30,7,all,15,0.195827128,0.197993219,0.005713228,0.192704731,0.209636332,6.4947
30,7,first,15,0.181189287,0.180666769,0.003763795,0.175398017,0.186482883,7.8320
30,8,all,15,0.202226420,0.203753832,0.003868290,0.198403676,0.210394541,9.9748
30,8,first,15,0.184408468,0.184755325,0.002941197,0.180825127,0.191260444,9.7478
30,9,all,15,0.210039358,0.211717704,0.004506743,0.207035492,0.223229726,14.2236
30,9,first,15,0.185579012,0.186477119,0.002709944,0.183850394,0.192379422,10.4445
30,10,all,15,0.219272614,0.219360153,0.003559292,0.212722778,0.226266652,19.2449
30,10,first,15,0.195134481,0.197311496,0.005600806,0.191789907,0.212333111,16.1313
30,11,all,15,0.237019012,0.237317516,0.004978171,0.230595052,0.248983592,28.8957
30,11,first,15,0.205775367,0.206180173,0.003008605,0.203008652,0.214251412,22.4640
30,12,all,15,0.243233571,0.245923161,0.013002970,0.237368683,0.291768392,32.2753
30,12,first,15,0.222585042,0.223035995,0.004835266,0.217589060,0.234661957,32.4680
31,1,all,15,0.362607473,0.367988822,0.008729191,0.358882480,0.383548737,92.6588
31,1,first,15,0.299508311,0.299097379,0.002099729,0.295518239,0.302654368,76.6553
31,2,all,15,0.319469248,0.319419117,0.001513884,0.317191544,0.322273572,69.7388
31,2,first,15,0.270114479,0.272129131,0.007335294,0.266924438,0.296086210,59.3183
31,3,all,15,0.299675738,0.301382630,0.005906108,0.296045405,0.316356023,59.2223
31,3,first,15,0.257691803,0.258070983,0.003987726,0.254193942,0.269866524,51.9912
31,4,all,15,0.213397980,0.214292232,0.002502855,0.211566498,0.219053904,13.3816
31,4,first,15,0.187761163,0.189371910,0.003507103,0.186382573,0.198021647,10.7449
31,5,all,15,0.190332913,0.190200994,0.000807463,0.189096663,0.191383718,1.1268
31,5,first,15,0.171017117,0.173185327,0.006143651,0.168696866,0.193801804,0.8689
31,6,all,15,0.188212221,0.188303913,0.001590099,0.186291801,0.191770486,0.0000
31,6,first,15,0.169543915,0.169688776,0.001660630,0.168057098,0.174709204,0.0000
31,7,all,15,0.193118345,0.193268834,0.001560537,0.191265394,0.197195477,2.6067
31,7,first,15,0.171167230,0.171468617,0.002520266,0.168061786,0.177274636,0.9575
31,8,all,15,0.195422702,0.196694409,0.003416235,0.193279054,0.203269323,3.8310
31,8,first,15,0.176650501,0.176502204,0.001719130,0.173540819,0.180421761,4.1916
31,9,all,15,0.209575653,0.211462375,0.003792140,0.208304515,0.220243663,11.3507
31,9,first,15,0.185497420,0.187673167,0.006627480,0.184186300,0.210845735,9.4097
31,10,all,15,0.220210185,0.219851261,0.002960081,0.215463847,0.224648794,17.0010
31,10,first,15,0.195265876,0.195927491,0.004771524,0.192059063,0.212031114,15.1713
31,11,all,15,0.228063792,0.229041714,0.006972128,0.224268595,0.252583822,21.1737
31,11,first,15,0.198364614,0.198614639,0.002067359,0.195845150,0.203893094,16.9990
31,12,all,15,0.231320699,0.232921232,0.005994994,0.228708059,0.253906250,22.9042
31,12,first,15,0.208045105,0.208596348,0.001811073,0.205963552,0.213074158,22.7087
32,1,all,15,0.364889221,0.367003923,0.006081998,0.360359616,0.379316542,93.3468
32,1,first,15,0.303218091,0.304105795,0.004672864,0.295822360,0.315088692,75.3478
32,2,all,15,0.312554042,0.314523484,0.004910021,0.310731455,0.327486992,65.6156
32,2,first,15,0.263206698,0.264625938,0.003766916,0.260356801,0.274283625,52.2097
32,3,all,15,0.278967756,0.279514984,0.002480091,0.277124507,0.287247238,47.8189
32,3,first,15,0.242589732,0.243435499,0.003598568,0.239521454,0.254937073,40.2871
32,4,all,15,0.213412384,0.214054448,0.001996728,0.211639832,0.218168040,13.0826
32,4,first,15,0.190314187,0.191486476,0.003463222,0.188340081,0.200703235,10.0567
32,5,all,15,0.191367467,0.191624276,0.001631661,0.189330487,0.195637461,1.4015
32,5,first,15,0.174500504,0.174342590,0.001632054,0.170942942,0.177361170,0.9118
32,6,all,15,0.188722610,0.190907798,0.008913727,0.187663684,0.223054182,0.0000
32,6,first,15,0.172923762,0.173311493,0.002012232,0.170733134,0.178670180,0.0000
32,7,all,15,0.195233027,0.195331997,0.001304820,0.193059709,0.197576235,3.4497
32,7,first,15,0.173747101,0.174232625,0.002359343,0.172345200,0.182080799,0.4761
32,8,all,15,0.197046424,0.197884195,0.002165235,0.195902718,0.204931191,4.4106
32,8,first,15,0.179154782,0.180539167,0.003348634,0.176720445,0.189073698,3.6033
32,9,all,15,0.204630958,0.206127543,0.004139303,0.202614466,0.215632477,8.4295
32,9,first,15,0.181354243,0.181747672,0.002286738,0.178990538,0.188303350,4.8753
32,10,all,15,0.219356964,0.218548387,0.002854846,0.214881053,0.222199758,16.2325
32,10,first,15,0.196362601,0.197051226,0.002167082,0.194388496,0.202192730,13.5544
32,11,all,15,0.226001312,0.227397183,0.003357957,0.223531087,0.236200541,19.7532
32,11,first,15,0.199777111,0.200124246,0.001975910,0.197629225,0.206241608,15.5290
32,12,all,15,0.232650340,0.233011430,0.003240954,0.229966054,0.243394216,23.2763
32,12,first,15,0.211073140,0.211385121,0.002277925,0.207782745,0.215648234,22.0614
33,1,all,15,0.377849308,0.377426761,0.002437876,0.373073849,0.380556318,99.6182
33,1,first,15,0.300196546,0.300101918,0.002576598,0.296041692,0.305731036,72.7730
33,2,all,15,0.313286781,0.315474614,0.005249064,0.310843252,0.330735842,65.5098
33,2,first,15,0.267269351,0.268239623,0.004494377,0.261821747,0.280176799,53.8223
33,3,all,15,0.280742645,0.280771786,0.003428143,0.276275736,0.288974444,48.3167
33,3,first,15,0.243754496,0.246205479,0.005419514,0.241664886,0.258367757,40.2887
33,4,all,15,0.207664490,0.207573955,0.001477127,0.204863658,0.210238983,9.7094
33,4,first,15,0.184602737,0.187181332,0.003875416,0.182389509,0.193229955,6.2449
33,5,all,15,0.190952801,0.191138750,0.000963496,0.190065520,0.193433762,0.8806
33,5,first,15,0.173917694,0.175128700,0.002911273,0.172592799,0.182298737,0.0953
33,6,all,15,0.189285990,0.189754510,0.001309093,0.188507504,0.192590993,0.0000
33,6,first,15,0.173752043,0.174394630,0.002112025,0.172266083,0.179076021,0.0000
33,7,all,15,0.196119588,0.196518793,0.001449705,0.194473979,0.198524263,3.6102
33,7,first,15,0.175293113,0.175508876,0.002258714,0.172205327,0.179833654,0.8869
33,8,all,15,0.199321815,0.201248121,0.004890413,0.196927041,0.213220740,5.3019
33,8,first,15,0.182253876,0.183650947,0.003607211,0.178698078,0.190964093,4.8931
33,9,all,15,0.206533641,0.209530357,0.005336160,0.204034170,0.220367004,9.1120
33,9,first,15,0.182802056,0.183530219,0.001834461,0.181057188,0.187142334,5.2086
33,10,all,15,0.213286499,0.212115026,0.003844708,0.206397166,0.218423208,12.6795
33,10,first,15,0.192249086,0.192218521,0.003022654,0.188002769,0.198268890,10.6457
33,11,all,15,0.228305400,0.228299205,0.002975965,0.223420888,0.232972046,20.6140
33,11,first,15,0.200601866,0.200749480,0.002041174,0.198360375,0.205138524,15.4530
33,12,all,15,0.233322571,0.233503555,0.002048363,0.229544749,0.237230092,23.2646
33,12,first,15,0.213503520,0.214504045,0.003469460,0.210138957,0.222760518,22.8783
34,1,all,15,0.359757741,0.360947459,0.004376105,0.356451670,0.372960832,90.5989
34,1,first,15,0.298359121,0.300024670,0.002647586,0.296988487,0.306195157,73.6278
34,2,all,15,0.313973427,0.314502715,0.003611045,0.310319265,0.323521296,66.3425
34,2,first,15,0.269237620,0.270892391,0.006126094,0.264286474,0.286669731,56.6808
34,3,all,15,0.280347404,0.281139235,0.002461252,0.278533300,0.288001175,48.5275
34,3,first,15,0.247961253,0.248484350,0.003449676,0.243926585,0.257164429,44.2991
34,4,all,15,0.209996969,0.210654619,0.002364847,0.208416402,0.218103200,11.2560
34,4,first,15,0.187143750,0.187744189,0.001982358,0.185527802,0.194094272,8.9069
34,5,all,15,0.188751221,0.189261236,0.001734625,0.187132094,0.194125002,0.0000
34,5,first,15,0.171838337,0.173389762,0.004761316,0.168798582,0.185643302,0.0000
34,6,all,15,0.190696013,0.193110549,0.008446340,0.188309708,0.221889284,1.0303
34,6,first,15,0.174408315,0.174511922,0.001045640,0.173125441,0.176645203,1.4956
34,7,all,15,0.196528252,0.197260067,0.002247458,0.194228838,0.202118200,4.1203
34,7,first,15,0.176547368,0.176849600,0.001699425,0.175077650,0.182637465,2.7404
34,8,all,15,0.199173821,0.200827351,0.003725098,0.198055547,0.208875512,5.5219
34,8,first,15,0.183730308,0.184380073,0.002465952,0.181734653,0.191345918,6.9204
34,9,all,15,0.207889130,0.209226479,0.003700886,0.205353628,0.216963450,10.1392
34,9,first,15,0.185268538,0.185371823,0.001229092,0.183713701,0.188732495,7.8156
34,10,all,15,0.215894908,0.215732574,0.004119436,0.209504862,0.224195689,14.3807
34,10,first,15,0.192579693,0.193261417,0.002159278,0.190950673,0.198433490,12.0703
34,11,all,15,0.220504344,0.220068587,0.002945937,0.216297577,0.225623657,16.8227
34,11,first,15,0.194158554,0.195246871,0.002377642,0.191912469,0.198381916,12.9891
34,12,all,15,0.232207397,0.232978113,0.002990752,0.229028910,0.240388234,23.0230
34,12,first,15,0.218091756,0.221537103,0.011078813,0.212239583,0.257184347,26.9168
35,1,all,15,0.356998444,0.357624521,0.002944803,0.353464186,0.365794152,89.8076
35,1,first,15,0.312729416,0.313887596,0.004972590,0.306098200,0.323844490,81.3898
35,2,all,15,0.312205950,0.312313185,0.001286065,0.310210648,0.315034116,65.9925
35,2,first,15,0.269597893,0.271076237,0.005498874,0.263918241,0.284571114,56.3726
35,3,all,15,0.282423770,0.283958400,0.004350145,0.280522766,0.296087265,50.1580
35,3,first,15,0.249320132,0.249819968,0.003575603,0.244815089,0.259746450,44.6111
35,4,all,15,0.213905334,0.214736150,0.003759881,0.211609731,0.226060232,13.7284
35,4,first,15,0.190000534,0.190076898,0.001051202,0.188060684,0.192458538,10.2044
35,5,all,15,0.190750410,0.191264048,0.001997119,0.188787960,0.196495056,1.4175
35,5,first,15,0.174239477,0.175514410,0.003295306,0.171226925,0.181505771,1.0627
35,6,all,15,0.188084352,0.188256862,0.001406506,0.186452866,0.191142468,0.0000
35,6,first,15,0.172408422,0.173687381,0.003457357,0.170056373,0.182499008,0.0006
35,7,all,15,0.192649629,0.192764612,0.002286330,0.189752223,0.197912496,2.4272
35,7,first,15,0.172407362,0.172898070,0.001888761,0.170916807,0.177758891,0.0000
35,8,all,15,0.199865409,0.201585038,0.003563813,0.198083098,0.207311842,6.2637
35,8,first,15,0.184259771,0.185121726,0.001830213,0.182539266,0.188406135,6.8747
35,9,all,15,0.209770203,0.211051742,0.005043146,0.205414235,0.220940908,11.5299
35,9,first,15,0.187273382,0.186737767,0.001491073,0.184086694,0.188749814,8.6226
35,10,all,15,0.214938263,0.213976712,0.002518102,0.210232635,0.217625519,14.2776
35,10,first,15,0.195295190,0.195860922,0.001769703,0.193081606,0.199227507,13.2754
35,11,all,15,0.221007884,0.223004348,0.004462912,0.216863851,0.233239065,17.5047
35,11,first,15,0.196090274,0.196520228,0.001438685,0.194868868,0.199267069,13.7366
35,12,all,15,0.225966980,0.226043108,0.003406097,0.221474965,0.234801402,20.1413
35,12,first,15,0.224945923,0.224719267,0.002053822,0.220461100,0.228522827,30.4735
36,1,all,15,0.369038747,0.368299931,0.004393898,0.360308041,0.375274370,93.5084
36,1,first,15,0.311587652,0.312551605,0.002803783,0.309730644,0.319652023,78.1533
36,2,all,15,0.312974180,0.315125607,0.005719479,0.310036341,0.326844851,64.1105
36,2,first,15,0.283610560,0.285259705,0.004137907,0.280438525,0.294967232,62.1572
36,3,all,15,0.285375913,0.287044169,0.004777168,0.283720754,0.299449488,49.6391
36,3,first,15,0.249805878,0.249839501,0.002644939,0.246975372,0.258113444,42.8290
36,4,all,15,0.215907206,0.216381186,0.002031504,0.213682383,0.222769419,13.2127
36,4,first,15,0.192053757,0.193210131,0.003492497,0.190789964,0.202537469,9.8086
36,5,all,15,0.194820828,0.195038052,0.001987705,0.192159017,0.198535207,2.1558
36,5,first,15,0.177845781,0.178276840,0.003787459,0.174615648,0.189084303,1.6851
36,6,all,15,0.190709432,0.191150453,0.002090734,0.188744159,0.196619381,0.0000
36,6,first,15,0.174898571,0.175780921,0.003520326,0.171880374,0.185717477,0.0000
36,7,all,15,0.195342517,0.195618804,0.001416939,0.193662643,0.198701935,2.4294
36,7,first,15,0.176598231,0.176727342,0.002000114,0.173891559,0.180121884,0.9718
36,8,all,15,0.194844488,0.196427920,0.003392986,0.193302010,0.203047502,2.1682
36,8,first,15,0.179668003,0.179809123,0.001890078,0.176892810,0.183262295,2.7270
36,9,all,15,0.209370087,0.210415027,0.003440251,0.206316203,0.217922638,9.7849
36,9,first,15,0.186807141,0.187202077,0.001616245,0.185444446,0.190151003,6.8088
36,10,all,15,0.215120951,0.214491867,0.003505703,0.209421794,0.220398376,12.8004
36,10,first,15,0.195117179,0.195314997,0.001839828,0.192194689,0.198721703,11.5602
36,11,all,15,0.223468353,0.223690852,0.003813666,0.217838287,0.232468496,17.1774
36,11,first,15,0.196655409,0.197147298,0.001221398,0.195968764,0.200121138,12.4397
36,12,all,15,0.226760864,0.226616130,0.002338830,0.222948283,0.230662028,18.9039
36,12,first,15,0.210248311,0.210390671,0.003011455,0.206889679,0.216711680,20.2116
37,1,all,15,0.374945882,0.373295398,0.007649921,0.360022651,0.388782654,93.2416
37,1,first,15,0.312827950,0.313835569,0.003808313,0.310777562,0.326430537,77.6851
37,2,all,15,0.315774282,0.318620188,0.011548936,0.308936971,0.353732109,62.7454
37,2,first,15,0.281366768,0.281407779,0.001836551,0.279099668,0.285709178,59.8153
37,3,all,15,0.287245636,0.287870053,0.003161283,0.284372431,0.297788518,48.0422
37,3,first,15,0.264635086,0.265640189,0.003718639,0.263151067,0.278044802,50.3118
37,4,all,15,0.219027618,0.221817864,0.008340780,0.216847310,0.248048574,12.8836
37,4,first,15,0.194141956,0.195651254,0.003010587,0.192430284,0.200871709,10.2719
37,5,all,15,0.197639821,0.200762054,0.009150575,0.194793277,0.231182310,1.8606
37,5,first,15,0.178622843,0.179591072,0.002640135,0.176993120,0.185935406,1.4571
37,6,all,15,0.194029626,0.196040942,0.005290066,0.191085960,0.207897822,0.0000
37,6,first,15,0.176057460,0.177798494,0.003817677,0.174531581,0.185430315,0.0000
37,7,all,15,0.199737193,0.200353082,0.002871483,0.197698458,0.209858153,2.9416
37,7,first,15,0.178410568,0.178801666,0.001556832,0.176466132,0.181516359,1.3366
37,8,all,15,0.199232449,0.201565352,0.005695367,0.194594413,0.212981610,2.6815
37,8,first,15,0.184865875,0.184639965,0.003899101,0.179510464,0.192230013,5.0031
37,9,all,15,0.204943907,0.206240690,0.004203956,0.200750919,0.214601449,5.6251
