k,patterns,mode,algorithm,runs,median_build_ms_per_matcher,median_search_ns_per_base,median_reference_ns_per_base,mean_reference_ns_per_base,stddev_reference_ns_per_base,min_reference_ns_per_base,max_reference_ns_per_base,slower_than_best_pct
31,2,first,bndmq,5,0.000462,0.258732712,0.258737178,0.259008548,0.000906386,0.257774489,0.259988844,0.0000
31,2,first,hash,5,0.000342,1.405236790,1.405241080,1.419093710,0.031158842,1.390146632,1.459186609,443.1153
31,4,all,aho_corasick,5,0.034007,1.439757381,1.440108124,1.436703517,0.047933454,1.393593977,1.510170725,268.5704
31,4,all,bndmq,5,0.001128,0.390721648,0.390728151,0.392916136,0.007287680,0.383135067,0.400265993,0.0000
31,4,all,hash,5,0.000524,2.379402107,2.379406715,2.392100575,0.081065848,2.283436372,2.505382993,508.9673
31,4,first,aho_corasick,5,0.032697,1.207703334,1.208057345,1.204415021,0.014251564,1.188409173,1.221440166,228.1950
31,4,first,bndmq,5,0.001123,0.368080386,0.368091328,0.371174216,0.007366542,0.363509216,0.379346304,0.0000
31,4,first,hash,5,0.000488,1.766151853,1.766157627,1.772196272,0.009663509,1.763892985,1.785178841,379.8151
31,8,all,aho_corasick,5,0.064424,1.394129558,1.394778782,1.424445698,0.061702668,1.378280573,1.523529171,92.7827
31,8,all,bndmq,5,0.002138,0.723476849,0.723497786,0.723376215,0.009287938,0.711968949,0.735884616,0.0000
31,8,all,hash,5,0.000997,2.240077488,2.240088750,2.240887314,0.014559454,2.222819104,2.262970378,209.6193
31,8,first,aho_corasick,5,0.061583,1.206268069,1.206881565,1.210713198,0.027908036,1.187373082,1.255622926,105.0892
31,8,first,bndmq,5,0.002378,0.588442420,0.588466573,0.593538101,0.011510849,0.588188554,0.614126868,0.0000
31,8,first,hash,5,0.001103,1.933708121,1.933724150,1.922827076,0.047834553,1.849188772,1.971698813,228.6039
31,16,all,aho_corasick,5,0.118912,1.445140006,1.446339447,1.430860965,0.033344710,1.383536847,1.467058582,9.1136
31,16,all,bndmq,5,0.006063,1.325466335,1.325535500,1.325472186,0.017411215,1.307722134,1.344394798,0.0000
31,16,all,hash,5,0.001411,2.286568910,2.286589795,2.294124615,0.059840695,2.206862375,2.361137985,72.5031
31,16,first,aho_corasick,5,0.116133,1.211831221,1.213040948,1.231932372,0.054764747,1.190165538,1.322493441,14.5026
31,16,first,bndmq,5,0.005393,1.059343181,1.059399899,1.069654295,0.024662333,1.041402456,1.101935522,0.0000
31,16,first,hash,5,0.001667,1.781109664,1.781130394,1.775804819,0.030229244,1.741381903,1.810597715,68.1264
31,19,all,aho_corasick,5,0.124530,1.247480470,1.248764046,1.253450080,0.012387968,1.242862312,1.274719506,0.0000
31,19,all,bndmq,5,0.005673,1.274484930,1.274550554,1.318149307,0.098408376,1.245456614,1.478047793,2.0650
31,19,all,hash,5,0.001905,2.972302634,2.972324746,2.984928610,0.026565649,2.961127385,3.019941387,138.0213
31,19,first,aho_corasick,5,0.125149,1.090655267,1.091975628,1.104158052,0.037870083,1.079466175,1.171262283,4.8731
31,19,first,bndmq,5,0.005667,1.041177096,1.041235607,1.048315987,0.021062750,1.023192867,1.077014088,0.0000
31,19,first,hash,5,0.001687,2.324870173,2.324890439,2.333881536,0.034167188,2.310481016,2.393961800,123.2819
31,23,all,aho_corasick,5,0.181062,1.548272614,1.550097738,1.547599711,0.082792478,1.444234034,1.635950805,0.0000
31,23,all,bndmq,5,0.005316,1.803651401,1.803724594,1.820587996,0.057237537,1.767156481,1.913447022,16.3620
31,23,all,hash,5,0.003944,6.577690298,6.577712277,6.869224354,0.706249892,6.020916243,7.659854800,324.3418
31,23,first,aho_corasick,5,0.195316,1.504174217,1.506143333,1.560983871,0.089136847,1.503113632,1.709249034,0.0000
31,23,first,bndmq,5,0.005188,1.634527754,1.634580983,1.645882652,0.047430149,1.593624887,1.707512422,8.5276
31,23,first,hash,5,0.002792,4.468156755,4.468188525,4.714060767,0.575615648,4.239589069,5.583530369,196.6642
31,32,all,aho_corasick,5,0.223536,1.384188926,1.386444795,1.391100318,0.010490246,1.385118554,1.409678775,0.0000
31,32,all,bndmq,5,0.010031,2.324958900,2.325085201,2.352356678,0.084776493,2.249532939,2.446646153,67.7012
31,32,all,hash,5,0.002057,2.376726406,2.376756092,2.405088115,0.069273349,2.349908023,2.519701824,71.4281
31,32,first,aho_corasick,5,0.224838,1.232392221,1.234659546,1.234030691,0.040868929,1.193006761,1.286933715,0.0000
31,32,first,bndmq,5,0.008870,1.991527398,1.991657709,1.985260281,0.042735855,1.932516356,2.028078928,61.3123
31,32,first,hash,5,0.002474,1.934964520,1.934989729,1.951389514,0.029117429,1.934038960,2.001691278,56.7225
31,64,all,aho_corasick,5,0.444490,1.443165115,1.447476540,1.487798035,0.070095551,1.438810577,1.604649245,0.0000
31,64,all,bndmq,5,0.017073,4.835624655,4.835800174,4.751914778,0.204051137,4.470582575,4.960093032,234.0849
31,64,all,hash,5,0.003948,2.545413387,2.545460364,2.548051409,0.007601633,2.543050281,2.561333369,75.8550
31,64,first,aho_corasick,5,0.441510,1.250302088,1.254692467,1.264855174,0.022615298,1.248285326,1.303240514,0.0000
31,64,first,bndmq,5,0.015584,3.856045822,3.856225090,3.823501663,0.101427353,3.647240720,3.892384801,207.3442
31,64,first,hash,5,0.004208,2.270830173,2.270880588,2.266704264,0.064587749,2.162770510,2.325036297,80.9910
31,128,all,aho_corasick,5,0.902750,1.579551841,1.588529528,1.585193329,0.038929616,1.526186738,1.624744251,0.0000
31,128,all,bndmq,5,0.037250,8.941968786,8.942284825,8.854245291,0.476553643,8.244473306,9.473465633,462.9285
31,128,all,hash,5,0.008355,2.830010170,2.830112465,2.843614894,0.036807514,2.807923129,2.889034847,78.1593
31,128,first,aho_corasick,5,0.847562,1.316700697,1.325669639,1.321416565,0.044600347,1.268838082,1.369452681,0.0000
31,128,first,bndmq,5,0.029271,6.820714269,6.821081143,6.835072869,0.180961427,6.574476436,7.075828763,414.5385
31,128,first,hash,5,0.006916,2.359421951,2.359507156,2.348780386,0.029894254,2.315036410,2.383975442,77.9861
31,256,all,aho_corasick,5,1.786959,1.677881234,1.695827858,1.678257893,0.053031076,1.600262639,1.732626535,0.0000
31,256,all,bndmq,5,0.064333,17.289006262,17.289347921,17.422455739,0.408845508,17.034225512,18.041330167,919.5226
31,256,all,hash,5,0.009792,2.565628619,2.565781538,2.554338393,0.027257863,2.517822464,2.578456933,51.2996
31,256,first,aho_corasick,5,1.783375,1.458979582,1.476073718,1.488317025,0.036848600,1.444303361,1.542341505,0.0000
31,256,first,bndmq,5,0.041166,14.442261115,14.442942364,14.334131916,0.297213152,13.917973414,14.634672401,878.4703
31,256,first,hash,5,0.009542,2.048952572,2.049073812,2.067316029,0.079524831,2.006410157,2.201078508,38.8192
31,360,first,aho_corasick,5,2.250834,1.467509565,1.489826190,1.487602777,0.004656004,1.482503705,1.492314515,0.0000
31,360,first,hash,5,0.012791,4.391467887,4.391695807,4.408263518,0.290222183,4.141670887,4.866558597,194.7791
31,506,all,aho_corasick,5,3.978209,2.278022944,2.317945784,2.429230142,0.336092551,2.086258327,2.966145318,0.0000
31,506,all,hash,5,0.018708,2.906219188,2.906446687,2.937629792,0.103916089,2.863268023,3.116836266,25.3889
31,506,first,aho_corasick,5,5.136209,2.665582999,2.723525393,2.669261579,0.178737822,2.467439225,2.887409225,4.7772
31,506,first,hash,5,0.030917,2.599000642,2.599349801,2.622275255,0.238996579,2.340040320,2.910308759,0.0000
31,711,all,aho_corasick,5,4.887542,2.085654169,2.134424481,2.171632991,0.055855292,2.128637833,2.247887174,0.0000
31,711,all,hash,5,0.022334,6.675325399,6.675594569,6.739447189,0.375500727,6.388234724,7.376878166,212.7585
31,1000,all,aho_corasick,5,7.481459,2.664756340,2.741853266,2.725720551,0.059245116,2.660230930,2.787919004,1.6531
31,1000,all,hash,5,0.038875,2.696956266,2.697265445,2.698878770,0.062907591,2.624196832,2.765509889,0.0000
31,1000,first,aho_corasick,5,7.506375,2.334878240,2.414557671,2.442041534,0.200148664,2.283750012,2.777631115,23.2143
31,1000,first,hash,5,0.043709,1.958992752,1.959640251,1.987105944,0.055000492,1.937941124,2.073590013,0.0000
31,10000,all,aho_corasick,5,74.827375,6.273186624,7.019243042,7.074784600,0.470173772,6.562265205,7.720753728,98.6463
31,10000,all,hash,5,0.329500,3.530734189,3.533538353,3.538847759,0.011727044,3.526158368,3.553749143,0.0000
31,10000,first,aho_corasick,5,74.463875,5.061972376,5.808586293,5.877734163,0.302301127,5.548564323,6.236887116,121.0937
31,10000,first,hash,5,0.272375,2.623893922,2.627205576,2.583651001,0.133622620,2.436178878,2.715886658,0.0000
31,100000,all,hash,5,2.921542,6.989505601,7.021025128,7.072485355,0.175550931,6.959811080,7.380376069,0.0000
31,100000,first,hash,5,3.146500,5.819297531,5.853209544,6.059519129,0.430497780,5.629501241,6.717255735,0.0000
31,1000000,all,hash,5,30.089667,3.679502641,4.008231154,4.033081438,0.059696086,3.978993712,4.113532193,0.0000
31,1000000,first,hash,5,30.787541,2.966412397,3.295664239,3.275368447,0.066152107,3.162532425,3.332439165,0.0000
40,1,all,aho_corasick,5,0.014068,0.932677697,0.932821956,0.933835614,0.007985186,0.925813023,0.946090622,329.1729
40,1,all,bndmq,5,0.000430,0.217345930,0.217353429,0.219200532,0.004696205,0.216077684,0.227511822,0.0000
40,1,all,hash,5,0.000320,1.789375960,1.789380185,1.750624544,0.066670514,1.658583730,1.802678665,723.2583
40,1,first,aho_corasick,5,0.014734,0.661904856,0.662053555,0.675683811,0.021010689,0.658822930,0.702274809,214.4780
40,1,first,bndmq,5,0.000535,0.210518474,0.210524625,0.206311901,0.011471731,0.191358296,0.217027998,0.0000
40,1,first,hash,5,0.000434,1.462812760,1.462819335,1.433965333,0.043517166,1.375737558,1.467917605,594.8448
40,2,all,aho_corasick,5,0.030464,5.816436746,5.816745333,5.985992320,1.176863394,4.709683391,7.551106307,1180.0081
40,2,all,bndmq,5,0.001700,0.454412675,0.454430349,0.468668054,0.053923244,0.423147227,0.560002643,0.0000
40,2,all,hash,5,0.000643,2.692798232,2.692803700,2.716556244,0.149430242,2.583599088,2.961853611,492.5669
40,2,first,aho_corasick,5,0.027970,4.152567221,4.152852406,4.212003422,0.352530592,3.820141318,4.675641850,1517.8478
40,2,first,bndmq,5,0.000616,0.256683395,0.256689937,0.263378382,0.015736495,0.255518098,0.291491680,0.0000
40,2,first,hash,5,0.000548,1.708498812,1.708508069,1.731616765,0.075265516,1.677951313,1.863593026,565.5921
40,4,all,aho_corasick,5,0.039925,1.415163859,1.415598725,1.429749964,0.043359503,1.381105608,1.489265201,223.4970
40,4,all,bndmq,5,0.001594,0.437574410,0.437592559,0.440102121,0.016251810,0.424107283,0.460204915,0.0000
40,4,all,hash,5,0.000756,2.447396733,2.447403393,2.446484452,0.079858392,2.324358530,2.541894143,459.2882
40,4,first,aho_corasick,5,0.044445,1.328474955,1.328922112,1.334937804,0.044206823,1.267713390,1.377268723,288.2153
40,4,first,bndmq,5,0.000720,0.342309104,0.342315770,0.356594576,0.021122106,0.339154541,0.379818782,0.0000
40,4,first,hash,5,0.000523,1.697669368,1.697681736,1.730792402,0.074346378,1.668879515,1.840650106,395.9403
40,8,all,aho_corasick,5,0.083366,1.518149749,1.519001128,1.510823476,0.053153383,1.447088537,1.587840569,127.3591
40,8,all,bndmq,5,0.002496,0.668076532,0.668106466,0.675739738,0.039436819,0.643517507,0.739809148,0.0000
40,8,all,hash,5,0.001263,2.530969839,2.530991817,2.535486215,0.065022395,2.450565697,2.605023127,278.8306
40,8,first,aho_corasick,5,0.079131,1.269500626,1.270298257,1.270134432,0.059091486,1.209108398,1.357302582,139.8299
40,8,first,bndmq,5,0.002306,0.529641801,0.529666423,0.532802786,0.008685117,0.526704822,0.547671758,0.0000
40,8,first,hash,5,0.000837,1.755320490,1.755331193,1.759877349,0.024606131,1.735699454,1.800811127,231.4031
40,16,all,aho_corasick,5,0.145792,1.391132984,1.392543485,1.407665892,0.038381212,1.385057863,1.476021436,15.4909
40,16,all,bndmq,5,0.003943,1.205728497,1.205760762,1.200542967,0.039569112,1.136421216,1.237638052,0.0000
40,16,all,hash,5,0.001383,2.211947968,2.211972706,2.288964158,0.146203041,2.167648210,2.494963680,83.4504
40,16,first,aho_corasick,5,0.159211,1.285517193,1.287132402,1.299312842,0.052625375,1.249473164,1.354833367,35.1984
40,16,first,bndmq,5,0.006037,0.951970367,0.952031980,0.950681104,0.019336738,0.923959369,0.976836114,0.0000
40,16,first,hash,5,0.001813,1.908748090,1.908768428,1.924040083,0.050031019,1.883551237,2.011371886,100.4942
40,19,all,aho_corasick,5,0.175705,1.420653667,1.422402382,1.425890530,0.022509893,1.401889819,1.453015225,0.0000
40,19,all,bndmq,5,0.005170,1.517496730,1.517539795,1.478634184,0.099166234,1.315013793,1.568751989,6.6885
40,19,all,hash,5,0.001914,2.546336153,2.546355260,2.527464753,0.063920102,2.441408342,2.597869680,79.0179
40,19,first,aho_corasick,5,0.253321,1.815584108,1.818168878,1.771949036,0.163443621,1.535509793,1.942530879,56.3401
40,19,first,bndmq,5,0.008345,1.162912162,1.162957220,1.172140740,0.024791103,1.156262199,1.215537413,0.0000
40,19,first,hash,5,0.002684,2.200314324,2.200341525,2.168589099,0.083118093,2.044002129,2.263185427,89.2023
40,23,all,aho_corasick,5,0.249757,1.668022486,1.670236357,1.669133540,0.059086087,1.585584540,1.748807777,0.0000
40,23,all,bndmq,5,0.009174,1.928758320,1.928852590,1.917185443,0.167727068,1.679746846,2.147476605,15.4838
40,23,all,hash,5,0.003319,4.411371789,4.411410748,4.398526694,0.293580813,4.090763909,4.730455426,164.1190
40,23,first,aho_corasick,5,0.251698,1.499850911,1.502162977,1.550892440,0.104023436,1.481176730,1.732773675,0.0000
40,23,first,bndmq,5,0.007986,1.767493780,1.767608536,1.681760705,0.141002713,1.461287300,1.782108978,17.6709
40,23,first,hash,5,0.001486,3.225120869,3.225181111,3.219751906,0.053810399,3.147498529,3.286229231,114.7025
40,32,all,aho_corasick,5,0.302318,1.474721952,1.477727813,1.495101830,0.045348068,1.454245395,1.553238978,0.0000
40,32,all,bndmq,5,0.010495,2.225588035,2.225677670,2.219109123,0.030416919,2.174193650,2.248630972,50.6149
40,32,all,hash,5,0.003609,2.750079249,2.750128415,2.779353848,0.095504384,2.686857883,2.932856896,86.1052
40,32,first,aho_corasick,5,0.295615,1.324865651,1.328106459,1.340058132,0.066370224,1.274291579,1.447468518,0.0000
40,32,first,bndmq,5,0.008604,1.655384257,1.655463268,1.646561930,0.016954908,1.620553181,1.660135308,24.6484
40,32,first,hash,5,0.003318,2.054685653,2.054723776,2.055631754,0.037098144,2.018581356,2.114588812,54.7108
40,64,all,aho_corasick,5,0.600167,1.550358437,1.556465678,1.573852285,0.062737696,1.519292946,1.680439581,0.0000
40,64,all,bndmq,5,0.022896,4.517761358,4.518014898,4.439264424,0.306504546,3.914770037,4.724432935,190.2740
40,64,all,hash,5,0.006292,2.858470052,2.858541299,2.859063023,0.099757867,2.725825278,2.991053362,83.6559
40,64,first,aho_corasick,5,0.734865,1.588701460,1.596096714,1.779165331,0.387637597,1.552486750,2.461428646,0.0000
40,64,first,bndmq,5,0.018958,3.484486704,3.484692120,3.451008285,0.095696023,3.312584119,3.559212669,118.3259
40,64,first,hash,5,0.004885,2.488075505,2.488139465,2.473665647,0.061797686,2.404178369,2.540003535,55.8890
40,128,all,aho_corasick,5,1.167021,1.674031652,1.685779963,1.681246471,0.043689737,1.619583431,1.741269642,0.0000
40,128,all,bndmq,5,0.039834,7.814885620,7.815475619,7.771044583,0.178378425,7.548687818,8.010530229,363.6118
40,128,all,hash,5,0.007458,3.228670213,3.228770212,3.217104317,0.129026953,3.057513470,3.410168595,91.5298
40,128,first,aho_corasick,5,1.154021,1.461690407,1.473845592,1.477084544,0.043837135,1.428600263,1.534301301,0.0000
40,128,first,bndmq,5,0.031813,5.746490587,5.746693092,5.769950877,0.123113164,5.610058780,5.947009146,289.9115
40,128,first,hash,5,0.008292,2.715825408,2.715918528,2.691977242,0.065649256,2.591704607,2.763516558,84.2743
40,256,all,aho_corasick,5,2.361334,1.846424647,1.870129180,1.893946964,0.079716292,1.832551335,2.032760514,0.0000
40,256,all,bndmq,5,0.069958,14.844249892,14.844970730,14.737376277,0.192794961,14.470933978,14.897325625,693.7939
40,256,all,hash,5,0.013458,2.599566471,2.599856460,2.596992556,0.068114161,2.493474603,2.668080074,39.0202
40,256,first,aho_corasick,5,2.364375,1.650109200,1.673924152,1.684859964,0.044463607,1.635351309,1.756447327,0.0000
40,256,first,bndmq,5,0.065708,11.802501395,11.803685563,11.777836615,0.477759020,11.265310809,12.518724133,605.1506
40,256,first,hash,5,0.013583,1.831615087,1.831796746,1.826172096,0.022027615,1.800665979,1.851775046,9.4313
40,360,first,aho_corasick,5,3.346917,1.695652859,1.728825292,1.746342507,0.076283341,1.689471621,1.879201242,0.0000
40,360,first,hash,5,0.022750,5.875716999,5.876021588,5.685346797,0.662235099,4.612003276,6.346134808,239.8852
40,506,all,aho_corasick,5,5.557584,2.410998098,2.468058814,2.402937028,0.187558948,2.152554035,2.609356031,0.0000
40,506,all,hash,5,0.038583,2.765685719,2.765937378,2.736730527,0.050484894,2.669554241,2.779355281,12.0693
40,506,first,aho_corasick,5,5.220041,2.057886714,2.109126622,2.122183260,0.048262626,2.084817080,2.206407677,11.0712
40,506,first,hash,5,0.018250,1.898701623,1.898896622,1.933665299,0.055899177,1.882381235,1.996342677,0.0000
40,711,all,aho_corasick,5,6.966458,2.524733701,2.600020220,2.537817008,0.113381374,2.369415681,2.633502653,0.0000
40,711,all,hash,5,0.037417,4.250603159,4.251046078,4.263561473,0.085921669,4.172613325,4.367178766,63.5005
40,1000,all,aho_corasick,5,9.653583,2.773801952,2.881495067,2.830534587,0.127032665,2.638228054,2.970737399,22.7186
40,1000,all,hash,5,0.052875,2.347471555,2.348050304,2.384863062,0.142651565,2.275708779,2.624023082,0.0000
40,1000,first,aho_corasick,5,10.033208,2.370882338,2.472389225,2.507398569,0.114078404,2.371276087,2.643196384,31.6292
40,1000,first,hash,5,0.045042,1.877904994,1.878298743,1.910963760,0.051749734,1.876417907,1.994139342,0.0000
40,10000,all,aho_corasick,5,100.858417,6.266281217,7.279659611,7.743719347,0.997536132,7.127535745,9.477674385,126.7764
40,10000,all,hash,5,0.368500,3.206141508,3.210060670,3.266137136,0.136066427,3.173905732,3.503602573,0.0000
40,10000,first,aho_corasick,5,114.278416,6.133421483,7.216159738,7.389863554,0.572280843,6.860457529,8.310638379,150.4205
40,10000,first,hash,5,0.361791,2.877809664,2.881617577,2.882911572,0.049306296,2.819509781,2.950867438,0.0000
40,100000,all,hash,5,3.871375,6.734331111,6.773641873,6.870825676,0.266790753,6.545496499,7.220505559,0.0000
40,100000,first,hash,5,4.041833,5.672398655,5.715556909,6.130982738,1.328866148,5.166426327,8.462611405,0.0000
40,1000000,all,hash,5,41.287583,3.972635385,4.433249474,4.346384309,0.199403154,4.075554349,4.561668797,0.0000
40,1000000,first,hash,5,39.340666,2.890098380,3.307450465,3.320154110,0.125027027,3.212426075,3.523749623,0.0000
44,23,all,aho_corasick,5,0.236583,1.450530476,1.452919658,1.463286982,0.092470089,1.388272262,1.614247294,16.5067
44,23,all,bndmq,5,0.008007,1.246974604,1.247069882,1.234683316,0.021745197,1.200314598,1.252555715,0.0000
44,23,all,hash,5,0.003146,4.847158723,4.847210389,5.156149527,0.834144754,4.143775006,6.269969907,288.6880
44,23,first,aho_corasick,5,0.247302,1.322285672,1.324770826,1.318765125,0.071696943,1.223449382,1.405842538,36.5390
44,23,first,bndmq,5,0.007424,0.970190158,0.970251130,1.013884515,0.071896165,0.958495420,1.113306444,0.0000
44,23,first,hash,5,0.002556,3.634328015,3.634368466,3.605678728,0.273325997,3.328040247,4.011868975,274.5802
44,506,first,aho_corasick,5,5.199875,1.973194804,2.027493035,1.972206058,0.110490283,1.823048024,2.071724187,0.0000
44,506,first,hash,5,0.036583,2.175149400,2.175549399,2.266847634,0.205272855,2.135422399,2.625876828,7.3024
48,1,all,aho_corasick,5,0.017344,1.020574366,1.020753901,1.018111552,0.014089245,1.000175383,1.036746418,382.8466
48,1,all,bndmq,5,0.000349,0.211398781,0.211403331,0.211739246,0.001568288,0.210079005,0.214282985,0.0000
48,1,all,hash,5,0.000323,1.820799438,1.820805778,1.904274029,0.158823957,1.776092139,2.158762288,761.2947
48,1,first,aho_corasick,5,0.029764,1.307690536,1.307993980,1.414987211,0.365645604,1.087225952,1.996712103,288.2887
48,1,first,bndmq,5,0.000763,0.336852713,0.336861175,0.354249763,0.069705171,0.282359952,0.469797154,0.0000
48,1,first,hash,5,0.000585,2.265265876,2.265273251,2.388962048,0.262033897,2.193186193,2.838795222,572.4649
48,2,all,aho_corasick,5,0.034116,5.840798208,5.841146484,5.912455827,0.311642086,5.536433182,6.353788626,2068.9452
48,2,all,bndmq,5,0.000684,0.269300949,0.269308162,0.270400494,0.001760918,0.268907959,0.272901660,0.0000
48,2,all,hash,5,0.000391,2.054186234,2.054191097,2.040141349,0.058195468,1.963204686,2.118427679,662.7660
48,2,first,aho_corasick,5,0.030669,4.173293738,4.173616249,4.114392580,0.176931112,3.904296728,4.312277133,1349.2523
48,2,first,bndmq,5,0.000848,0.287975219,0.287984111,0.305366107,0.026007249,0.287177616,0.345001806,0.0000
48,2,first,hash,5,0.000459,1.959640836,1.959647671,1.974716517,0.091767904,1.863299864,2.094962854,580.4708
48,4,all,aho_corasick,5,0.050611,1.501324500,1.501802232,1.503589375,0.038372680,1.448982154,1.540971815,302.6781
48,4,all,bndmq,5,0.001193,0.372938514,0.372953505,0.368531742,0.009246565,0.357096098,0.378598356,0.0000
48,4,all,hash,5,0.000564,2.123039501,2.123046401,2.136213384,0.073954605,2.069030906,2.261178538,469.2523
48,4,first,aho_corasick,5,0.049969,1.297180211,1.297706804,1.324126457,0.054744429,1.284166655,1.415055497,238.1775
48,4,first,bndmq,5,0.001435,0.383720474,0.383735355,0.389061579,0.014067048,0.381333462,0.414123516,0.0000
48,4,first,hash,5,0.000701,1.859411155,1.859428471,1.867765026,0.058070275,1.801637782,1.952176925,384.5601
48,8,all,aho_corasick,5,0.099970,1.584855535,1.585906282,1.582273768,0.039473879,1.530978187,1.621773364,141.1595
48,8,all,bndmq,5,0.002816,0.657588127,0.657617058,0.663618361,0.021436634,0.644483143,0.700570759,0.0000
48,8,all,hash,5,0.001191,2.406799232,2.406810300,2.368013409,0.072043379,2.273274898,2.434863784,265.9896
48,8,first,aho_corasick,5,0.106499,1.448662393,1.449753413,1.454625651,0.016175659,1.441766982,1.482820929,184.8644
48,8,first,bndmq,5,0.002505,0.508909545,0.508927591,0.510957749,0.009369058,0.500597705,0.523515464,0.0000
48,8,first,hash,5,0.001257,2.092903027,2.092917441,2.079696541,0.058003433,1.978446862,2.121796539,311.2407
48,16,all,aho_corasick,5,0.202313,1.618917365,1.620845219,1.655036367,0.072715389,1.619205451,1.784871087,57.6421
48,16,all,bndmq,5,0.005945,1.028142099,1.028180666,1.041255488,0.019854276,1.025011129,1.064550440,0.0000
48,16,all,hash,5,0.002188,2.611356437,2.611385420,2.598457846,0.111812032,2.441827070,2.739909074,153.9812
48,16,first,aho_corasick,5,0.200943,1.452023955,1.454092818,1.461691615,0.023532874,1.448045587,1.503474620,55.5686
48,16,first,bndmq,5,0.006427,0.934612182,0.934695799,0.931192385,0.026046470,0.888524998,0.959574066,0.0000
48,16,first,hash,5,0.002594,2.299351001,2.299379203,2.310742629,0.059377655,2.259646103,2.411728765,146.0029
48,23,all,aho_corasick,5,0.249625,1.469646573,1.472376898,1.484773322,0.038604254,1.443911296,1.527450627,21.3074
48,23,all,bndmq,5,0.005208,1.213687381,1.213756650,1.212488391,0.007073451,1.205331191,1.222947886,0.0000
48,23,all,hash,5,0.004760,4.873330603,4.873379595,4.900690600,0.767582710,3.972429499,5.708468531,301.5121
48,23,first,aho_corasick,5,0.298965,1.562134173,1.565202273,1.578022280,0.078912853,1.491824003,1.707634397,31.7979
48,23,first,bndmq,5,0.006243,1.187519670,1.187577794,1.169817956,0.053537805,1.102239660,1.219757919,0.0000
48,23,first,hash,5,0.003587,4.038917269,4.038963241,3.972930624,0.372736139,3.420294819,4.356464075,240.1009
48,27,all,aho_corasick,5,0.288871,1.442734475,1.445685791,1.434815745,0.029531629,1.401579677,1.466729877,7.7886
48,27,all,bndmq,5,0.008533,1.341143177,1.341223676,1.341903310,0.012975168,1.326009557,1.355127564,0.0000
48,27,all,hash,5,0.003758,8.629233245,8.629330702,8.320733351,0.929852194,6.740632398,9.018615753,543.3924
48,27,first,aho_corasick,5,0.337671,1.445028599,1.448427239,1.499637932,0.203609014,1.298707520,1.816802833,30.9372
48,27,first,bndmq,5,0.010696,1.106150377,1.106200167,1.104777980,0.017670812,1.078805133,1.128606601,0.0000
48,27,first,hash,5,0.002788,4.447702716,4.447769548,4.388167002,0.104801055,4.241279796,4.487615331,302.0764
48,32,all,aho_corasick,5,0.380802,1.546331799,1.550164007,1.564321284,0.104988857,1.475367513,1.738966863,0.0000
48,32,all,bndmq,5,0.011417,1.691976884,1.692094851,1.708915933,0.025916831,1.690853614,1.748656005,9.1559
48,32,all,hash,5,0.003141,2.388554222,2.388610836,2.390122089,0.107073520,2.280083169,2.563389653,54.0876
48,32,first,aho_corasick,5,0.402953,1.429049818,1.433244367,1.439949521,0.045705777,1.376966429,1.487859290,0.0000
48,32,first,bndmq,5,0.006740,1.464681623,1.464750006,1.454200752,0.044233105,1.395012429,1.504086764,2.1982
48,32,first,hash,5,0.003016,1.927540410,1.927578587,1.949460986,0.031179970,1.925298081,1.986832233,34.4906
48,64,all,aho_corasick,5,0.721646,1.599861371,1.607119958,1.614290023,0.070322310,1.538863937,1.727657529,0.0000
48,64,all,bndmq,5,0.021240,3.306003962,3.306232295,3.230290136,0.115202215,3.079977860,3.321134891,105.7241
48,64,all,hash,5,0.007542,2.914355855,2.914418145,2.921100464,0.158284348,2.762916329,3.173472530,81.3442
48,64,first,aho_corasick,5,0.800854,1.624057838,1.632717561,1.659074664,0.109053863,1.513323313,1.783371356,0.0000
48,64,first,bndmq,5,0.027334,2.916556248,2.916843123,3.012809478,0.360885984,2.632412893,3.460904703,78.6496
48,64,first,hash,5,0.006052,2.207773998,2.207837852,2.210266214,0.054955489,2.154408810,2.278835519,35.2247
48,128,all,aho_corasick,5,1.461896,1.742551515,1.756250027,1.771304706,0.045927112,1.730814038,1.843620058,0.0000
48,128,all,bndmq,5,0.043042,6.400675119,6.400938448,6.409127267,0.317239548,5.955481009,6.780484774,264.4662
48,128,all,hash,5,0.010042,2.890280469,2.890386924,2.887579766,0.080593224,2.774785075,2.995331924,64.5772
48,128,first,aho_corasick,5,1.437709,1.550649399,1.564989995,1.566169783,0.051447454,1.514260096,1.640399634,0.0000
48,128,first,bndmq,5,0.039354,4.624105752,4.624532001,4.672333487,0.111410075,4.558169634,4.803373303,195.4991
48,128,first,hash,5,0.009646,2.267654635,2.267778384,2.279183694,0.068657329,2.212539535,2.376820041,44.9069
48,256,all,aho_corasick,5,2.923625,1.864424601,1.893785802,1.906830436,0.040279299,1.875906248,1.977192296,0.0000
48,256,all,bndmq,5,0.075083,12.025749699,12.026765536,12.049053070,0.509807947,11.408615933,12.720209560,535.0647
48,256,all,hash,5,0.014625,2.539629511,2.539840330,2.565267535,0.047310407,2.524414531,2.621177258,34.1144
48,256,first,aho_corasick,5,3.017333,1.710556999,1.740909848,1.770158378,0.092429864,1.655721689,1.881706237,0.0000
48,256,first,bndmq,5,0.052208,9.632799894,9.633671983,9.709374747,0.199359212,9.518862632,10.010505809,453.3700
