k,patterns,mode,algorithm,runs,median_build_ms_per_matcher,median_search_ns_per_base,median_reference_ns_per_base,mean_reference_ns_per_base,stddev_reference_ns_per_base,min_reference_ns_per_base,max_reference_ns_per_base,slower_than_best_pct
10,2,all,bndmq,5,0.000525,0.528522769,0.528526844,0.528893506,0.003875475,0.523316827,0.533293858,0.0000
10,2,all,hash,5,0.000286,1.826932823,1.826936344,1.832453805,0.012641581,1.824355578,1.854417159,245.6658
10,2,first,aho_corasick,5,0.011213,3.309292661,3.309406116,3.309646459,0.006686386,3.301367864,3.316556184,679.5770
10,2,first,bndmq,5,0.000544,0.424507323,0.424513039,0.428405117,0.010378588,0.420518449,0.446357264,0.0000
10,2,first,hash,5,0.000258,1.409458759,1.409460875,1.413644412,0.008353493,1.405999492,1.423733342,232.0183
10,4,all,aho_corasick,5,0.015160,1.241111558,1.241264364,1.242170918,0.006791472,1.236712417,1.253635199,26.3603
10,4,all,bndmq,5,0.000771,0.982303845,0.982321805,0.988428736,0.013576173,0.981465876,1.012678027,0.0000
10,4,all,hash,5,0.000428,2.053708795,2.053713013,2.071517762,0.039020395,2.039209066,2.133969358,109.0672
10,4,first,aho_corasick,5,0.015395,1.026214475,1.026362158,1.030807910,0.010417638,1.021788990,1.045611224,32.1163
10,4,first,bndmq,5,0.000984,0.776852643,0.776862870,0.781186196,0.010266869,0.776066145,0.799535059,0.0000
10,4,first,hash,5,0.000455,1.554262714,1.554265592,1.560845210,0.015538284,1.552362339,1.588574472,100.0695
10,5,all,aho_corasick,5,0.017632,1.265932732,1.266115355,1.276328797,0.038728596,1.239806795,1.332687106,5.3718
10,5,all,bndmq,5,0.001312,1.201546031,1.201569177,1.208365275,0.020891591,1.193403445,1.244329957,0.0000
10,5,all,hash,5,0.000429,2.146129799,2.146135351,2.182646465,0.074512859,2.140191121,2.314342979,78.6111
10,5,first,aho_corasick,5,0.017750,1.047292684,1.047485418,1.072484788,0.072610429,1.023561993,1.201059256,9.0561
10,5,first,bndmq,5,0.001373,0.960487743,0.960501836,1.016579974,0.087724733,0.948414591,1.139247588,0.0000
10,5,first,hash,5,0.000588,1.648586264,1.648593547,1.678001370,0.059425377,1.644545683,1.782677288,71.6388
10,6,all,aho_corasick,5,0.020359,1.247578349,1.247782660,1.251641917,0.009386303,1.241514176,1.263068445,0.0000
10,6,all,bndmq,5,0.001362,1.414384105,1.414396440,1.426785320,0.024817283,1.405490219,1.462799241,13.3528
10,6,all,hash,5,0.000642,2.240743324,2.240755165,2.241532573,0.011057467,2.230974698,2.259862357,79.5790
10,6,first,aho_corasick,5,0.019676,1.024745552,1.024947692,1.024597726,0.002639166,1.021065271,1.028124902,0.0000
10,6,first,bndmq,5,0.001007,1.112869017,1.112876352,1.115248233,0.005988262,1.111385498,1.125796833,8.5788
10,6,first,hash,5,0.000421,1.693198124,1.693204093,1.696213024,0.010024507,1.689659209,1.713910630,65.1991
10,8,all,aho_corasick,5,0.022525,1.241384446,1.241614100,1.243184245,0.006312873,1.237275860,1.253687095,0.0000
10,8,all,bndmq,5,0.002121,1.842119802,1.842147393,1.843377624,0.006069726,1.837560332,1.850976918,48.3671
10,8,all,hash,5,0.000536,2.047256578,2.047265392,2.047155464,0.008391748,2.038801761,2.058675255,64.8874
10,8,first,aho_corasick,5,0.023734,1.029916203,1.030150258,1.033438998,0.009197062,1.023601629,1.047966986,0.0000
10,8,first,bndmq,5,0.002169,1.446139974,1.446153489,1.447603237,0.009204152,1.438765952,1.462901787,40.3828
10,8,first,hash,5,0.000617,1.558150139,1.558158381,1.562932071,0.009499454,1.556589213,1.579063207,51.2554
10,16,all,aho_corasick,5,0.039742,1.241901929,1.242308582,1.248409775,0.016551391,1.238762622,1.277867722,0.0000
10,16,all,bndmq,5,0.004456,3.520614840,3.520650125,3.523166929,0.012108480,3.511030326,3.542197853,183.3958
10,16,all,hash,5,0.001182,2.084654121,2.084665397,2.083647692,0.009207736,2.070549549,2.095798452,67.8058
10,16,first,aho_corasick,5,0.040026,1.024611792,1.024985739,1.027977884,0.007745505,1.021530612,1.041365342,0.0000
10,16,first,bndmq,5,0.004534,2.762602427,2.762635291,2.770980391,0.020401647,2.752366924,2.798581282,169.5291
10,16,first,hash,5,0.001271,1.599421319,1.599445276,1.604678153,0.019219615,1.585292601,1.630340951,56.0456
10,32,all,aho_corasick,5,0.071693,1.240250488,1.240944494,1.244108743,0.007505928,1.237707598,1.255419384,0.0000
10,32,all,bndmq,5,0.006964,6.849561454,6.849642390,6.852621270,0.017140487,6.837954979,6.881763641,451.9701
10,32,all,hash,5,0.001432,2.446467928,2.446488553,2.451180026,0.023840288,2.431962529,2.491658403,97.1473
10,32,first,aho_corasick,5,0.068927,1.023522222,1.024191228,1.029841990,0.012198347,1.022616665,1.051459196,0.0000
10,32,first,bndmq,5,0.008807,5.407926317,5.408006941,5.472273210,0.116822759,5.367229716,5.623583501,428.0271
10,32,first,hash,5,0.001630,1.845448566,1.845468463,1.850773579,0.009852044,1.843462600,1.867150740,80.1879
10,64,all,aho_corasick,5,0.134656,1.242035064,1.243495575,1.248163850,0.009963902,1.238341031,1.261887410,0.0000
10,64,all,bndmq,5,0.013750,13.520556416,13.520716832,13.532511408,0.020888164,13.517883109,13.567503025,987.3152
10,64,all,hash,5,0.002510,2.143059516,2.143103268,2.146526619,0.009731491,2.136048844,2.159000440,72.3451
10,64,first,aho_corasick,5,0.125792,1.031016752,1.032364866,1.039967641,0.015524174,1.029154792,1.065766059,0.0000
10,64,first,bndmq,5,0.016344,10.736782446,10.736962129,10.845602342,0.225359245,10.712108788,11.244646713,940.0356
10,64,first,hash,5,0.002635,1.650747634,1.650775654,1.661442999,0.045220508,1.622316496,1.734303938,59.9023
10,128,all,aho_corasick,5,0.246958,1.246340837,1.248872292,1.253878242,0.011931100,1.246924591,1.275136410,0.0000
10,128,all,hash,5,0.002771,2.438243454,2.438284913,2.452857261,0.036438045,2.424299526,2.514759345,95.2389
10,128,first,aho_corasick,5,0.243688,1.042133746,1.044929160,1.042468250,0.011591302,1.028792317,1.056875596,0.0000
10,128,first,hash,5,0.003979,1.826827176,1.826889471,1.833334501,0.018643898,1.822117396,1.866324392,74.8338
10,256,all,aho_corasick,5,0.473000,1.271057878,1.275418699,1.279455355,0.007064377,1.273127034,1.287879924,0.0000
10,256,all,hash,5,0.007208,2.476831706,2.476888796,2.488865686,0.021135477,2.473722133,2.523606203,94.2020
10,256,first,aho_corasick,5,0.483708,1.057279545,1.062509545,1.067473949,0.019083948,1.050217900,1.096949056,0.0000
10,256,first,hash,5,0.007041,1.878825402,1.878956242,1.883354149,0.025150412,1.849598801,1.918717413,76.8414
10,1000,all,aho_corasick,5,1.705000,2.135074480,2.151167368,2.148672785,0.023232605,2.116510767,2.179752720,0.0000
10,1000,all,hash,5,0.021875,2.512361645,2.512617475,2.514421973,0.013089715,2.501197918,2.536262847,16.8025
10,1000,first,aho_corasick,5,1.698917,1.695344529,1.713954072,1.703863258,0.047722110,1.652294195,1.770771868,0.0000
10,1000,first,hash,5,0.020291,1.800898488,1.801341817,1.802363061,0.009407083,1.791707667,1.817591785,5.0986
10,3162,all,aho_corasick,5,4.966917,3.756491237,3.806962386,3.759171980,0.098652966,3.636881056,3.848654803,0.0000
10,3162,all,hash,5,0.038583,7.884677981,7.885303809,7.876911330,0.221054824,7.548717823,8.083300083,107.1285
10,3162,first,aho_corasick,5,5.928833,3.000678579,3.060426799,3.134761563,0.182647818,2.924069982,3.386679477,0.0000
10,3162,first,hash,5,0.067417,7.081515007,7.082466675,7.048984656,0.481999651,6.558889802,7.633214324,131.4209
10,5623,all,aho_corasick,5,8.501083,4.642200716,4.728380543,4.809677467,0.317186358,4.528189284,5.320572279,0.0000
10,5623,all,hash,5,0.063500,4.980635039,4.981375867,4.987276441,0.059318786,4.927664315,5.081511087,5.3506
10,5623,first,aho_corasick,5,8.233416,2.767633215,2.850940968,2.863245607,0.098617556,2.749403251,3.017463965,3.3358
10,5623,first,hash,5,0.048166,2.758295323,2.758908642,2.805795051,0.081711870,2.730144120,2.916112498,0.0000
10,10000,all,aho_corasick,5,13.962916,4.778580023,4.921533907,4.961774660,0.187034443,4.780315849,5.245489509,25.9949
10,10000,all,hash,5,0.118875,3.904629691,3.906138858,3.933900632,0.062689502,3.899474701,4.045531909,0.0000
10,10000,first,aho_corasick,5,14.070375,2.553059484,2.696652937,2.698551183,0.034634602,2.664912590,2.751199908,50.8314
10,10000,first,hash,5,0.075542,1.786924766,1.787858924,1.788963672,0.013654853,1.776038948,1.810543879,0.0000
10,100000,all,aho_corasick,5,105.683917,13.145085800,14.295418909,14.259010148,1.259560787,13.062985124,16.123769412,28.0141
10,100000,all,hash,5,1.195625,11.153280613,11.167068086,11.171381823,0.087395394,11.079509931,11.274816200,0.0000
10,100000,first,aho_corasick,5,106.896083,1.273161204,2.403214774,2.416959248,0.098105845,2.291124998,2.536744507,161.9661
10,100000,first,hash,5,1.167750,0.902676115,0.917376085,0.922894488,0.012362009,0.913184424,0.941826866,0.0000
10,1000000,first,aho_corasick,5,745.518542,0.864355771,8.561042458,8.728585127,0.356219255,8.489880940,9.347280475,1263.3165
10,1000000,first,hash,5,21.138750,0.385544639,0.627957074,0.648939786,0.039431983,0.615350019,0.705157760,0.0000
11,6,all,aho_corasick,5,0.021214,1.270539006,1.270778926,1.277013082,0.022951771,1.255768617,1.307464944,0.0000
11,6,all,bndmq,5,0.001605,1.319394865,1.319411677,1.366938468,0.126676776,1.275247275,1.589172813,3.8270
11,6,all,hash,5,0.000654,2.454292036,2.454304574,2.500387927,0.222653524,2.290144931,2.815372567,93.1339
11,1000,first,aho_corasick,5,2.155333,2.016333047,2.039425091,2.083676085,0.115872635,2.003693913,2.282986274,0.0000
11,1000,first,hash,5,0.010666,2.369077762,2.369223592,2.393433961,0.188391372,2.192741865,2.697717515,16.1712
12,1,all,aho_corasick,5,0.009130,0.621407130,0.621504585,0.625371798,0.010378813,0.617723060,0.643468349,146.4818
12,1,all,bndmq,5,0.000417,0.252145635,0.252150303,0.256475163,0.011110499,0.250510031,0.276307243,0.0000
12,1,all,hash,5,0.000260,1.703129089,1.703132461,1.705087957,0.004354777,1.700955240,1.712096975,575.4434
12,1,first,aho_corasick,5,0.009562,0.404062030,0.404163879,0.414061137,0.023727612,0.401929406,0.456407774,85.4042
12,1,first,bndmq,5,0.000270,0.217987098,0.217990639,0.220925600,0.009220474,0.215613486,0.237288078,0.0000
12,1,first,hash,5,0.000361,1.327168452,1.327172033,1.329976768,0.010470348,1.320111732,1.346294930,508.8207
12,2,all,aho_corasick,5,0.011908,4.412088163,4.412208779,4.415583654,0.012059604,4.398995916,4.428884812,891.5438
12,2,all,bndmq,5,0.000512,0.444980542,0.444983732,0.448103315,0.009655728,0.440922732,0.464624216,0.0000
12,2,all,hash,5,0.000324,1.825128884,1.825133134,1.836479973,0.034524932,1.816529476,1.897767822,310.1573
12,2,first,aho_corasick,5,0.011753,3.354929729,3.355050814,3.357038636,0.011330346,3.344213223,3.373313939,824.4726
12,2,first,bndmq,5,0.000472,0.362910217,0.362915119,0.366840084,0.010321841,0.359934931,0.385124334,0.0000
12,2,first,hash,5,0.000271,1.407097392,1.407102449,1.409360528,0.004430470,1.405830841,1.416440434,287.7222
12,4,all,aho_corasick,5,0.016393,1.237199139,1.237367333,1.242518477,0.011237817,1.235275697,1.261967381,52.5390
12,4,all,bndmq,5,0.000934,0.811173670,0.811181006,0.811992038,0.002974674,0.808398882,0.815686653,0.0000
12,4,all,hash,5,0.000389,2.021705392,2.021710026,2.026237772,0.013274023,2.011448700,2.042823890,149.2304
12,4,first,aho_corasick,5,0.016897,1.031486720,1.031661170,1.032437235,0.006433679,1.025193326,1.039564169,59.4706
12,4,first,bndmq,5,0.000598,0.646922194,0.646928586,0.649145879,0.004656203,0.644516916,0.655018518,0.0000
12,4,first,hash,5,0.000410,1.559107094,1.559110447,1.558855272,0.010718108,1.545576323,1.574988017,141.0019
12,6,all,aho_corasick,5,0.027595,1.611161281,1.611443895,1.600250927,0.051828536,1.521433565,1.664181425,13.2352
12,6,all,bndmq,5,0.001866,1.423060696,1.423094910,1.462669594,0.131438359,1.345351495,1.665289982,0.0000
12,6,all,hash,5,0.000615,3.003887629,3.003894664,3.007010012,0.080293519,2.904563056,3.123301632,111.0818
12,6,first,aho_corasick,5,0.028450,1.338986368,1.339264428,1.333952983,0.036596398,1.274106254,1.374416644,18.5641
12,6,first,bndmq,5,0.001882,1.129560554,1.129569575,1.133273586,0.006802546,1.126421864,1.142210859,0.0000
12,6,first,hash,5,0.000647,2.433771360,2.433812493,2.433298980,0.067285821,2.365326710,2.515033529,115.4637
12,7,all,aho_corasick,5,0.025168,1.242275850,1.242532342,1.250271182,0.016177603,1.237529964,1.277884103,0.0000
12,7,all,bndmq,5,0.002108,1.395861865,1.395877629,1.441545983,0.096903208,1.350665717,1.547340420,12.3414
12,7,all,hash,5,0.000586,2.330089100,2.330097455,2.329037959,0.003551763,2.324074099,2.332523028,87.5281
12,7,first,aho_corasick,5,0.024023,1.036769705,1.037015613,1.041392238,0.013425589,1.027239549,1.062579895,0.0000
12,7,first,bndmq,5,0.002179,1.117738719,1.117761340,1.127916866,0.046862633,1.079617245,1.206221288,7.7864
12,7,first,hash,5,0.000669,1.753819990,1.753825451,1.835970574,0.125026308,1.747032699,2.029598535,69.1224
12,8,all,aho_corasick,5,0.026497,1.239022431,1.239285196,1.259619878,0.040876206,1.237530591,1.332219036,0.0000
12,8,all,bndmq,5,0.002099,1.490520633,1.490542065,1.539568391,0.097835483,1.488826628,1.713393010,20.2743
12,8,all,hash,5,0.000728,2.058451210,2.058459881,2.087869616,0.050670548,2.052610475,2.169837447,66.1006
12,8,first,aho_corasick,5,0.026533,1.028602495,1.028861575,1.032119794,0.006945592,1.026577276,1.043062885,0.0000
12,8,first,bndmq,5,0.002100,1.191486042,1.191507851,1.195283357,0.008328891,1.189922235,1.209776596,15.8084
12,8,first,hash,5,0.000596,1.567898157,1.567908717,1.568847955,0.004145744,1.565091841,1.575879582,52.3926
12,16,all,aho_corasick,5,0.046375,1.240760296,1.241214422,1.245224376,0.011033697,1.237355457,1.264669192,0.0000
12,16,all,bndmq,5,0.003315,2.867546569,2.867607478,2.869563754,0.020229124,2.850033327,2.902522842,131.0324
12,16,all,hash,5,0.000914,2.279045411,2.279059629,2.281093907,0.017279824,2.260819841,2.307781285,83.6153
12,16,first,aho_corasick,5,0.046292,1.039358821,1.039842191,1.045128508,0.022447773,1.027902082,1.083935832,0.0000
12,16,first,bndmq,5,0.002867,2.261235140,2.261262275,2.260799525,0.016947554,2.240759054,2.283063143,117.4621
12,16,first,hash,5,0.001161,1.732676214,1.732692673,1.736303539,0.006491151,1.731484797,1.746346874,66.6303
12,32,all,aho_corasick,5,0.079328,1.237290932,1.238095509,1.244031225,0.014261777,1.235581215,1.269270942,0.0000
12,32,all,bndmq,5,0.005224,5.538604441,5.538711575,5.585710367,0.145960971,5.487557407,5.841654051,347.3574
12,32,all,hash,5,0.002063,2.137424561,2.137446437,2.139028013,0.020010360,2.117773842,2.171686014,72.6399
12,32,first,aho_corasick,5,0.082740,1.032987986,1.033834751,1.037720927,0.007669302,1.029571446,1.046229443,0.0000
12,32,first,bndmq,5,0.006969,4.370180879,4.370254679,4.371704903,0.012103535,4.358667168,4.386472668,322.7227
12,32,first,hash,5,0.001786,1.620119119,1.620138546,1.622154824,0.006308447,1.617185029,1.632534283,56.7116
12,64,all,aho_corasick,5,0.161271,1.241931735,1.243408805,1.245607494,0.007631718,1.239248421,1.258876389,0.0000
12,64,all,bndmq,5,0.017198,10.906108591,10.906244005,10.952935127,0.100850896,10.877368081,11.122917267,777.1246
12,64,all,hash,5,0.002240,2.340902523,2.340926065,2.354297021,0.030600583,2.327330551,2.398632376,88.2668
12,64,first,aho_corasick,5,0.143042,1.031405499,1.032856007,1.033016464,0.001678345,1.030728422,1.034877136,0.0000
12,64,first,bndmq,5,0.015573,8.609875701,8.609970598,8.625717662,0.027735068,8.601064106,8.656859393,733.6080
12,64,first,hash,5,0.002781,1.773779980,1.773809355,1.816985715,0.098265883,1.769145224,1.992716451,71.7383
12,128,all,aho_corasick,5,0.310750,1.285142430,1.288327213,1.298635778,0.024640125,1.282897854,1.342311685,0.0000
12,128,all,hash,5,0.004666,2.534382431,2.534427641,2.542846538,0.014546637,2.531648477,2.563949242,96.7224
12,128,first,aho_corasick,5,0.300521,1.034169182,1.037229176,1.050935232,0.030769259,1.035895848,1.105910913,0.0000
12,128,first,bndmq,5,0.029000,17.145574459,17.145852168,17.416037252,0.483583555,17.111311402,18.243010184,1553.0438
12,128,first,hash,5,0.002979,1.922630735,1.922714695,1.922591195,0.002189019,1.920202200,1.925892393,85.3703
12,256,all,aho_corasick,5,0.600166,1.298485733,1.304609061,1.341507985,0.056430462,1.299909480,1.421741747,0.0000
12,256,all,hash,5,0.004708,2.425952648,2.426028488,2.430071056,0.025242820,2.403531853,2.466568397,85.9583
12,256,first,aho_corasick,5,0.584708,1.084208662,1.090151150,1.097649971,0.020268227,1.084612831,1.133606073,0.0000
12,256,first,hash,5,0.004458,1.826473847,1.826522177,1.834509831,0.019664209,1.823153434,1.869463351,67.5476
12,506,first,aho_corasick,5,1.372666,1.648149624,1.663069584,1.623195088,0.087327835,1.519532381,1.697692855,0.0000
12,506,first,hash,5,0.019209,2.446012188,2.446202608,2.410405011,0.076053699,2.324776600,2.490137520,47.0896
12,711,first,aho_corasick,5,1.586083,1.553526063,1.569110612,1.567160284,0.046142012,1.501764086,1.631340907,0.0000
12,711,first,hash,5,0.024459,3.335607909,3.335955828,3.340958900,0.026988468,3.306687967,3.370128680,112.6017
12,1000,all,aho_corasick,5,2.214167,2.239541361,2.262180886,2.255428321,0.072463580,2.141983216,2.332744505,0.0000
12,1000,all,hash,5,0.024708,2.377348585,2.377670665,2.397126374,0.033551956,2.368986512,2.440516789,5.1052
12,1000,first,aho_corasick,5,2.261708,1.923826572,1.947575685,2.009870814,0.132383975,1.882991654,2.158641933,8.7248
12,1000,first,hash,5,0.031959,1.790879338,1.791289747,1.817681284,0.044784421,1.786751016,1.890621219,0.0000
12,3162,all,aho_corasick,5,7.442500,4.098113894,4.168883742,4.279414107,0.465132760,3.948872102,5.081859836,0.0000
12,3162,all,hash,5,0.058417,9.151849616,9.152618775,9.446103110,0.738769141,8.806364057,10.411608347,119.5460
12,5623,all,aho_corasick,5,11.384500,4.103200544,4.221687387,4.274659953,0.142375777,4.116288017,4.433950722,0.0000
12,5623,all,hash,5,0.069125,5.482220286,5.483177374,5.475006218,0.145297624,5.330723929,5.675952398,29.8812
12,10000,all,aho_corasick,5,19.382375,4.995902508,5.192382525,5.080742005,0.227926867,4.825942018,5.299002322,47.6782
12,10000,all,hash,5,0.131167,3.514504631,3.516010888,3.524561867,0.018616663,3.512713805,3.557409965,0.0000
12,10000,first,aho_corasick,5,19.596291,3.981780366,4.181966636,4.173386487,0.244645777,3.902119696,4.528853442,62.6923
12,10000,first,hash,5,0.136708,2.568898612,2.570476109,2.573241937,0.010027093,2.560282379,2.584423161,0.0000
12,100000,all,aho_corasick,5,180.808292,11.469458311,13.358625783,13.549950066,0.616893194,12.929007472,14.481631037,68.4114
12,100000,all,hash,5,1.525250,7.915015420,7.932138726,7.999388751,0.172511742,7.883440483,8.298381313,0.0000
12,100000,first,aho_corasick,5,181.607250,7.263536303,9.171300817,8.754326571,0.671353658,8.011948556,9.309484711,115.4835
12,100000,first,hash,5,1.405458,4.240011100,4.256149408,4.286525511,0.071826116,4.244411931,4.413916172,0.0000
12,1000000,all,hash,5,15.708334,8.696060528,8.877629325,8.944531861,0.276993732,8.649933120,9.388993722,0.0000
12,1000000,first,hash,5,15.967542,1.272387035,1.459224582,1.478184210,0.039535600,1.448942512,1.545134000,0.0000
13,8,first,aho_corasick,5,0.029168,1.050551802,1.050851116,1.047692126,0.010648363,1.033268124,1.061071954,0.0000
13,8,first,bndmq,5,0.002288,1.149053230,1.149090287,1.154962647,0.014632204,1.143136017,1.178881325,9.3485
13,8,first,hash,5,0.000975,1.555723967,1.555735555,1.559386611,0.014487228,1.545565936,1.577586034,48.0453
14,8,all,aho_corasick,5,0.038824,1.616740764,1.617118435,1.629405384,0.019208662,1.614205699,1.655768610,0.0000
14,8,all,bndmq,5,0.001671,1.688953034,1.688968072,1.685635096,0.026292447,1.644743443,1.718173401,4.4431
14,8,all,hash,5,0.000994,2.664633062,2.664645926,2.609321887,0.188403534,2.404935122,2.850696525,64.7774
14,8,first,aho_corasick,5,0.039652,1.363191798,1.363610730,1.364202360,0.059448853,1.311202026,1.456746187,0.5396
14,8,first,bndmq,5,0.001863,1.356274519,1.356292045,1.382524004,0.046797541,1.339076466,1.449960580,0.0000
14,8,first,hash,5,0.001052,2.074407369,2.074414699,2.089967608,0.048161132,2.039549568,2.162055316,52.9475
15,8,all,aho_corasick,5,0.031145,1.244127688,1.244456896,1.248997872,0.012379461,1.238860617,1.270162597,1.9485
15,8,all,bndmq,5,0.001923,1.220658439,1.220672618,1.227390929,0.012277123,1.217854948,1.246774928,0.0000
15,8,all,hash,5,0.000801,2.054183436,2.054195141,2.051464715,0.018764555,2.031666546,2.077045201,68.2839
16,1,all,aho_corasick,5,0.009677,0.618155876,0.618254295,0.620672707,0.005692394,0.615870547,0.629396787,198.0985
16,1,all,bndmq,5,0.000277,0.207395953,0.207399358,0.208250546,0.002957930,0.206176181,0.213356633,0.0000
16,1,all,hash,5,0.000291,1.688375558,1.688379776,1.690301461,0.002886082,1.688162109,1.694281918,714.0718
16,1,first,aho_corasick,5,0.009757,0.397481212,0.397590235,0.400979408,0.007328823,0.397251528,0.414065541,108.1819
16,1,first,bndmq,5,0.000290,0.190979725,0.190982153,0.193684381,0.004469151,0.190092768,0.199363635,0.0000
16,1,first,hash,5,0.000332,1.330248888,1.330253966,1.338658647,0.026811917,1.318624279,1.385532079,596.5331
16,2,all,aho_corasick,5,0.013654,4.376025699,4.376166189,4.385996025,0.034350073,4.349278530,4.436583240,1183.8624
16,2,all,bndmq,5,0.000522,0.340853041,0.340859427,0.341478276,0.003844836,0.337543598,0.347592553,0.0000
16,2,all,hash,5,0.000299,1.808371438,1.808375533,1.809026944,0.007146136,1.798673126,1.817901143,430.5341
16,2,first,aho_corasick,5,0.013076,3.341117757,3.341251353,3.351274193,0.020965491,3.339519794,3.388293447,1034.7421
16,2,first,bndmq,5,0.000641,0.294444401,0.294450292,0.300057516,0.013059225,0.293256522,0.323373289,0.0000
16,2,first,hash,5,0.000361,1.411897187,1.411901633,1.409474945,0.007501736,1.401648818,1.418471863,379.5042
16,4,all,aho_corasick,5,0.019354,1.239515092,1.239705296,1.240357644,0.003942615,1.235668338,1.246369260,101.9638
16,4,all,bndmq,5,0.001062,0.613814352,0.613825418,0.623970059,0.023627444,0.609344152,0.665818636,0.0000
16,4,all,hash,5,0.000389,2.006885619,2.006894296,2.016701116,0.022820279,1.996004889,2.047756744,226.9487
16,4,first,aho_corasick,5,0.019034,1.042478643,1.042671880,1.045827864,0.009865308,1.034458136,1.059811424,110.4092
16,4,first,bndmq,5,0.000882,0.495536151,0.495544731,0.497928061,0.004348343,0.494132503,0.503913100,0.0000
16,4,first,hash,5,0.000434,1.544863088,1.544868920,1.549744989,0.016759133,1.538680158,1.579285677,211.7517
16,8,all,aho_corasick,5,0.033551,1.257237678,1.257577668,1.259436800,0.011682362,1.245183735,1.277708381,9.8693
16,8,all,bndmq,5,0.001967,1.144591703,1.144612158,1.153523932,0.019530535,1.143648052,1.188403703,0.0000
16,8,all,hash,5,0.000751,2.015249672,2.015260336,2.015497850,0.017142668,1.993400664,2.040932669,76.0649
16,8,first,aho_corasick,5,0.031991,1.036311418,1.036628622,1.041351754,0.010309956,1.033618005,1.058920304,13.8770
16,8,first,bndmq,5,0.001965,0.910285451,0.910305737,0.915475343,0.013810462,0.907349207,0.940029437,0.0000
16,8,first,hash,5,0.000977,1.583878066,1.583891073,1.641072005,0.154165826,1.542730320,1.909960483,73.9955
16,9,all,aho_corasick,5,0.037397,1.243230020,1.243615268,1.250958953,0.015281640,1.237736688,1.271456181,0.0000
16,9,all,bndmq,5,0.002141,1.283161594,1.283185070,1.290958633,0.015175086,1.277510464,1.310696138,3.1818
16,9,all,hash,5,0.000932,2.182072335,2.182081214,2.181902488,0.046846848,2.129483994,2.251760791,75.4627
16,9,first,aho_corasick,5,0.035172,1.040632769,1.040989757,1.047980964,0.014273154,1.035300392,1.068909943,1.7133
16,9,first,bndmq,5,0.001795,1.023435977,1.023454453,1.021256375,0.008277621,1.010907038,1.029607443,0.0000
16,9,first,hash,5,0.000845,1.655249489,1.655258526,1.657856991,0.009621576,1.649271555,1.671258503,61.7325
16,11,all,aho_corasick,5,0.052356,1.499645083,1.500148933,1.534833075,0.118867240,1.437616259,1.724029055,0.0000
16,11,all,bndmq,5,0.003396,1.883969098,1.884010435,1.912083588,0.058911391,1.863793481,1.994220727,25.5882
16,11,all,hash,5,0.001063,3.787649279,3.787659452,3.810518289,0.166625203,3.622087777,4.077919255,152.4856
16,11,first,aho_corasick,5,0.056967,1.371854855,1.372467576,1.395794137,0.052317092,1.348806703,1.468164591,0.0000
16,11,first,bndmq,5,0.003422,1.570388277,1.570423971,1.557110337,0.046157349,1.491129662,1.613459138,14.4234
16,11,first,hash,5,0.001266,2.684430195,2.684446167,2.662876845,0.052699919,2.569232950,2.693982563,95.5927
16,16,all,aho_corasick,5,0.056669,1.239909493,1.240483641,1.243447396,0.009689574,1.235993261,1.260390735,0.0000
16,16,all,bndmq,5,0.005365,2.215259942,2.215316971,2.314813287,0.255489523,2.158045416,2.766360588,78.5849
16,16,all,hash,5,0.001680,2.339294723,2.339321857,2.338179558,0.017688875,2.317341392,2.359894822,88.5814
16,16,first,aho_corasick,5,0.057854,1.040753366,1.041300796,1.046093855,0.010232675,1.038069080,1.061860864,0.0000
16,16,first,bndmq,5,0.005297,1.729251334,1.729282400,1.734817863,0.025052425,1.714939074,1.775810564,66.0694
16,16,first,hash,5,0.001581,1.771396235,1.771444098,1.776789382,0.013579756,1.768874669,1.800907502,70.1184
16,32,all,aho_corasick,5,0.107818,1.242155893,1.243259321,1.246303904,0.007832243,1.241637622,1.260220911,0.0000
16,32,all,bndmq,5,0.007172,4.209335075,4.209426481,4.273832516,0.107243003,4.188385292,4.437110591,238.5799
16,32,all,hash,5,0.002260,2.218533502,2.218565794,2.220121572,0.019759750,2.202647118,2.251224904,78.4475
16,32,first,aho_corasick,5,0.111641,1.082130093,1.083287427,1.107257922,0.081916371,1.045558719,1.247600794,0.0000
16,32,first,bndmq,5,0.008458,3.359462704,3.359567652,3.378894813,0.059109619,3.310678931,3.468678501,210.1271
16,32,first,hash,5,0.002609,1.805468466,1.805541956,1.802177375,0.096026157,1.700563013,1.925188765,66.6725
16,64,all,aho_corasick,5,0.230052,1.356886225,1.359394747,1.357692741,0.056991860,1.302412601,1.438919321,0.0000
16,64,all,bndmq,5,0.017438,8.830471856,8.830634252,8.850745194,0.521835579,8.226718459,9.665759551,549.6004
16,64,all,hash,5,0.002479,2.290533336,2.290574065,2.346346456,0.120361561,2.280197381,2.559856704,68.4996
16,64,first,aho_corasick,5,0.207031,1.040026260,1.042203327,1.045962903,0.011214549,1.039442002,1.065859808,0.0000
16,64,first,bndmq,5,0.016292,6.643618511,6.643787470,6.614267563,0.084741869,6.470916463,6.679549271,537.4752
16,64,first,hash,5,0.002802,1.743538972,1.743583554,1.745489829,0.004873982,1.741021592,1.752616604,67.2978
16,128,all,aho_corasick,5,0.406021,1.281037018,1.285142010,1.291596957,0.025546384,1.272288285,1.335588784,0.0000
