k,patterns,mode,algorithm,runs,median_fixed_ns_per_matcher,fixed_p2_5_ns_per_matcher,fixed_p97_5_ns_per_matcher,median_search_ns_per_base,search_p2_5_ns_per_base,search_p97_5_ns_per_base
80,100000,all,hash,5,10163181.000000000,8591770.300000001,11332371.699999999,4.033514323,3.688701501,4.564362819
80,100000,first,hash,5,9285603.000000000,8728794.400000000,15357415.200000001,3.229694441,3.002347060,3.364263611
80,1000000,all,hash,5,122927604.000000000,119478020.200000003,138248245.500000000,4.785919928,4.746862943,5.018024701
80,1000000,first,hash,5,126932135.000000000,119102304.200000003,240995974.099999964,4.220000060,4.172558496,4.444899084
96,1,all,aho_corasick,5,27863.391000000,27286.877900000,34872.090600000,1.211729379,1.171657579,1.244117729
96,1,all,hash,5,449.906000000,398.157500000,569.511400000,1.541359236,1.493496121,1.582858715
96,1,first,aho_corasick,5,29165.500000000,28360.170200000,32742.834400000,0.470554739,0.456618749,0.479871597
96,1,first,hash,5,432.984000000,402.301200000,574.881500000,1.286690154,1.255022830,1.304501788
96,2,all,aho_corasick,5,50636.812000000,47171.834300000,51189.553200000,4.959504293,4.827459202,4.992535210
96,2,all,hash,5,508.766000000,479.659500000,679.750000000,1.569934748,1.513404174,1.647073342
96,2,first,aho_corasick,5,47723.109000000,47501.573900000,57293.219900000,4.075867489,3.978355849,4.087512892
96,2,first,hash,5,526.766000000,498.676100000,675.167400000,1.312761667,1.291933212,1.326665745
96,4,all,aho_corasick,5,95680.062000000,91874.673400000,100411.756200000,2.169055941,2.116766817,2.225407810
96,4,all,hash,5,752.203000000,742.110900000,1114.077800000,1.598317925,1.590772777,1.603467866
96,4,first,aho_corasick,5,91380.047000000,87700.423800000,107835.140700000,1.822942113,1.797052525,1.840016901
96,4,first,hash,5,1042.422000000,902.140200000,1486.267400000,1.410597993,1.368081062,1.431378993
96,8,all,aho_corasick,5,185424.062000000,174790.368500000,202055.065400000,2.186826382,2.146038503,2.202509370
96,8,all,hash,5,1584.844000000,1337.224800000,1704.900000000,1.724874874,1.705342920,1.782161644
96,8,first,aho_corasick,5,187256.188000000,170571.884200000,252962.700200000,1.833210467,1.793470508,1.859835350
96,8,first,hash,5,1674.688000000,1260.737300000,1919.613000000,1.433620454,1.401918535,1.451826414
96,16,all,aho_corasick,5,355754.812000000,335313.243700000,391518.413000000,2.208118640,2.133167114,2.299788248
96,16,all,hash,5,2511.562000000,2230.818300000,3294.074600000,1.705223263,1.683697242,1.734356260
96,16,first,aho_corasick,5,367035.938000000,351709.868300000,403370.380800000,1.918708931,1.848451543,1.960243352
96,16,first,hash,5,2822.750000000,2234.706300000,3255.068700000,1.427506260,1.400439450,1.450098224
96,32,all,aho_corasick,5,736758.375000000,700291.312500000,802517.437500000,2.233330853,2.214306198,2.264170650
96,32,all,hash,5,4397.000000000,4288.000000000,6044.062500000,1.715267758,1.710333487,1.734608680
96,32,first,aho_corasick,5,752601.250000000,698552.875000000,801512.887500000,1.892767848,1.870990931,1.906138450
96,32,first,hash,5,4282.875000000,4275.987500000,6407.025000000,1.422032094,1.406667511,1.468047613
96,64,all,aho_corasick,5,1433634.750000000,1408060.050000000,1565214.975000000,2.375107579,2.357128785,2.403138490
96,64,all,hash,5,9259.750000000,7770.525000000,10621.375000000,1.798641861,1.762931809,1.870080452
96,64,first,aho_corasick,5,1496912.750000000,1461577.700000000,1601750.125000000,2.082116093,2.060817810,2.100232716
96,64,first,hash,5,9207.000000000,7943.500000000,10565.575000000,1.482985116,1.442397905,1.489023245
96,128,all,aho_corasick,5,3012635.500000000,2941674.100000000,3232953.650000000,2.778313333,2.729944786,2.795249240
96,128,all,hash,5,14993.000000000,14613.000000000,20137.750000000,1.695450859,1.683211601,1.730654008
96,128,first,aho_corasick,5,3101434.500000000,2993803.100000000,3464351.950000000,2.419754080,2.370915367,2.501159669
96,128,first,hash,5,18199.000000000,15169.000000000,19992.700000000,1.442020756,1.397823928,1.463307551
96,256,all,aho_corasick,5,6265819.000000000,5699932.200000000,6613926.100000001,3.163598263,3.091899142,3.334809772
96,256,all,hash,5,28383.000000000,28129.000000000,68689.700000000,1.802607575,1.779086739,1.825089988
96,256,first,aho_corasick,5,6684354.000000000,6199892.600000000,7553634.199999999,2.809054362,2.594397596,2.854477450
96,256,first,hash,5,28494.000000000,28100.000000000,46106.300000000,1.459712931,1.445870502,1.500264492
96,1000,all,aho_corasick,5,27799724.000000000,25822384.199999999,31104102.300000001,4.226668287,4.172424788,4.490506622
96,1000,all,hash,5,125834.000000000,107295.300000000,142093.700000000,1.769165832,1.724626953,1.793211507
96,1000,first,aho_corasick,5,28095914.000000000,25914215.800000001,30100048.300000001,3.843325123,3.763301281,4.123218882
96,1000,first,hash,5,108532.000000000,101074.500000000,140548.700000000,1.467657935,1.413143971,1.487480926
96,10000,all,aho_corasick,5,358185506.000000000,354656570.300000012,404967676.199999988,12.200033430,11.930182149,12.859244424
96,10000,all,hash,5,1012980.000000000,1002566.200000000,1325104.800000000,2.034161352,1.995630772,2.072499669
96,10000,first,aho_corasick,5,355383251.000000000,351147214.400000036,400480431.699999988,10.607927054,10.392122012,10.772739561
96,10000,first,hash,5,1393140.000000000,993979.700000000,1588255.700000000,1.754985980,1.652981695,1.785721693
96,100000,all,hash,5,11351708.000000000,10659898.500000000,14886000.999999998,3.455612909,3.184354871,3.759298522
96,100000,first,hash,5,12310527.000000000,10640085.800000001,13486124.100000000,2.980129980,2.681978487,3.184127122
96,1000000,all,hash,5,180593115.000000000,154562182.800000012,245625051.500000000,4.645200980,4.175005605,8.081341038
96,1000000,first,hash,5,146167199.000000000,139495827.099999994,166524368.000000000,3.648010934,3.549101669,4.037194069
128,1,all,aho_corasick,5,40108.422000000,36487.298200000,46890.398500000,1.363779306,1.344649414,1.384510392
128,1,all,hash,5,474.625000000,458.268500000,632.994000000,1.304108994,1.289658961,1.314115497
128,1,first,aho_corasick,5,37740.250000000,35280.371900000,43641.685500000,0.413416463,0.401669023,0.415714379
128,1,first,hash,5,560.734000000,445.890500000,743.611400000,1.197648211,1.189871015,1.265383777
128,2,all,aho_corasick,5,63029.469000000,59452.782500000,63847.437700000,4.550522243,4.497620811,4.656247731
128,2,all,hash,5,594.547000000,567.456000000,692.915400000,1.322529656,1.317779334,1.379849174
128,2,first,aho_corasick,5,63642.297000000,60576.491100000,73109.757600000,4.095513724,3.997164363,4.186345216
128,2,first,hash,5,579.359000000,567.656000000,890.265900000,1.242325372,1.211727545,1.267342058
128,4,all,aho_corasick,5,124596.031000000,113039.725000000,138831.755900000,2.142411771,2.055831193,2.286567943
128,4,all,hash,5,932.203000000,916.359500000,1358.827800000,1.390120705,1.343165488,1.421441744
128,4,first,aho_corasick,5,123922.125000000,118070.456400000,139968.475000000,1.909194563,1.904455323,1.973186948
128,4,first,hash,5,963.359000000,896.035800000,1305.504500000,1.266888338,1.261538076,1.288118301
128,8,all,aho_corasick,5,244346.812000000,235537.621700000,253832.675400000,2.179131268,2.099206215,2.224708739
128,8,all,hash,5,1710.719000000,1510.277900000,6414.533900000,1.481249970,1.454928484,1.488291067
128,8,first,aho_corasick,5,243398.469000000,230381.325000000,254322.640400000,1.970956559,1.897210139,1.973186496
128,8,first,hash,5,1559.500000000,1515.440200000,2231.697100000,1.314525715,1.299262985,1.345700931
128,16,all,aho_corasick,5,490538.188000000,475401.563000000,537977.331200000,2.260677098,2.212581298,2.319108620
128,16,all,hash,5,3053.125000000,2800.012000000,4504.262500000,1.447344865,1.407396944,1.459665672
128,16,first,aho_corasick,5,519917.500000000,461103.905800000,567944.500000000,1.967642225,1.933419545,1.992350916
128,16,first,hash,5,3033.188000000,2707.968700000,4525.355800000,1.290031779,1.279901847,1.348119832
128,32,all,aho_corasick,5,1002601.875000000,948123.812500000,1048323.212500000,2.320203408,2.282298222,2.341935219
128,32,all,hash,5,6112.625000000,5321.137500000,7447.662500000,1.455358597,1.437964140,1.478781099
128,32,first,aho_corasick,5,1024644.375000000,935812.862500000,1062977.200000000,1.977192262,1.955502694,1.993430832
128,32,first,hash,5,6073.875000000,5367.637500000,7976.875000000,1.302850307,1.267530446,1.345247882
128,64,all,aho_corasick,5,2047657.750000000,1975563.525000000,2067455.700000000,2.532601489,2.468249111,2.546682237
128,64,all,hash,5,13152.000000000,11213.375000000,13308.000000000,1.460274438,1.421346384,1.485366729
128,64,first,aho_corasick,5,2112421.000000000,1969481.250000000,2262641.700000000,2.125014120,2.100309329,2.159543178
128,64,first,hash,5,10013.750000000,9657.775000000,12818.400000000,1.296572527,1.280861560,1.332689576
128,128,all,aho_corasick,5,4251083.000000000,3981753.550000000,4470163.550000000,2.850566419,2.830416766,2.915250665
128,128,all,hash,5,19311.000000000,18624.550000000,27863.000000000,1.430043230,1.387507287,1.435796998
128,128,first,aho_corasick,5,4118829.000000000,3967899.300000000,4549826.350000000,2.538579293,2.468436902,2.587175180
128,128,first,hash,5,23654.500000000,19001.050000000,25844.150000000,1.298131194,1.290683347,1.325150938
128,256,all,aho_corasick,5,8640510.000000000,8036833.500000000,8859597.200000001,3.148169574,3.129477767,3.168083446
128,256,all,hash,5,36598.000000000,36154.000000000,50201.000000000,1.420418559,1.406571448,1.449244595
128,256,first,aho_corasick,5,8415740.000000000,7890946.000000001,8774130.699999999,2.888624613,2.862458593,2.897927623
128,256,first,hash,5,37609.000000000,36829.100000000,52497.700000000,1.318728193,1.296451745,1.329616524
128,1000,all,aho_corasick,5,37314803.000000000,35246981.399999999,39112558.000000000,4.126154088,4.081876151,4.430990188
128,1000,all,hash,5,148346.000000000,134336.100000000,203067.600000000,1.489561821,1.465240478,1.500792625
128,1000,first,aho_corasick,5,39426181.000000000,35776606.399999999,44039436.200000003,3.957271435,3.864841304,4.335481411
128,1000,first,hash,5,143638.000000000,135464.600000000,168417.100000000,1.409149872,1.368695057,1.436420574
128,10000,all,aho_corasick,5,529638558.000000000,490786353.900000036,576234895.899999976,11.599093002,11.503972163,11.982928005
128,10000,all,hash,5,1514705.000000000,1344750.100000000,1983510.300000000,1.679330811,1.628563349,1.712531609
128,10000,first,aho_corasick,5,533958031.000000000,497025869.899999976,586720365.399999976,10.965139790,10.740637932,11.011318168
128,10000,first,hash,5,1431070.000000000,1321034.200000000,2268523.600000000,1.457185616,1.436408849,1.463036961
128,100000,all,hash,5,15706284.000000000,15359462.400000000,21459269.800000001,2.431873816,2.293579292,2.543596646
128,100000,first,hash,5,15506542.000000000,15081160.500000000,25923625.000000000,2.104077162,1.961435607,2.523813955
128,1000000,all,hash,5,195300274.000000000,188186580.000000000,211374560.599999994,2.969425391,2.870293642,3.096414404
128,1000000,first,hash,5,260496001.000000000,227616736.000000030,332116619.800000012,3.509216372,3.008985738,4.372171288
