k,patterns,algorithm,mode,run,iterations,banks,sequences_per_bank,sequence_length,target_bases_per_cell,bases,build_ns,search_ns,total_ns,fixed_ns_per_matcher,build_ns_per_matcher,search_ns_per_base,reference_total_ns,reference_ns_per_base,validation_checksum,matching_records,matches,timed_checksum
4,32,hash,first,3,1,8,83334,150,100000000,100000800,8195,41556008,41567109,1387.625,1024.375,0.415556756,41557395.625,0.415570632,8490852710480701767,666672,666672,8490852710480701767
4,32,hash,first,4,1,8,83334,150,100000000,100000800,16480,41385957,41404852,2361.875,2060.000,0.413856259,41388318.875,0.413879878,8490852710480701767,666672,666672,8490852710480701767
4,32,aho_corasick,first,0,1,8,83334,150,100000000,100000800,301943,30490193,30801304,38888.875,37742.875,0.304899491,30529081.875,0.305288376,8490852710480701767,666672,666672,8490852710480701767
4,32,aho_corasick,first,1,1,8,83334,150,100000000,100000800,281736,30786466,31078611,36518.125,35217.000,0.307862197,30822984.125,0.308227375,8490852710480701767,666672,666672,8490852710480701767
4,32,aho_corasick,first,2,1,8,83334,150,100000000,100000800,287296,30597930,30893001,36883.875,35912.000,0.305976852,30634813.875,0.306345688,8490852710480701767,666672,666672,8490852710480701767
4,32,aho_corasick,first,3,1,8,83334,150,100000000,100000800,271145,29777243,30054490,34655.875,33893.125,0.297770048,29811898.875,0.298116604,8490852710480701767,666672,666672,8490852710480701767
4,32,aho_corasick,first,4,1,8,83334,150,100000000,100000800,268280,30554384,30830248,34483.000,33535.000,0.305541396,30588867.000,0.305886223,8490852710480701767,666672,666672,8490852710480701767
4,32,bndmq,first,0,1,8,83334,150,100000000,100000800,168484,177632332,177819511,23397.375,21060.500,1.776309110,177655729.375,1.776543081,8490852710480701767,666672,666672,8490852710480701767
4,32,bndmq,first,1,1,8,83334,150,100000000,100000800,66585,181961384,182050521,11142.125,8323.125,1.819599283,181972526.125,1.819710704,8490852710480701767,666672,666672,8490852710480701767
4,32,bndmq,first,2,1,8,83334,150,100000000,100000800,61134,177196120,177281319,10649.875,7641.750,1.771947024,177206769.875,1.772053522,8490852710480701767,666672,666672,8490852710480701767
4,32,bndmq,first,3,1,8,83334,150,100000000,100000800,62617,178982549,179071686,11142.125,7827.125,1.789811172,178993691.125,1.789922592,8490852710480701767,666672,666672,8490852710480701767
4,32,bndmq,first,4,1,8,83334,150,100000000,100000800,68588,171889914,171982868,11619.250,8573.500,1.718885389,171901533.250,1.719001580,8490852710480701767,666672,666672,8490852710480701767
4,64,hash,first,0,1,4,166668,150,100000000,100000800,12133,34648701,34663179,3619.500,3033.250,0.346484238,34652320.500,0.346520433,8140515830222999736,666672,666672,8140515830222999736
4,64,hash,first,1,1,4,166668,150,100000000,100000800,10610,32489395,32502710,3328.750,2652.500,0.324891351,32492723.750,0.324924638,8140515830222999736,666672,666672,8140515830222999736
4,64,hash,first,2,1,4,166668,150,100000000,100000800,5571,31363572,31374032,2615.000,1392.750,0.313633211,31366187.000,0.313659361,8140515830222999736,666672,666672,8140515830222999736
4,64,hash,first,3,1,4,166668,150,100000000,100000800,10479,33985140,33998033,3223.250,2619.750,0.339848681,33988363.250,0.339880913,8140515830222999736,666672,666672,8140515830222999736
4,64,hash,first,4,1,4,166668,150,100000000,100000800,5541,32876804,32884609,1951.250,1385.250,0.328765410,32878755.250,0.328784922,8140515830222999736,666672,666672,8140515830222999736
4,64,aho_corasick,first,0,1,4,166668,150,100000000,100000800,240379,24675395,24937234,65459.750,60094.750,0.246751976,24740854.750,0.247406568,8140515830222999736,666672,666672,8140515830222999736
4,64,aho_corasick,first,1,1,4,166668,150,100000000,100000800,270866,25056648,25335569,69730.250,67716.500,0.250564475,25126378.250,0.251261772,8140515830222999736,666672,666672,8140515830222999736
4,64,aho_corasick,first,2,1,4,166668,150,100000000,100000800,223658,24687997,24918938,57735.250,55914.500,0.246877995,24745732.250,0.247455343,8140515830222999736,666672,666672,8140515830222999736
4,64,aho_corasick,first,3,1,4,166668,150,100000000,100000800,220311,24524932,24752696,56941.000,55077.750,0.245247358,24581873.000,0.245816763,8140515830222999736,666672,666672,8140515830222999736
4,64,aho_corasick,first,4,1,4,166668,150,100000000,100000800,292256,24423986,24721752,74441.500,73064.000,0.244237906,24498427.500,0.244982315,8140515830222999736,666672,666672,8140515830222999736
4,64,bndmq,first,0,1,4,166668,150,100000000,100000800,122338,178466088,178641775,43921.750,30584.500,1.784646603,178510009.750,1.785085817,8140515830222999736,666672,666672,8140515830222999736
4,64,bndmq,first,1,1,4,166668,150,100000000,100000800,137957,176646313,176815448,42283.750,34489.250,1.766448998,176688596.750,1.766871833,8140515830222999736,666672,666672,8140515830222999736
4,64,bndmq,first,2,1,4,166668,150,100000000,100000800,98263,186811623,186948710,34271.750,24565.750,1.868101285,186845894.750,1.868444000,8140515830222999736,666672,666672,8140515830222999736
4,64,bndmq,first,3,1,4,166668,150,100000000,100000800,100909,179615010,179750313,33825.750,25227.250,1.796135731,179648835.750,1.796473986,8140515830222999736,666672,666672,8140515830222999736
4,64,bndmq,first,4,1,4,166668,150,100000000,100000800,106078,179052113,179189649,34384.000,26519.500,1.790506806,179086497.000,1.790850643,8140515830222999736,666672,666672,8140515830222999736
4,128,aho_corasick,first,0,1,2,333334,150,100000000,100000200,287958,22796169,23088124,145977.500,143979.000,0.227961234,22942146.500,0.229421006,9494516320557277198,666668,666668,9494516320557277198
4,128,aho_corasick,first,1,1,2,333334,150,100000000,100000200,172622,21860315,22038248,88966.500,86311.000,0.218602713,21949281.500,0.219492376,9494516320557277198,666668,666668,9494516320557277198
4,128,aho_corasick,first,2,1,2,333334,150,100000000,100000200,250568,24139439,24395978,128269.500,125284.000,0.241393907,24267708.500,0.242676600,9494516320557277198,666668,666668,9494516320557277198
4,128,aho_corasick,first,3,1,2,333334,150,100000000,100000200,179735,21117179,21304618,93719.500,89867.500,0.211171368,21210898.500,0.212108561,9494516320557277198,666668,666668,9494516320557277198
4,128,aho_corasick,first,4,1,2,333334,150,100000000,100000200,200855,22375444,22582741,103648.500,100427.500,0.223753992,22479092.500,0.224790475,9494516320557277198,666668,666668,9494516320557277198
4,128,bndmq,first,0,1,2,333334,150,100000000,100000200,132417,182152916,182323594,85339.000,66208.500,1.821525517,182238255.000,1.822378905,9494516320557277198,666668,666668,9494516320557277198
4,128,bndmq,first,1,1,2,333334,150,100000000,100000200,142045,180061642,180237560,87959.000,71022.500,1.800612819,180149601.000,1.801492407,9494516320557277198,666668,666668,9494516320557277198
4,128,bndmq,first,2,1,2,333334,150,100000000,100000200,109354,177167052,177308486,70717.000,54677.000,1.771666977,177237769.000,1.772374145,9494516320557277198,666668,666668,9494516320557277198
4,128,bndmq,first,3,1,2,333334,150,100000000,100000200,103433,175229860,175364722,67431.000,51716.500,1.752295095,175297291.000,1.752969404,9494516320557277198,666668,666668,9494516320557277198
4,128,bndmq,first,4,1,2,333334,150,100000000,100000200,102962,177148291,177280617,66163.000,51481.000,1.771479367,177214454.000,1.772140996,9494516320557277198,666668,666668,9494516320557277198
4,128,hash,first,0,1,2,333334,150,100000000,100000200,8365,17733860,17744660,5400.000,4182.500,0.177338245,17739260.000,0.177392245,9494516320557277198,666668,666668,9494516320557277198
4,128,hash,first,1,1,2,333334,150,100000000,100000200,10790,18187581,18200024,6221.500,5395.000,0.181875446,18193802.500,0.181937661,9494516320557277198,666668,666668,9494516320557277198
4,128,hash,first,2,1,2,333334,150,100000000,100000200,4448,18404366,18410637,3135.500,2224.000,0.184043292,18407501.500,0.184074647,9494516320557277198,666668,666668,9494516320557277198
4,128,hash,first,3,1,2,333334,150,100000000,100000200,4258,17312469,17318911,3221.000,2129.000,0.173124344,17315690.000,0.173156554,9494516320557277198,666668,666668,9494516320557277198
4,128,hash,first,4,1,2,333334,150,100000000,100000200,4268,17088421,17094231,2905.000,2134.000,0.170883868,17091326.000,0.170912918,9494516320557277198,666668,666668,9494516320557277198
4,256,bndmq,first,0,1,1,666668,150,100000000,100000200,122689,176774099,176938836,164737.000,122689.000,1.767737455,176938836.000,1.769384821,5016691434576999751,666668,666668,5016691434576999751
4,256,bndmq,first,1,1,1,666668,150,100000000,100000200,123350,174945726,175070588,124862.000,123350.000,1.749453761,175070588.000,1.750702379,5016691434576999751,666668,666668,5016691434576999751
4,256,bndmq,first,2,1,1,666668,150,100000000,100000200,31379,175924127,175957279,33152.000,31379.000,1.759237752,175957279.000,1.759569271,5016691434576999751,666668,666668,5016691434576999751
4,256,bndmq,first,3,1,1,666668,150,100000000,100000200,31409,173667815,173701258,33443.000,31409.000,1.736674677,173701258.000,1.737009106,5016691434576999751,666668,666668,5016691434576999751
4,256,bndmq,first,4,1,1,666668,150,100000000,100000200,32119,179301219,179334942,33723.000,32119.000,1.793008604,179334942.000,1.793345833,5016691434576999751,666668,666668,5016691434576999751
4,256,hash,first,0,1,1,666668,150,100000000,100000200,8486,9183182,9193361,10179.000,8486.000,0.091831636,9193361.000,0.091933426,5016691434576999751,666668,666668,5016691434576999751
4,256,hash,first,1,1,1,666668,150,100000000,100000200,12594,9716397,9730844,14447.000,12594.000,0.097163776,9730844.000,0.097308245,5016691434576999751,666668,666668,5016691434576999751
4,256,hash,first,2,1,1,666668,150,100000000,100000200,5210,9314237,9320939,6702.000,5210.000,0.093142184,9320939.000,0.093209204,5016691434576999751,666668,666668,5016691434576999751
4,256,hash,first,3,1,1,666668,150,100000000,100000200,5060,9337540,9344343,6803.000,5060.000,0.093375213,9344343.000,0.093443243,5016691434576999751,666668,666668,5016691434576999751
4,256,hash,first,4,1,1,666668,150,100000000,100000200,5450,10239313,10246356,7043.000,5450.000,0.102392925,10246356.000,0.102463355,5016691434576999751,666668,666668,5016691434576999751
4,256,aho_corasick,first,0,1,1,666668,150,100000000,100000200,167372,10547327,10719279,171952.000,167372.000,0.105473059,10719279.000,0.107192576,5016691434576999751,666668,666668,5016691434576999751
4,256,aho_corasick,first,1,1,1,666668,150,100000000,100000200,140853,10154645,10298694,144049.000,140853.000,0.101546247,10298694.000,0.102986734,5016691434576999751,666668,666668,5016691434576999751
4,256,aho_corasick,first,2,1,1,666668,150,100000000,100000200,133880,9979699,10116775,137076.000,133880.000,0.099796790,10116775.000,0.101167548,5016691434576999751,666668,666668,5016691434576999751
4,256,aho_corasick,first,3,1,1,666668,150,100000000,100000200,140302,9989116,10150046,160930.000,140302.000,0.099890960,10150046.000,0.101500257,5016691434576999751,666668,666668,5016691434576999751
4,256,aho_corasick,first,4,1,1,666668,150,100000000,100000200,130453,9987169,10122452,135283.000,130453.000,0.099871490,10122452.000,0.101224318,5016691434576999751,666668,666668,5016691434576999751
4,1,bndmq,all,0,1,64,10418,150,100000000,100012800,84037,122427368,122531643,1629.297,1313.078,1.224116993,122428997.297,1.224133284,16505644329808668365,478909,716601,16505644329808668365
4,1,bndmq,all,1,1,64,10418,150,100000000,100012800,22512,119071093,119120074,765.328,351.750,1.190558539,119071858.328,1.190566191,16505644329808668365,478909,716601,16505644329808668365
4,1,bndmq,all,2,1,64,10418,150,100000000,100012800,21811,122200548,122243318,668.281,340.797,1.221849083,122201216.281,1.221855765,16505644329808668365,478909,716601,16505644329808668365
4,1,bndmq,all,3,1,64,10418,150,100000000,100012800,26088,122555376,122599168,684.250,407.625,1.225396909,122556060.250,1.225403751,16505644329808668365,478909,716601,16505644329808668365
4,1,bndmq,all,4,1,64,10418,150,100000000,100012800,22622,122612146,122653865,651.859,353.469,1.225964537,122612797.859,1.225971054,16505644329808668365,478909,716601,16505644329808668365
