k,patterns,algorithm,mode,status,wall_ms,detail
24,64,bndmq,all,ok,4816,""
24,64,aho_corasick,all,ok,1279,""
24,128,hash,all,ok,1329,""
24,128,bndmq,all,ok,9180,""
24,128,aho_corasick,all,ok,1330,""
24,256,aho_corasick,all,ok,1455,""
24,256,bndmq,all,timed_out,3790,"one matcher-build plus corpus-search iteration took 3643.096 ms"
24,256,hash,all,ok,1380,""
24,1000,hash,all,ok,1480,""
24,1000,aho_corasick,all,ok,2334,""
24,1000,bndmq,all,pruned,0,"a smaller pattern count timed out"
24,10000,bndmq,all,pruned,0,"a smaller pattern count timed out"
24,10000,aho_corasick,all,ok,5219,""
24,10000,hash,all,ok,1555,""
24,100000,bndmq,all,pruned,0,"a smaller pattern count timed out"
24,100000,hash,all,ok,2934,""
24,100000,aho_corasick,all,timed_out,4541,"one matcher-build plus corpus-search iteration took 4364.535 ms"
24,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
24,1000000,bndmq,all,pruned,0,"a smaller pattern count timed out"
24,1000000,hash,all,ok,4015,""
31,1,bndmq,first,ok,251,""
31,1,hash,first,ok,878,""
31,1,aho_corasick,first,ok,301,""
31,2,hash,first,ok,879,""
31,2,aho_corasick,first,ok,2307,""
31,2,bndmq,first,ok,301,""
31,4,aho_corasick,first,ok,953,""
31,4,hash,first,ok,877,""
31,4,bndmq,first,ok,376,""
31,8,aho_corasick,first,ok,953,""
31,8,bndmq,first,ok,551,""
31,8,hash,first,ok,1003,""
31,16,aho_corasick,first,ok,953,""
31,16,hash,first,ok,1003,""
31,16,bndmq,first,ok,852,""
31,32,hash,first,ok,1003,""
31,32,aho_corasick,first,ok,978,""
31,32,bndmq,first,ok,1530,""
31,64,hash,first,ok,1003,""
31,64,bndmq,first,ok,2834,""
31,64,aho_corasick,first,ok,978,""
31,128,aho_corasick,first,ok,1103,""
31,128,bndmq,first,ok,5492,""
31,128,hash,first,ok,1078,""
31,256,hash,first,ok,978,""
31,256,bndmq,first,timed_out,2283,"one matcher-build plus corpus-search iteration took 2141.947 ms"
31,256,aho_corasick,first,ok,1354,""
31,1000,bndmq,first,pruned,0,"a smaller pattern count timed out"
31,1000,aho_corasick,first,ok,1907,""
31,1000,hash,first,ok,978,""
31,10000,aho_corasick,first,ok,4516,""
31,10000,bndmq,first,pruned,0,"a smaller pattern count timed out"
31,10000,hash,first,ok,1154,""
31,100000,hash,first,ok,2283,""
31,100000,aho_corasick,first,timed_out,4691,"one matcher-build plus corpus-search iteration took 4508.389 ms"
31,100000,bndmq,first,pruned,0,"a smaller pattern count timed out"
31,1000000,bndmq,first,pruned,0,"a smaller pattern count timed out"
31,1000000,aho_corasick,first,pruned,0,"a smaller pattern count timed out"
31,1000000,hash,first,ok,3512,""
31,1,bndmq,all,ok,250,""
31,1,aho_corasick,all,ok,476,""
31,1,hash,all,ok,1104,""
31,2,hash,all,ok,1103,""
31,2,aho_corasick,all,ok,2985,""
31,2,bndmq,all,ok,326,""
31,4,hash,all,ok,1204,""
31,4,aho_corasick,all,ok,1204,""
31,4,bndmq,all,ok,451,""
31,8,aho_corasick,all,ok,1204,""
31,8,bndmq,all,ok,727,""
31,8,hash,all,ok,1354,""
31,16,bndmq,all,ok,1154,""
31,16,hash,all,ok,1329,""
31,16,aho_corasick,all,ok,1254,""
31,32,hash,all,ok,1430,""
31,32,aho_corasick,all,ok,1254,""
31,32,bndmq,all,ok,2081,""
31,64,bndmq,all,ok,3938,""
31,64,aho_corasick,all,ok,1279,""
31,64,hash,all,ok,1355,""
31,128,aho_corasick,all,ok,1330,""
31,128,bndmq,all,ok,7474,""
31,128,hash,all,ok,1380,""
31,256,hash,all,ok,1354,""
31,256,bndmq,all,timed_out,3086,"one matcher-build plus corpus-search iteration took 2938.097 ms"
31,256,aho_corasick,all,ok,1555,""
31,1000,hash,all,ok,1304,""
31,1000,aho_corasick,all,ok,2358,""
31,1000,bndmq,all,pruned,0,"a smaller pattern count timed out"
31,10000,hash,all,ok,1580,""
31,10000,aho_corasick,all,ok,5670,""
31,10000,bndmq,all,pruned,0,"a smaller pattern count timed out"
31,100000,hash,all,ok,2809,""
31,100000,bndmq,all,pruned,0,"a smaller pattern count timed out"
31,100000,aho_corasick,all,timed_out,5119,"one matcher-build plus corpus-search iteration took 4949.966 ms"
31,1000000,hash,all,ok,3914,""
31,1000000,bndmq,all,pruned,0,"a smaller pattern count timed out"
31,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
40,1,bndmq,first,ok,275,""
40,1,aho_corasick,first,ok,426,""
40,1,hash,first,ok,803,""
40,2,bndmq,first,ok,301,""
40,2,aho_corasick,first,ok,2308,""
40,2,hash,first,ok,828,""
40,4,aho_corasick,first,ok,978,""
40,4,bndmq,first,ok,376,""
40,4,hash,first,ok,903,""
40,8,aho_corasick,first,ok,1028,""
40,8,bndmq,first,ok,526,""
40,8,hash,first,ok,1028,""
40,16,hash,first,ok,953,""
40,16,aho_corasick,first,ok,978,""
40,16,bndmq,first,ok,777,""
40,32,aho_corasick,first,ok,978,""
40,32,hash,first,ok,1003,""
40,32,bndmq,first,ok,1329,""
40,64,aho_corasick,first,ok,1053,""
40,64,hash,first,ok,1003,""
40,64,bndmq,first,ok,2383,""
40,128,hash,first,ok,1104,""
40,128,aho_corasick,first,ok,1128,""
40,128,bndmq,first,ok,4590,""
40,256,aho_corasick,first,ok,1380,""
40,256,hash,first,ok,978,""
40,256,bndmq,first,ok,8727,""
40,1000,aho_corasick,first,ok,1931,""
40,1000,hash,first,ok,1028,""
40,1000,bndmq,first,timed_out,7048,"one matcher-build plus corpus-search iteration took 6906.284 ms"
40,10000,hash,first,ok,1204,""
40,10000,bndmq,first,pruned,0,"a smaller pattern count timed out"
40,10000,aho_corasick,first,ok,4892,""
40,100000,hash,first,ok,2232,""
40,100000,aho_corasick,first,timed_out,5318,"one matcher-build plus corpus-search iteration took 5138.026 ms"
40,100000,bndmq,first,pruned,0,"a smaller pattern count timed out"
40,1000000,aho_corasick,first,pruned,0,"a smaller pattern count timed out"
40,1000000,bndmq,first,pruned,0,"a smaller pattern count timed out"
40,1000000,hash,first,ok,3386,""
40,1,aho_corasick,all,ok,603,""
40,1,hash,all,ok,1078,""
40,1,bndmq,all,ok,250,""
40,2,hash,all,ok,1053,""
40,2,bndmq,all,ok,301,""
40,2,aho_corasick,all,ok,2884,""
40,4,aho_corasick,all,ok,1204,""
40,4,bndmq,all,ok,401,""
40,4,hash,all,ok,1178,""
40,8,bndmq,all,ok,602,""
40,8,hash,all,ok,1254,""
40,8,aho_corasick,all,ok,1179,""
40,16,aho_corasick,all,ok,1229,""
40,16,hash,all,ok,1229,""
40,16,bndmq,all,ok,953,""
40,32,hash,all,ok,1254,""
40,32,aho_corasick,all,ok,1254,""
40,32,bndmq,all,ok,1630,""
40,64,bndmq,all,ok,3034,""
40,64,hash,all,ok,1279,""
40,64,aho_corasick,all,ok,1279,""
40,128,aho_corasick,all,ok,1354,""
40,128,hash,all,ok,1329,""
40,128,bndmq,all,ok,5994,""
40,256,bndmq,all,timed_out,2533,"one matcher-build plus corpus-search iteration took 2383.853 ms"
40,256,hash,all,ok,1304,""
40,256,aho_corasick,all,ok,1630,""
40,1000,bndmq,all,pruned,0,"a smaller pattern count timed out"
40,1000,aho_corasick,all,ok,2383,""
40,1000,hash,all,ok,1304,""
40,10000,aho_corasick,all,ok,6172,""
40,10000,bndmq,all,pruned,0,"a smaller pattern count timed out"
40,10000,hash,all,ok,1580,""
40,100000,aho_corasick,all,timed_out,6599,"one matcher-build plus corpus-search iteration took 6404.621 ms"
40,100000,hash,all,ok,2859,""
40,100000,bndmq,all,pruned,0,"a smaller pattern count timed out"
40,1000000,hash,all,ok,3988,""
40,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
40,1000000,bndmq,all,pruned,0,"a smaller pattern count timed out"
48,1,bndmq,first,ok,275,""
48,1,aho_corasick,first,ok,426,""
48,1,hash,first,ok,827,""
48,2,hash,first,ok,852,""
48,2,bndmq,first,ok,301,""
48,2,aho_corasick,first,ok,2709,""
48,4,hash,first,ok,928,""
48,4,bndmq,first,ok,376,""
48,4,aho_corasick,first,ok,978,""
48,8,bndmq,first,ok,476,""
48,8,hash,first,ok,1079,""
48,8,aho_corasick,first,ok,1028,""
48,16,aho_corasick,first,ok,1028,""
48,16,hash,first,ok,953,""
48,16,bndmq,first,ok,677,""
48,32,aho_corasick,first,ok,1053,""
48,32,hash,first,ok,1003,""
48,32,bndmq,first,ok,1154,""
48,64,hash,first,ok,1003,""
48,64,aho_corasick,first,ok,1078,""
48,64,bndmq,first,ok,2032,""
48,128,hash,first,ok,1053,""
48,128,bndmq,first,ok,3788,""
48,128,aho_corasick,first,ok,1179,""
48,256,hash,first,ok,953,""
48,256,aho_corasick,first,ok,1455,""
48,256,bndmq,first,ok,7023,""
48,1000,hash,first,ok,1028,""
48,1000,bndmq,first,timed_out,5619,"one matcher-build plus corpus-search iteration took 5474.145 ms"
48,1000,aho_corasick,first,ok,2008,""
48,10000,hash,first,ok,1154,""
48,10000,aho_corasick,first,ok,5244,""
48,10000,bndmq,first,pruned,0,"a smaller pattern count timed out"
48,100000,bndmq,first,pruned,0,"a smaller pattern count timed out"
48,100000,aho_corasick,first,timed_out,6222,"one matcher-build plus corpus-search iteration took 6020.692 ms"
48,100000,hash,first,ok,2157,""
48,1000000,aho_corasick,first,pruned,0,"a smaller pattern count timed out"
48,1000000,bndmq,first,pruned,0,"a smaller pattern count timed out"
48,1000000,hash,first,ok,3361,""
48,1,aho_corasick,all,ok,652,""
48,1,bndmq,all,ok,276,""
48,1,hash,all,ok,1053,""
48,2,aho_corasick,all,ok,3059,""
48,2,hash,all,ok,1128,""
48,2,bndmq,all,ok,326,""
48,4,hash,all,ok,1153,""
48,4,bndmq,all,ok,401,""
48,4,aho_corasick,all,ok,1204,""
48,8,aho_corasick,all,ok,1229,""
48,8,hash,all,ok,1279,""
48,8,bndmq,all,ok,526,""
48,16,aho_corasick,all,ok,1229,""
48,16,bndmq,all,ok,778,""
48,16,hash,all,ok,1230,""
48,32,bndmq,all,ok,1329,""
48,32,aho_corasick,all,ok,1229,""
48,32,hash,all,ok,1254,""
48,64,aho_corasick,all,ok,1280,""
48,64,bndmq,all,ok,2408,""
48,64,hash,all,ok,1254,""
48,128,hash,all,ok,1279,""
48,128,aho_corasick,all,ok,1405,""
48,128,bndmq,all,ok,4843,""
48,256,hash,all,ok,1304,""
48,256,aho_corasick,all,ok,1656,""
48,256,bndmq,all,ok,9759,""
48,1000,aho_corasick,all,ok,2308,""
48,1000,hash,all,ok,1255,""
48,1000,bndmq,all,timed_out,7854,"one matcher-build plus corpus-search iteration took 7725.861 ms"
48,10000,bndmq,all,pruned,0,"a smaller pattern count timed out"
48,10000,aho_corasick,all,ok,6049,""
48,10000,hash,all,ok,1430,""
48,100000,hash,all,ok,2937,""
48,100000,bndmq,all,pruned,0,"a smaller pattern count timed out"
48,100000,aho_corasick,all,timed_out,7830,"one matcher-build plus corpus-search iteration took 7534.563 ms"
48,1000000,bndmq,all,pruned,0,"a smaller pattern count timed out"
48,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
48,1000000,hash,all,ok,3747,""
64,1,bndmq,first,ok,301,""
64,1,hash,first,ok,802,""
64,1,aho_corasick,first,ok,401,""
64,2,hash,first,ok,853,""
64,2,bndmq,first,ok,326,""
64,2,aho_corasick,first,ok,2333,""
64,4,aho_corasick,first,ok,1054,""
64,4,hash,first,ok,903,""
64,4,bndmq,first,ok,376,""
64,8,bndmq,first,ok,426,""
64,8,hash,first,ok,928,""
64,8,aho_corasick,first,ok,1003,""
64,16,hash,first,ok,928,""
64,16,aho_corasick,first,ok,1028,""
64,16,bndmq,first,ok,602,""
64,32,bndmq,first,ok,928,""
64,32,aho_corasick,first,ok,1054,""
64,32,hash,first,ok,953,""
64,64,aho_corasick,first,ok,1103,""
64,64,bndmq,first,ok,1480,""
64,64,hash,first,ok,928,""
64,128,hash,first,ok,928,""
64,128,bndmq,first,ok,2583,""
64,128,aho_corasick,first,ok,1255,""
64,256,hash,first,ok,928,""
64,256,bndmq,first,ok,4991,""
64,256,aho_corasick,first,ok,1530,""
64,1000,aho_corasick,first,ok,2006,""
64,1000,hash,first,ok,903,""
64,1000,bndmq,first,timed_out,4138,"one matcher-build plus corpus-search iteration took 4004.967 ms"
64,10000,hash,first,ok,1103,""
64,10000,aho_corasick,first,ok,5820,""
64,10000,bndmq,first,pruned,0,"a smaller pattern count timed out"
64,100000,aho_corasick,first,timed_out,7929,"one matcher-build plus corpus-search iteration took 7729.848 ms"
64,100000,hash,first,ok,1956,""
64,100000,bndmq,first,pruned,0,"a smaller pattern count timed out"
64,1000000,hash,first,ok,3337,""
64,1000000,aho_corasick,first,pruned,0,"a smaller pattern count timed out"
64,1000000,bndmq,first,pruned,0,"a smaller pattern count timed out"
64,1,bndmq,all,ok,301,""
64,1,hash,all,ok,1003,""
64,1,aho_corasick,all,ok,677,""
64,2,aho_corasick,all,ok,2784,""
64,2,hash,all,ok,1003,""
64,2,bndmq,all,ok,301,""
64,4,bndmq,all,ok,351,""
64,4,hash,all,ok,1078,""
64,4,aho_corasick,all,ok,1229,""
64,8,aho_corasick,all,ok,1229,""
64,8,hash,all,ok,1178,""
64,8,bndmq,all,ok,476,""
64,16,hash,all,ok,1179,""
64,16,aho_corasick,all,ok,1204,""
64,16,bndmq,all,ok,652,""
64,32,bndmq,all,ok,1078,""
64,32,hash,all,ok,1179,""
64,32,aho_corasick,all,ok,1279,""
64,64,hash,all,ok,1179,""
64,64,aho_corasick,all,ok,1329,""
64,64,bndmq,all,ok,1831,""
64,128,bndmq,all,ok,3511,""
64,128,hash,all,ok,1153,""
64,128,aho_corasick,all,ok,1455,""
64,256,hash,all,ok,1129,""
64,256,bndmq,all,ok,6822,""
64,256,aho_corasick,all,ok,2233,""
64,1000,bndmq,all,timed_out,5468,"one matcher-build plus corpus-search iteration took 5338.931 ms"
64,1000,aho_corasick,all,ok,2383,""
64,1000,hash,all,ok,1154,""
64,10000,hash,all,ok,1329,""
64,10000,aho_corasick,all,ok,6826,""
64,10000,bndmq,all,pruned,0,"a smaller pattern count timed out"
64,100000,bndmq,all,pruned,0,"a smaller pattern count timed out"
64,100000,aho_corasick,all,timed_out,9336,"one matcher-build plus corpus-search iteration took 9139.776 ms"
64,100000,hash,all,ok,2533,""
64,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
64,1000000,hash,all,ok,3663,""
64,1000000,bndmq,all,pruned,0,"a smaller pattern count timed out"
80,1,hash,first,ok,828,""
80,1,aho_corasick,first,ok,401,""
80,1,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,2,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,2,hash,first,ok,802,""
80,2,aho_corasick,first,ok,2257,""
80,4,aho_corasick,first,ok,1053,""
80,4,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,4,hash,first,ok,853,""
80,8,hash,first,ok,928,""
80,8,aho_corasick,first,ok,1078,""
80,8,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,16,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,16,hash,first,ok,903,""
80,16,aho_corasick,first,ok,1103,""
80,32,hash,first,ok,903,""
80,32,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,32,aho_corasick,first,ok,1078,""
80,64,hash,first,ok,878,""
80,64,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,64,aho_corasick,first,ok,1128,""
80,128,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,128,hash,first,ok,928,""
80,128,aho_corasick,first,ok,1354,""
80,256,hash,first,ok,903,""
80,256,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,256,aho_corasick,first,ok,1530,""
80,1000,hash,first,ok,903,""
80,1000,aho_corasick,first,ok,2132,""
80,1000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,10000,aho_corasick,first,ok,6447,""
80,10000,hash,first,ok,1029,""
80,10000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,100000,aho_corasick,first,timed_out,9308,"one matcher-build plus corpus-search iteration took 9102.581 ms"
80,100000,hash,first,ok,1840,""
80,100000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,1000000,hash,first,ok,3243,""
80,1000000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
80,1000000,aho_corasick,first,pruned,0,"a smaller pattern count timed out"
80,1,hash,all,ok,978,""
80,1,aho_corasick,all,ok,727,""
80,1,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,2,hash,all,ok,978,""
80,2,aho_corasick,all,ok,2683,""
80,2,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,4,aho_corasick,all,ok,1229,""
80,4,hash,all,ok,1003,""
80,4,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,8,aho_corasick,all,ok,1204,""
80,8,hash,all,ok,1078,""
80,8,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,16,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,16,hash,all,ok,1103,""
80,16,aho_corasick,all,ok,1229,""
80,32,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,32,aho_corasick,all,ok,1279,""
80,32,hash,all,ok,1078,""
80,64,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,64,hash,all,ok,1078,""
80,64,aho_corasick,all,ok,1329,""
80,128,aho_corasick,all,ok,1505,""
80,128,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,128,hash,all,ok,1103,""
80,256,aho_corasick,all,ok,1806,""
80,256,hash,all,ok,1103,""
80,256,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,1000,aho_corasick,all,ok,2358,""
80,1000,hash,all,ok,1128,""
80,1000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,10000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,10000,hash,all,ok,1279,""
80,10000,aho_corasick,all,ok,7502,""
80,100000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
80,100000,hash,all,ok,2409,""
80,100000,aho_corasick,all,timed_out,12196,"one matcher-build plus corpus-search iteration took 11784.188 ms"
80,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
80,1000000,hash,all,ok,3412,""
80,1000000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,1,aho_corasick,first,ok,376,""
96,1,hash,first,ok,778,""
96,1,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,2,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,2,hash,first,ok,803,""
96,2,aho_corasick,first,ok,2182,""
96,4,hash,first,ok,853,""
96,4,aho_corasick,first,ok,1078,""
96,4,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,8,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,8,hash,first,ok,852,""
96,8,aho_corasick,first,ok,1079,""
96,16,aho_corasick,first,ok,1128,""
96,16,hash,first,ok,852,""
96,16,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,32,hash,first,ok,852,""
96,32,aho_corasick,first,ok,1103,""
96,32,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,64,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,64,aho_corasick,first,ok,1204,""
96,64,hash,first,ok,877,""
96,128,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,128,hash,first,ok,852,""
96,128,aho_corasick,first,ok,1379,""
96,256,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,256,aho_corasick,first,ok,1555,""
96,256,hash,first,ok,878,""
96,1000,aho_corasick,first,ok,2232,""
96,1000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,1000,hash,first,ok,878,""
96,10000,aho_corasick,first,ok,7275,""
96,10000,hash,first,ok,1028,""
96,10000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,100000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,100000,hash,first,ok,1731,""
96,100000,aho_corasick,first,timed_out,12219,"one matcher-build plus corpus-search iteration took 11996.781 ms"
96,1000000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
96,1000000,aho_corasick,first,pruned,0,"a smaller pattern count timed out"
96,1000000,hash,first,ok,3011,""
96,1,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,1,aho_corasick,all,ok,752,""
96,1,hash,all,ok,928,""
96,2,hash,all,ok,928,""
96,2,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,2,aho_corasick,all,ok,2609,""
96,4,hash,all,ok,928,""
96,4,aho_corasick,all,ok,1254,""
96,4,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,8,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,8,hash,all,ok,1003,""
96,8,aho_corasick,all,ok,1254,""
96,16,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,16,hash,all,ok,1003,""
96,16,aho_corasick,all,ok,1279,""
96,32,hash,all,ok,1003,""
96,32,aho_corasick,all,ok,1279,""
96,32,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,64,hash,all,ok,1053,""
96,64,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,64,aho_corasick,all,ok,1354,""
96,128,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,128,hash,all,ok,978,""
96,128,aho_corasick,all,ok,1555,""
96,256,hash,all,ok,1053,""
96,256,aho_corasick,all,ok,1756,""
96,256,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,1000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,1000,aho_corasick,all,ok,2433,""
96,1000,hash,all,ok,1028,""
96,10000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,10000,hash,all,ok,1179,""
96,10000,aho_corasick,all,ok,8129,""
96,100000,aho_corasick,all,timed_out,12400,"one matcher-build plus corpus-search iteration took 12199.217 ms"
96,100000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,100000,hash,all,ok,1983,""
96,1000000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
96,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
96,1000000,hash,all,ok,3992,""
128,1,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,1,hash,first,ok,753,""
128,1,aho_corasick,first,ok,376,""
128,2,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,2,hash,first,ok,752,""
128,2,aho_corasick,first,ok,2207,""
128,4,aho_corasick,first,ok,1129,""
128,4,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,4,hash,first,ok,777,""
128,8,hash,first,ok,802,""
128,8,aho_corasick,first,ok,1154,""
128,8,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,16,hash,first,ok,803,""
128,16,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,16,aho_corasick,first,ok,1179,""
128,32,aho_corasick,first,ok,1179,""
128,32,hash,first,ok,803,""
128,32,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,64,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,64,hash,first,ok,803,""
128,64,aho_corasick,first,ok,1254,""
128,128,aho_corasick,first,ok,1455,""
128,128,hash,first,ok,802,""
128,128,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,256,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,256,aho_corasick,first,ok,1630,""
128,256,hash,first,ok,803,""
128,1000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,1000,aho_corasick,first,ok,2384,""
128,1000,hash,first,ok,852,""
128,10000,aho_corasick,first,ok,8305,""
128,10000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,10000,hash,first,ok,878,""
128,100000,aho_corasick,first,timed_out,15307,"one matcher-build plus corpus-search iteration took 15072.112 ms"
128,100000,hash,first,ok,1405,""
128,100000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,1000000,hash,first,ok,3614,""
128,1000000,bndmq,first,invalid,0,"BNDMq limit is 64 bytes"
128,1000000,aho_corasick,first,pruned,0,"a smaller pattern count timed out"
128,1,aho_corasick,all,ok,853,""
128,1,hash,all,ok,802,""
128,1,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,2,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,2,aho_corasick,all,ok,2433,""
128,2,hash,all,ok,802,""
128,4,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,4,hash,all,ok,827,""
128,4,aho_corasick,all,ok,1254,""
128,8,hash,all,ok,878,""
128,8,aho_corasick,all,ok,1279,""
128,8,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,16,hash,all,ok,853,""
128,16,aho_corasick,all,ok,1304,""
128,16,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,32,hash,all,ok,878,""
128,32,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,32,aho_corasick,all,ok,1329,""
128,64,hash,all,ok,878,""
128,64,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,64,aho_corasick,all,ok,1429,""
128,128,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,128,hash,all,ok,853,""
128,128,aho_corasick,all,ok,1605,""
128,256,aho_corasick,all,ok,1755,""
128,256,hash,all,ok,852,""
128,256,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,1000,hash,all,ok,878,""
128,1000,aho_corasick,all,ok,2458,""
128,1000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,10000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,10000,aho_corasick,all,ok,8631,""
128,10000,hash,all,ok,978,""
128,100000,hash,all,ok,1530,""
128,100000,aho_corasick,all,timed_out,15404,"one matcher-build plus corpus-search iteration took 15178.267 ms"
128,100000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,1000000,hash,all,ok,2885,""
128,1000000,bndmq,all,invalid,0,"BNDMq limit is 64 bytes"
128,1000000,aho_corasick,all,pruned,0,"a smaller pattern count timed out"
