k,patterns,mode,best_algorithm,median_reference_ns_per_base,second_algorithm,margin_pct
80,8,first,hash,1.529604030,aho_corasick,20.9237
80,16,all,hash,1.913412995,aho_corasick,13.2721
80,16,first,hash,1.513721743,aho_corasick,22.8019
80,32,all,hash,1.847473383,aho_corasick,17.3990
80,32,first,hash,1.525280388,aho_corasick,20.4171
80,64,all,hash,1.864774054,aho_corasick,26.8056
80,64,first,hash,1.489677410,aho_corasick,30.6772
80,128,all,hash,1.948772232,aho_corasick,40.1988
80,128,first,hash,1.533577683,aho_corasick,57.4528
80,256,all,hash,1.927526335,aho_corasick,73.2945
80,256,first,hash,1.528290323,aho_corasick,82.6505
80,1000,all,hash,1.925327909,aho_corasick,128.2953
80,1000,first,hash,1.514460971,aho_corasick,163.2546
80,10000,all,hash,2.238315323,aho_corasick,554.4226
80,10000,first,hash,1.751146168,aho_corasick,612.5342
80,100000,all,hash,4.119739411,,
80,100000,first,hash,3.322550285,,
80,1000000,all,hash,6.027751904,,
80,1000000,first,hash,5.438473413,,
96,1,all,aho_corasick,1.212030605,hash,27.1720
96,1,first,aho_corasick,0.470885107,hash,173.2505
96,2,all,hash,1.569940746,aho_corasick,215.9358
96,2,first,hash,1.312768289,aho_corasick,210.5152
96,4,all,hash,1.598329071,aho_corasick,35.7708
96,4,first,hash,1.410612929,aho_corasick,29.3078
96,8,all,hash,1.724891542,aho_corasick,26.8813
96,8,first,hash,1.433639893,aho_corasick,27.9894
96,16,all,hash,1.705248378,aho_corasick,29.6899
96,16,first,hash,1.427535902,aho_corasick,34.6809
96,32,all,hash,1.715325627,aho_corasick,30.6676
96,32,first,hash,1.422074897,aho_corasick,33.6641
96,64,all,hash,1.798748983,aho_corasick,32.8949
96,64,first,hash,1.483091715,aho_corasick,41.3739
96,128,all,hash,1.695600789,aho_corasick,65.6309
96,128,first,hash,1.442222181,aho_corasick,69.9574
96,256,all,hash,1.802995194,aho_corasick,78.9552
96,256,first,hash,1.460183300,aho_corasick,97.6131
96,1000,all,hash,1.770424169,aho_corasick,153.8170
96,1000,first,hash,1.468666113,aho_corasick,181.2445
96,10000,all,hash,2.046516167,aho_corasick,674.0995
96,10000,first,hash,1.765015460,aho_corasick,699.9372
96,100000,all,hash,3.567624675,,
96,100000,first,hash,3.094169252,,
96,1000000,all,hash,6.953067384,,
96,1000000,first,hash,5.254720111,,
112,1,all,aho_corasick,1.289720849,hash,13.7478
120,1,all,aho_corasick,1.325904953,hash,3.9503
124,1,all,aho_corasick,1.303363793,hash,5.3788
128,1,all,hash,1.304115022,aho_corasick,4.6058
128,1,first,aho_corasick,0.413793817,hash,189.4330
128,2,all,hash,1.322535470,aho_corasick,244.1233
128,2,first,hash,1.242334446,aho_corasick,229.7140
128,4,all,hash,1.390130025,aho_corasick,54.2055
128,4,first,hash,1.266897268,aho_corasick,50.7990
128,8,all,hash,1.481265064,aho_corasick,47.2847
128,8,first,hash,1.314545498,aho_corasick,50.1196
128,16,all,hash,1.447375395,aho_corasick,56.5188
128,16,first,hash,1.290070218,aho_corasick,52.8786
128,32,all,hash,1.455434138,aho_corasick,60.0652
128,32,first,hash,1.302903932,aho_corasick,52.5191
128,64,all,hash,1.460386019,aho_corasick,74.8280
128,64,first,hash,1.296702519,aho_corasick,65.5074
128,128,all,hash,1.430324409,aho_corasick,102.4333
128,128,first,hash,1.298367738,aho_corasick,98.6521
128,256,all,hash,1.420876198,aho_corasick,127.8029
128,256,first,hash,1.319198062,aho_corasick,125.5742
128,1000,all,hash,1.490904728,aho_corasick,202.3366
128,1000,first,hash,1.410586249,aho_corasick,212.0470
128,10000,all,hash,1.698773702,aho_corasick,893.6396
128,10000,first,hash,1.471995766,aho_corasick,991.2895
128,100000,all,hash,2.588936342,,
128,100000,first,hash,2.256117818,,
128,1000000,all,hash,4.865969618,,
128,1000000,first,hash,6.593289063,,
